date,balance,daily_pnl
2022-01-04,10000.0,0.0
2022-01-04,9718.72,-281.28
2022-01-05,10756.24,1037.52
2022-01-06,10699.64,-56.6
2022-01-07,10960.65,261.01
2022-01-10,10905.57,-55.08
2022-01-12,10602.48,-303.09
2022-01-13,10549.25,-53.23
2022-01-14,11417.59,868.34
2022-01-17,11228.96,-188.63
2022-01-18,11850.24,621.28
2022-01-19,9833.4,-2016.84
2022-01-20,10113.43,280.03
2022-01-21,19936.77,9823.34
2022-01-22,20597.87,661.1
2022-01-27,20025.93,-571.94
2022-01-28,19333.59,-692.34
2022-01-31,17410.76,-1922.83
2022-02-01,16287.8,-1122.96
2022-02-02,16681.47,393.67
2022-02-04,13311.63,-3369.84
2022-02-06,12565.9,-745.73
2022-02-07,12500.03,-65.87
2022-02-08,12374.42,-125.61
2022-02-09,11612.31,-762.11
2022-02-10,10523.76,-1088.55
2022-02-11,14305.91,3782.15
2022-02-13,14827.72,521.81
2022-02-15,13955.35,-872.37
2022-02-16,13884.88,-70.47
2022-02-17,16070.14,2185.26
2022-02-18,17143.89,1073.75
2022-02-19,16225.64,-918.25
2022-02-20,16071.79,-153.85
2022-02-21,18076.91,2005.12
2022-02-22,17069.96,-1006.95
2022-02-23,16409.07,-660.89
2022-02-24,16322.99,-86.08
2022-02-25,16228.07,-94.92
2022-02-28,14515.38,-1712.69
2022-03-03,14278.74,-236.64
2022-03-04,15401.53,1122.79
2022-03-05,15319.95,-81.58
2022-03-07,14340.31,-979.64
2022-03-08,13821.92,-518.39
2022-03-10,13682.93,-138.99
2022-03-11,13300.6,-382.33
2022-03-12,13166.93,-133.67
2022-03-14,11735.81,-1431.12
2022-03-15,10693.21,-1042.6
2022-03-16,9381.48,-1311.73
2022-03-19,9334.08,-47.4
2022-03-20,9286.52,-47.56
2022-03-21,8977.59,-308.93
2022-03-22,8358.07,-619.52
2022-03-23,8003.69,-354.38
2022-03-24,7773.15,-230.54
2022-03-25,7733.99,-39.16
2022-03-26,6662.39,-1071.6
2022-03-27,5373.27,-1289.12
2022-03-28,5114.3,-258.97
2022-03-29,4947.1,-167.2
2022-03-30,4669.72,-277.38
2022-03-31,4948.4,278.68
2022-04-01,5100.19,151.79
2022-04-03,4798.73,-301.46
2022-04-04,4394.07,-404.66
2022-04-05,4346.31,-47.76
2022-04-06,4260.07,-86.24
2022-04-11,4888.54,628.47
2022-04-12,4749.62,-138.92
2022-04-13,4482.95,-266.67
2022-04-14,4089.89,-393.06
2022-04-15,3925.98,-163.91
2022-04-17,4160.29,234.31
2022-04-18,4367.82,207.53
2022-04-20,4167.98,-199.84
2022-04-21,6105.81,1937.83
2022-04-22,6995.49,889.68
2022-04-25,8806.14,1810.65
2022-04-26,9402.79,596.65
2022-04-28,9356.99,-45.8
2022-04-29,10069.4,712.41
2022-04-30,11316.89,1247.49
2022-05-01,11263.85,-53.04
2022-05-02,11207.04,-56.81
2022-05-03,10837.01,-370.03
2022-05-05,13921.68,3084.67
2022-05-06,13771.74,-149.94
2022-05-08,15309.78,1538.04
2022-05-09,19345.91,4036.13
2022-05-10,19150.06,-195.85
2022-05-11,18232.85,-917.21
2022-05-12,21187.87,2955.02
2022-05-13,20294.73,-893.14
2022-05-15,19800.3,-494.43
2022-05-19,19695.96,-104.34
2022-05-21,18753.78,-942.18
2022-05-22,14905.85,-3847.93
2022-05-23,13671.66,-1234.19
2022-05-24,13524.96,-146.7
2022-05-25,12738.86,-786.1
2022-05-26,16657.14,3918.28
2022-05-27,18138.09,1480.95
2022-05-28,18042.33,-95.76
2022-05-29,17520.97,-521.36
2022-05-30,16413.46,-1107.51
2022-05-31,15868.68,-544.78
2022-06-01,17084.33,1215.65
2022-06-04,18305.74,1221.41
2022-06-05,17423.3,-882.44
2022-06-06,16758.6,-664.7
2022-06-07,16781.01,22.41
2022-06-08,15847.13,-933.88
2022-06-09,15384.17,-462.96
2022-06-10,16138.93,754.76
2022-06-11,19659.08,3520.15
2022-06-12,23148.74,3489.66
2022-06-13,44511.1,21362.36
2022-06-14,43253.63,-1257.47
2022-06-18,47674.3,4420.67
2022-06-24,47434.91,-239.39
2022-06-25,46112.53,-1322.38
2022-06-26,45123.36,-989.17
2022-06-27,42178.39,-2944.97
2022-06-28,39216.59,-2961.8
2022-06-29,52342.74,13126.15
2022-06-30,56605.35,4262.61
2022-07-01,54767.71,-1837.64
2022-07-02,53248.03,-1519.68
2022-07-04,47324.56,-5923.47
2022-07-05,29487.16,-17837.4
2022-07-07,27026.1,-2461.06
2022-07-08,25034.37,-1991.73
2022-07-11,27094.29,2059.92
2022-07-12,26195.48,-898.81
2022-07-13,26540.33,344.85
2022-07-14,25784.63,-755.7
2022-07-15,25064.95,-719.68
2022-07-16,24149.4,-915.55
2022-07-17,23360.03,-789.37
2022-07-18,22703.27,-656.76
2022-07-19,22836.73,133.46
2022-07-20,22464.35,-372.38
2022-07-21,21723.19,-741.16
2022-07-25,24926.71,3203.52
2022-07-26,34195.74,9269.03
2022-07-27,26150.33,-8045.41
2022-07-28,27690.47,1540.14
2022-07-29,26149.89,-1540.58
2022-07-30,24232.18,-1917.71
2022-08-02,26184.68,1952.5
2022-08-03,24720.13,-1464.55
2022-08-05,22427.3,-2292.83
2022-08-08,21675.71,-751.59
2022-08-09,21562.2,-113.51
2022-08-10,23401.71,1839.51
2022-08-11,22684.75,-716.96
2022-08-14,21832.29,-852.46
2022-08-15,21873.81,41.52
2022-08-16,21256.16,-617.65
2022-08-17,20176.51,-1079.65
2022-08-19,24386.83,4210.32
2022-08-20,24255.5,-131.33
2022-08-23,23577.64,-677.86
2022-08-24,23449.46,-128.18
2022-08-26,36906.55,13457.09
2022-08-28,38827.2,1920.65
2022-08-30,34305.73,-4521.47
2022-09-01,32784.48,-1521.25
2022-09-02,30923.17,-1861.31
2022-09-04,30034.9,-888.27
2022-09-05,28335.1,-1699.8
2022-09-06,30160.01,1824.91
2022-09-07,29243.81,-916.2
2022-09-09,28447.9,-795.91
2022-09-10,26855.69,-1592.21
2022-09-12,24602.34,-2253.35
2022-09-13,28110.38,3508.04
2022-09-14,27962.08,-148.3
2022-09-15,30538.93,2576.85
2022-09-16,36112.47,5573.54
2022-09-17,35975.57,-136.9
2022-09-18,37752.73,1777.16
2022-09-19,41715.71,3962.98
2022-09-20,40557.37,-1158.34
2022-09-21,37737.38,-2819.99
2022-09-22,28643.43,-9093.95
2022-09-23,27043.37,-1600.06
2022-09-24,26056.57,-986.8
2022-09-26,24598.43,-1458.14
2022-09-27,21801.89,-2796.54
2022-09-28,20475.37,-1326.52
2022-09-30,19806.34,-669.03
2022-10-01,20252.15,445.81
2022-10-02,21465.07,1212.92
2022-10-03,21351.66,-113.41
2022-10-04,20645.68,-705.98
2022-10-07,20329.26,-316.42
2022-10-10,18977.38,-1351.88
2022-10-11,22197.93,3220.55
2022-10-12,20342.2,-1855.73
2022-10-13,30020.97,9678.77
2022-10-17,29178.99,-841.98
2022-10-18,28348.93,-830.06
2022-10-19,27529.05,-819.88
2022-10-21,29153.87,1624.82
2022-10-24,27916.26,-1237.61
2022-10-25,26074.8,-1841.46
2022-10-26,25198.07,-876.73
2022-10-27,24237.1,-960.97
2022-10-28,22874.59,-1362.51
2022-10-29,25064.36,2189.77
2022-10-31,24238.83,-825.53
2022-11-01,23531.88,-706.95
2022-11-02,27645.51,4113.63
2022-11-03,26096.61,-1548.9
2022-11-04,32337.01,6240.4
2022-11-05,30472.5,-1864.51
2022-11-06,30051.24,-421.26
2022-11-07,28093.99,-1957.25
2022-11-08,34587.98,6493.99
2022-11-09,36712.9,2124.92
2022-11-10,34491.62,-2221.28
2022-11-12,34319.11,-172.51
2022-11-20,31698.65,-2620.46
2022-11-21,31531.75,-166.9
2022-11-22,33809.04,2277.29
2022-11-25,32528.91,-1280.13
2022-11-27,31825.7,-703.21
2022-11-28,30815.67,-1010.03
2022-11-29,29932.21,-883.46
2022-11-30,29084.25,-847.96
2022-12-03,28933.24,-151.01
2022-12-06,29409.43,476.19
2022-12-07,28118.01,-1291.42
2022-12-09,27973.38,-144.63
2022-12-12,32041.7,4068.32
2022-12-13,30827.19,-1214.51
2022-12-14,28108.94,-2718.25
2022-12-15,30747.34,2638.4
2022-12-16,40987.29,10239.95
2022-12-17,40317.45,-669.84
2022-12-22,39189.53,-1127.92
2022-12-24,38982.49,-207.04
2022-12-25,38775.86,-206.63
2022-12-27,41528.3,2752.44
2022-12-28,44717.4,3189.1
2022-12-29,43473.34,-1244.06
2022-12-30,47918.9,4445.56
2023-01-02,46619.38,-1299.52
2023-01-03,45267.37,-1352.01
2023-01-04,41146.81,-4120.56
2023-01-05,40939.12,-207.69
2023-01-06,40266.83,-672.29
2023-01-08,36919.23,-3347.6
2023-01-09,35696.97,-1222.26
2023-01-10,35515.82,-181.15
2023-01-11,34345.73,-1170.09
2023-01-12,51626.46,17280.73
2023-01-13,50180.27,-1446.19
2023-01-14,57108.28,6928.01
2023-01-18,56544.7,-563.58
2023-01-19,54963.31,-1581.39
2023-01-22,55355.11,391.8
2023-01-24,59913.5,4558.39
2023-01-25,59234.47,-679.03
2023-01-27,57574.85,-1659.62
2023-01-29,55966.05,-1608.8
2023-01-30,59564.43,3598.38
2023-01-31,57862.06,-1702.37
2023-02-01,52754.76,-5107.3
2023-02-02,51412.25,-1342.51
2023-02-03,47107.23,-4305.02
2023-02-04,45430.94,-1676.29
2023-02-05,45537.11,106.17
2023-02-07,45296.49,-240.62
2023-02-09,56987.5,11691.01
2023-02-10,56053.47,-934.03
2023-02-13,58174.3,2120.83
2023-02-14,53236.65,-4937.65
2023-02-15,51715.36,-1521.29
2023-02-16,50931.32,-784.04
2023-02-17,44422.6,-6508.72
2023-02-19,42742.42,-1680.18
2023-02-20,41341.07,-1401.35
2023-02-21,44063.84,2722.77
2023-02-22,45869.03,1805.19
2023-02-23,45638.29,-230.74
2023-02-24,47501.48,1863.19
2023-02-25,46173.37,-1328.11
2023-02-28,40799.46,-5373.91
2023-03-01,37336.5,-3462.96
2023-03-03,37606.22,269.72
2023-03-04,37225.51,-380.71
2023-03-06,37027.22,-198.29
2023-03-07,35985.52,-1041.7
2023-03-08,30723.92,-5261.6
2023-03-09,32852.77,2128.85
2023-03-10,36801.05,3948.28
2023-03-11,34422.26,-2378.79
2023-03-12,34054.65,-367.61
2023-03-13,33880.81,-173.84
2023-03-14,33539.98,-340.83
2023-03-15,39090.95,5550.97
2023-03-17,38157.36,-933.59
2023-03-18,37965.89,-191.47
2023-03-20,35850.14,-2115.75
2023-03-21,32675.47,-3174.67
2023-03-22,31594.73,-1080.74
2023-03-23,28635.43,-2959.3
2023-03-24,28491.05,-144.38
2023-03-28,38454.11,9963.06
2023-03-29,37655.18,-798.93
2023-03-30,37464.86,-190.32
2023-04-02,36898.96,-565.9
2023-04-03,29656.32,-7242.64
2023-04-04,27733.72,-1922.6
2023-04-05,26956.12,-777.6
2023-04-06,26819.79,-136.33
2023-04-10,25928.54,-891.25
2023-04-11,25661.54,-267.0
2023-04-12,24130.23,-1531.31
2023-04-13,23448.28,-681.95
2023-04-14,19546.06,-3902.22
2023-04-15,18912.07,-633.99
2023-04-17,17216.22,-1695.85
2023-04-18,16001.44,-1214.78
2023-04-19,17092.74,1091.3
2023-04-20,17006.46,-86.28
2023-04-24,17419.8,413.34
2023-04-25,15515.49,-1904.31
2023-04-26,13387.41,-2128.08
2023-04-27,12917.51,-469.9
2023-04-30,12197.29,-720.22
2023-05-01,12971.18,773.89
2023-05-02,12488.83,-482.35
2023-05-03,11236.83,-1252.0
2023-05-05,10539.2,-697.63
2023-05-06,11348.15,808.95
2023-05-07,11051.99,-296.16
2023-05-08,12447.09,1395.1
2023-05-09,12380.97,-66.12
2023-05-10,13905.47,1524.5
2023-05-11,13381.09,-524.38
2023-05-12,13117.69,-263.4
2023-05-15,12746.46,-371.23
2023-05-16,12174.09,-572.37
2023-05-17,11771.12,-402.97
2023-05-18,12075.87,304.75
2023-05-22,11311.38,-764.49
2023-05-23,10590.98,-720.4
2023-05-24,11464.46,873.48
2023-05-28,10646.65,-817.81
2023-05-30,9707.24,-939.41
2023-06-01,9156.16,-551.08
2023-06-02,8327.42,-828.74
2023-06-03,8010.75,-316.67
2023-06-04,8737.44,726.69
2023-06-05,14016.02,5278.58
2023-06-06,13562.88,-453.14
2023-06-07,15226.52,1663.64
2023-06-10,16795.81,1569.29
2023-06-13,16246.33,-549.48
2023-06-14,15528.27,-718.06
2023-06-15,15358.72,-169.55
2023-06-16,15280.81,-77.91
2023-06-18,15026.96,-253.85
2023-06-19,14602.55,-424.41
2023-06-20,13627.88,-974.67
2023-06-21,13394.56,-233.32
2023-06-23,14234.39,839.83
2023-06-27,13833.67,-400.72
2023-06-28,13769.49,-64.18
2023-07-01,13090.61,-678.88
2023-07-04,13024.59,-66.02
2023-07-05,14096.22,1071.63
2023-07-06,14307.47,211.25
2023-07-07,14201.96,-105.51
2023-07-10,13039.06,-1162.9
2023-07-11,12666.69,-372.37
2023-07-12,12307.86,-358.83
2023-07-13,26742.71,14434.85
2023-07-14,26083.54,-659.17
2023-07-15,25345.89,-737.65
2023-07-16,23984.39,-1361.5
2023-07-17,28097.51,4113.12
2023-07-18,27963.58,-133.93
2023-07-20,32366.65,4403.07
2023-07-21,32588.33,221.68
2023-07-22,32151.13,-437.2
2023-07-23,31608.56,-542.57
2023-07-24,39212.36,7603.8
2023-07-25,43083.88,3871.52
2023-07-26,42856.37,-227.51
2023-07-27,41627.32,-1229.05
2023-07-28,41411.34,-215.98
2023-07-30,41195.24,-216.1
2023-07-31,40031.84,-1163.4
2023-08-01,54773.7,14741.86
2023-08-02,53932.25,-841.45
2023-08-03,57222.43,3290.18
2023-08-04,56283.32,-939.11
2023-08-05,53087.11,-3196.21
2023-08-06,51596.23,-1490.88
2023-08-07,65210.69,13614.46
2023-08-08,59412.2,-5798.49
2023-08-09,57745.26,-1666.94
2023-08-10,56077.65,-1667.61
2023-08-12,54408.49,-1669.16
2023-08-13,58731.09,4322.6
2023-08-14,48212.38,-10518.71
2023-08-15,76199.07,27986.69
2023-08-16,83568.4,7369.33
2023-08-17,91186.4,7618.0
2023-08-18,90728.0,-458.4
2023-08-19,90249.69,-478.31
2023-08-22,86298.42,-3951.27
2023-08-23,85817.65,-480.77
2023-08-29,81020.86,-4796.79
2023-08-30,80596.71,-424.15
2023-08-31,81943.27,1346.56
2023-09-01,84048.94,2105.67
2023-09-02,79417.86,-4631.08
2023-09-03,78983.11,-434.75
2023-09-05,77659.66,-1323.45
2023-09-06,72030.65,-5629.01
2023-09-07,67818.6,-4212.05
2023-09-08,65651.65,-2166.95
2023-09-10,66902.02,1250.37
2023-09-11,87895.14,20993.12
2023-09-12,83043.57,-4851.57
2023-09-13,82590.43,-453.14
2023-09-15,78441.46,-4148.97
2023-09-17,84872.92,6431.46
2023-09-18,83999.44,-873.48
2023-09-19,76974.95,-7024.49
2023-09-20,74752.87,-2222.08
2023-09-21,71323.23,-3429.64
2023-09-23,67374.58,-3948.65
2023-09-24,66241.01,-1133.57
2023-09-26,70990.35,4749.34
2023-09-27,65892.42,-5097.93
2023-09-28,51708.03,-14184.39
2023-09-29,49208.15,-2499.88
2023-09-30,75636.24,26428.09
2023-10-01,75994.47,358.23
2023-10-02,79015.76,3021.29
2023-10-03,76343.53,-2672.23
2023-10-04,76302.47,-41.06
2023-10-06,72042.92,-4259.55
2023-10-09,110717.16,38674.24
2023-10-10,110154.28,-562.88
2023-10-11,107734.0,-2420.28
2023-10-12,105949.68,-1784.32
2023-10-13,99501.28,-6448.4
2023-10-16,82955.6,-16545.68
2023-10-17,80612.38,-2343.22
2023-10-19,87825.84,7213.46
2023-10-20,96534.07,8708.23
2023-10-21,157647.5,61113.43
2023-10-23,158052.95,405.45
2023-10-24,157257.05,-795.9
2023-10-26,166706.79,9449.74
2023-10-27,165908.97,-797.82
2023-10-30,171014.24,5105.27
2023-10-31,198636.39,27622.15
2023-11-01,177862.47,-20773.92
2023-11-02,175548.9,-2313.57
2023-11-03,170522.41,-5026.49
2023-11-04,164658.09,-5864.32
2023-11-05,154265.51,-10392.58
2023-11-06,154716.17,450.66
2023-11-07,148929.44,-5786.73
2023-11-08,136117.74,-12811.7
2023-11-09,157067.02,20949.28
2023-11-10,152710.4,-4356.62
2023-11-11,151945.86,-764.54
2023-11-14,181451.37,29505.51
2023-11-16,179627.22,-1824.15
2023-11-17,177825.99,-1801.23
2023-11-20,159302.85,-18523.14
2023-11-21,186173.98,26871.13
2023-11-22,179031.2,-7142.78
2023-11-27,170984.67,-8046.53
2023-11-28,152535.69,-18448.98
2023-11-29,150858.14,-1677.55
2023-11-30,146609.81,-4248.33
2023-12-01,127680.52,-18929.29
2023-12-03,119880.66,-7799.86
2023-12-04,120906.56,1025.9
2023-12-05,113537.76,-7368.8
2023-12-06,121106.71,7568.95
2023-12-07,115754.32,-5352.39
2023-12-08,119237.51,3483.19
2023-12-09,137092.15,17854.64
2023-12-11,145380.91,8288.76
2023-12-14,137671.51,-7709.4
2023-12-15,133843.12,-3828.39
2023-12-16,130122.48,-3720.64
2023-12-17,129465.73,-656.75
2023-12-18,167971.5,38505.77
2023-12-19,159669.51,-8301.99
2023-12-20,157992.29,-1677.22
2023-12-21,135590.93,-22401.36
2023-12-23,131142.51,-4448.42
2023-12-24,139822.68,8680.17
2023-12-26,177736.45,37913.77
2023-12-27,172755.28,-4981.17
2023-12-28,167014.79,-5740.49
2023-12-30,181179.84,14165.05
2023-12-31,190581.12,9401.28
2024-01-01,181144.29,-9436.83
2024-01-02,186773.72,5629.43
2024-01-03,246763.75,59990.03
2024-01-04,245465.23,-1298.52
2024-01-06,244228.31,-1236.92
2024-01-08,230575.41,-13652.9
2024-01-09,210872.73,-19702.68
2024-01-10,198107.62,-12765.11
2024-01-11,196812.64,-1294.98
2024-01-12,209802.03,12989.39
2024-01-15,198073.7,-11728.33
2024-01-17,186221.03,-11852.67
2024-01-18,197111.55,10890.52
2024-01-19,207238.62,10127.07
2024-01-22,193865.45,-13373.17
2024-01-23,197110.08,3244.63
2024-01-26,196057.81,-1052.27
2024-01-29,182094.44,-13963.37
2024-01-31,167295.96,-14798.48
2024-02-01,162119.3,-5176.66
2024-02-02,145608.33,-16510.97
2024-02-03,139126.97,-6481.36
2024-02-05,138507.72,-619.25
2024-02-06,120729.79,-17777.93
2024-02-07,108644.96,-12084.83
2024-02-09,104859.02,-3785.94
2024-02-10,101923.61,-2935.41
2024-02-12,113624.36,11700.75
2024-02-13,106229.98,-7394.38
2024-02-14,168215.61,61985.63
2024-02-16,160406.12,-7809.49
2024-02-19,159316.89,-1089.23
2024-02-20,145885.99,-13430.9
2024-02-21,137704.71,-8181.28
2024-02-24,133835.71,-3869.0
2024-02-25,140616.75,6781.04
2024-02-26,136607.79,-4008.96
2024-02-27,176904.25,40296.46
2024-02-28,259264.06,82359.81
2024-02-29,257965.67,-1298.39
2024-03-04,264812.16,6846.49
2024-03-05,351315.1,86502.94
2024-03-11,331635.13,-19679.97
2024-03-12,304466.64,-27168.49
2024-03-14,309932.61,5465.97
2024-03-15,362709.79,52777.18
2024-03-16,356796.83,-5912.96
2024-03-19,400706.95,43910.12
2024-03-25,387537.44,-13169.51
2024-03-27,358112.65,-29424.79
2024-03-28,312585.11,-45527.54
2024-03-29,310615.29,-1969.82
2024-03-30,309050.54,-1564.75
2024-04-01,290789.5,-18261.04
2024-04-02,315430.17,24640.67
2024-04-03,307996.3,-7433.87
2024-04-04,299856.03,-8140.27
2024-04-05,294949.14,-4906.89
2024-04-08,293456.17,-1492.97
2024-04-09,332058.69,38602.52
2024-04-10,310368.24,-21690.45
2024-04-11,301634.81,-8733.43
2024-04-12,323313.77,21678.96
2024-04-13,385430.08,62116.31
2024-04-19,317345.65,-68084.43
2024-04-20,308514.98,-8830.67
2024-04-22,305196.85,-3318.13
2024-04-24,442544.42,137347.57
2024-04-25,438262.05,-4282.37
2024-04-26,467251.37,28989.32
2024-04-27,538321.42,71070.05
2024-04-28,582026.51,43705.09
2024-04-29,576358.2,-5668.31
2024-04-30,817766.2,241408.0
2024-05-01,889508.71,71742.51
2024-05-02,802537.65,-86971.06
2024-05-03,799276.93,-3260.72
2024-05-04,795265.62,-4011.31
2024-05-06,739795.08,-55470.54
2024-05-07,740889.36,1094.28
2024-05-08,864758.1,123868.74
2024-05-10,925595.52,60837.42
2024-05-13,873425.15,-52170.37
2024-05-14,858165.66,-15259.49
2024-05-15,785385.11,-72780.55
2024-05-16,777328.38,-8056.73
2024-05-17,691064.91,-86263.47
2024-05-20,672162.32,-18902.59
2024-05-21,684641.47,12479.15
2024-05-22,658963.4,-25678.07
2024-05-23,645776.33,-13187.07
2024-05-24,588090.47,-57685.86
2024-05-28,623557.15,35466.68
2024-05-29,893658.2,270101.05
2024-05-30,876974.7,-16683.5
2024-05-31,874004.71,-2969.99
2024-06-02,863487.04,-10517.67
2024-06-03,733487.62,-129999.42
2024-06-04,724839.41,-8648.21
2024-06-05,703634.59,-21204.82
2024-06-06,713988.81,10354.22
2024-06-07,1370341.41,656352.6
2024-06-09,1363095.98,-7245.43
2024-06-11,1560361.9,197265.92
2024-06-12,1470324.44,-90037.46
2024-06-13,1446969.67,-23354.77
2024-06-14,1378685.86,-68283.81
2024-06-17,1469874.82,91188.96
2024-06-18,1542905.79,73030.97
2024-06-21,1541957.29,-948.5
2024-06-22,1516028.49,-25928.8
2024-06-23,1461347.27,-54681.22
2024-06-24,1677789.97,216442.7
2024-06-25,1495432.67,-182357.3
2024-06-29,1487460.73,-7971.94
2024-06-30,1445529.15,-41931.58
2024-07-01,1375036.07,-70493.08
2024-07-02,1367617.14,-7418.93
2024-07-03,1517946.14,150329.0
2024-07-04,2085593.11,567646.97
2024-07-05,2431110.74,345517.63
2024-07-06,2337453.15,-93657.59
2024-07-09,2077019.63,-260433.52
2024-07-10,2066002.74,-11016.89
2024-07-11,2055613.18,-10389.56
2024-07-14,1884787.32,-170825.86
2024-07-15,1774247.64,-110539.68
2024-07-16,1416997.5,-357250.14
2024-07-17,1539749.84,122752.34
2024-07-18,1524270.33,-15479.51
2024-07-19,1604674.36,80404.03
2024-07-21,1744389.71,139715.35
2024-07-22,1597684.02,-146705.69
2024-07-23,1454535.32,-143148.7
2024-07-24,1565454.38,110919.06
2024-07-25,1631849.82,66395.44
2024-07-29,1745643.22,113793.4
2024-07-30,1915501.0,169857.78
2024-07-31,1821068.82,-94432.18
2024-08-01,2835244.19,1014175.37
2024-08-02,3422656.08,587411.89
2024-08-03,4467081.35,1044425.27
2024-08-04,5088407.66,621326.31
2024-08-05,5480382.17,391974.51
2024-08-06,5453855.31,-26526.86
2024-08-09,5399128.69,-54726.62
2024-08-11,5842882.36,443753.67
2024-08-12,4527677.93,-1315204.43
2024-08-13,4401391.71,-126286.22
2024-08-15,4113014.53,-288377.18
2024-08-16,3521324.12,-591690.41
2024-08-17,3397968.95,-123355.17
2024-08-18,3274094.78,-123874.17
2024-08-19,2713463.8,-560630.98
2024-08-20,2290336.77,-423127.03
2024-08-21,1940792.67,-349544.1
2024-08-22,1930966.78,-9825.89
2024-08-23,1724993.49,-205973.29
2024-08-24,1676583.67,-48409.82
2024-08-25,1619173.88,-57409.79
2024-08-26,2083001.93,463828.05
2024-08-27,2287776.88,204774.95
2024-08-28,2223880.28,-63896.6
2024-08-29,2085703.1,-138177.18
2024-08-30,2264272.11,178569.01
2024-09-01,2264232.0,-40.11
2024-09-02,1799685.77,-464546.23
2024-09-03,1790556.52,-9129.25
2024-09-04,1847502.77,56946.25
2024-09-06,2927092.83,1079590.06
2024-09-07,2786418.31,-140674.52
2024-09-09,2460721.01,-325697.3
2024-09-11,2087292.06,-373428.95
2024-09-13,1971929.31,-115362.75
2024-09-15,1961971.71,-9957.6
2024-09-16,1951512.06,-10459.65
2024-09-17,1727061.67,-224450.39
2024-09-18,1621698.93,-105362.74
2024-09-19,1514323.53,-107375.4
2024-09-22,1665835.61,151512.08
2024-09-23,1610890.99,-54944.62
2024-09-24,1522974.14,-87916.85
2024-09-26,1472805.55,-50168.59
2024-09-28,1383217.65,-89587.9
2024-09-30,1410810.15,27592.5
2024-10-01,2003749.41,592939.26
2024-10-02,2008761.16,5011.75
2024-10-03,2363384.85,354623.69
2024-10-04,2047033.73,-316351.12
2024-10-06,1921797.23,-125236.5
2024-10-07,1672278.12,-249519.11
2024-10-08,1797127.83,124849.71
2024-10-09,2132585.82,335457.99
