symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
XRPUSDT,178,1.125338102575105,0.006322124171770253,-1.01079423174007,0.3146067415730337,0.2640449438202247,0.6573033707865169,0.07865168539325842,23.054175590181107
