stream,sym,exit_ts_utc,managed_r,cum_r
S1,BTCUSDT,2022-01-05T20:05:00+00:00,-1.024648,-1.0246
S1,SOLUSDT,2022-01-05T20:05:00+00:00,-1.039022,-2.0637
S1,XRPUSDT,2022-01-05T20:05:00+00:00,-1.030685,-3.0944
S1,ETHUSDT,2022-01-06T08:30:00+00:00,-1.007991,-4.1023
S1,LINKUSDT,2022-01-06T20:05:00+00:00,-1.037692,-5.14
S1,XRPUSDT,2022-01-07T04:15:00+00:00,-1.03147,-6.1715
S1,XRPUSDT,2022-01-07T16:30:00+00:00,0.788668,-5.3828
S1,LINKUSDT,2022-01-07T22:55:00+00:00,0.789749,-4.5931
S1,SOLUSDT,2022-01-08T20:35:00+00:00,0.783625,-3.8095
S1,XRPUSDT,2022-01-08T20:35:00+00:00,0.772282,-3.0372
S1,LINKUSDT,2022-01-10T16:15:00+00:00,0.789917,-2.2473
S1,ETHUSDT,2022-01-10T16:15:00+00:00,0.788651,-1.4586
S1,LINKUSDT,2022-01-18T16:40:00+00:00,0.755614,-0.703
S1,LINKUSDT,2022-01-19T06:00:00+00:00,-1.022489,-1.7255
S1,ETHUSDT,2022-01-19T08:30:00+00:00,-1.066278,-2.7918
S1,XRPUSDT,2022-01-19T08:30:00+00:00,-1.066209,-3.858
S1,LINKUSDT,2022-01-20T14:30:00+00:00,0.791127,-3.0669
S1,LINKUSDT,2022-01-21T00:00:00+00:00,-1.045483,-4.1123
S1,BTCUSDT,2022-01-21T04:00:00+00:00,0.753475,-3.3589
S1,XRPUSDT,2022-01-21T04:00:00+00:00,0.744046,-2.6148
S1,ETHUSDT,2022-01-21T04:35:00+00:00,0.771198,-1.8436
S1,SOLUSDT,2022-01-21T12:05:00+00:00,-1.011498,-2.8551
S1,ETHUSDT,2022-01-24T08:15:00+00:00,0.757764,-2.0973
S1,BTCUSDT,2022-01-24T08:30:00+00:00,0.763512,-1.3338
S1,LINKUSDT,2022-01-24T08:45:00+00:00,-1.005517,-2.3394
S1,XRPUSDT,2022-01-24T09:05:00+00:00,-1.017807,-3.3572
S1,SOLUSDT,2022-01-25T19:30:00+00:00,0.797105,-2.5601
S1,LINKUSDT,2022-01-30T12:05:00+00:00,0.759223,-1.8008
S1,ETHUSDT,2022-02-01T04:05:00+00:00,-1.093839,-2.8947
S1,ETHUSDT,2022-02-04T13:45:00+00:00,0.780832,-2.1138
S1,BTCUSDT,2022-02-04T16:15:00+00:00,-1.031043,-3.1449
S1,XRPUSDT,2022-02-04T20:00:00+00:00,-1.112888,-4.2578
S1,LINKUSDT,2022-02-05T04:00:00+00:00,-6.376,-10.6338
S1,LINKUSDT,2022-02-06T14:40:00+00:00,0.782748,-9.851
S1,LINKUSDT,2022-02-07T04:00:00+00:00,-1.071957,-10.923
S1,ETHUSDT,2022-02-09T05:15:00+00:00,0.784987,-10.138
S1,BTCUSDT,2022-02-10T11:20:00+00:00,-1.017399,-11.1554
S1,LINKUSDT,2022-02-12T15:15:00+00:00,-1.015332,-12.1707
S1,LINKUSDT,2022-02-14T06:50:00+00:00,0.76825,-11.4025
S1,BTCUSDT,2022-02-15T14:35:00+00:00,-1.058177,-12.4607
S1,ETHUSDT,2022-02-15T17:15:00+00:00,0.771106,-11.6895
