n_trades,win_pct,avg_r,median_r,total_r,best_r,worst_r,maxDD_r,mcl,baseline_total_r,saved_r,sl_hits,be_hits,tp_hits
149,23.49,0.8417,-1.0541,125.41,19.45,-1.32,22.68,11,162.41,-37.0,114,3,32
