exit_ts_utc,symbol,tp_r,r,equity_before,pnl_usd,return_pct_trade,equity_after,equity_peak,drawdown_usd,drawdown_pct,day,week_start,month
2022-01-19 03:40:00+00:00,BTCUSDT,8.0,0.6602909134324552,9603.631608881848,63.411906872973944,0.006602909134324552,9667.043515754822,10198.98986318257,531.9463474277491,-0.0521567679313053,2022-01-19,2022-01-18,2022-01
2022-01-19 08:00:00+00:00,ETHUSDT,8.0,-1.0554731343283583,9667.043515754822,-102.03304719262375,-0.010554731343283585,9565.010468562197,10198.98986318257,633.9793946203736,-0.062160998601340056,2022-01-19,2022-01-18,2022-01
2022-01-19 12:15:00+00:00,BTCUSDT,8.0,5.409940624090774,9565.010468562197,517.4613870372816,0.05409940624090774,10082.471855599479,10198.98986318257,116.51800758309219,-0.01142446547610676,2022-01-19,2022-01-18,2022-01
2022-01-19 13:30:00+00:00,SOLUSDT,8.0,5.403985714285677,10082.471855599479,544.8553387234699,0.05403985714285678,10627.327194322948,10627.327194322948,0.0,0.0,2022-01-19,2022-01-18,2022-01
2022-01-20 04:00:00+00:00,ETHUSDT,8.0,7.738745762711861,10627.327194322948,822.4218329401925,0.07738745762711861,11449.74902726314,11449.74902726314,0.0,0.0,2022-01-20,2022-01-18,2022-01
2022-01-21 04:00:00+00:00,BTCUSDT,8.0,-1.1088579154024651,11449.74902726314,-126.9614483825241,-0.011088579154024652,11322.787578880616,11449.74902726314,126.9614483825244,-0.011088579154024725,2022-01-21,2022-01-18,2022-01
2022-01-21 04:00:00+00:00,ETHUSDT,8.0,-1.0603201072386057,11322.787578880616,-120.05779339878647,-0.010603201072386057,11202.72978548183,11449.74902726314,247.01924178131048,-0.021574205792033507,2022-01-21,2022-01-18,2022-01
2022-01-21 04:00:00+00:00,LINKUSDT,8.0,-1.0454827067669163,11202.72978548183,-117.122602593039,-0.010454827067669164,11085.60718288879,11449.74902726314,364.1418443743496,-0.03180347826902463,2022-01-21,2022-01-18,2022-01
2022-01-21 04:00:00+00:00,SOLUSDT,8.0,-1.0228952095808383,11085.60718288879,-113.39414482671876,-0.010228952095808383,10972.213038062071,11449.74902726314,477.53598920106924,-0.04170711410913919,2022-01-21,2022-01-18,2022-01
2022-01-26 06:25:00+00:00,XRPUSDT,8.0,0.6944226006191958,10972.213038062071,76.1935271243891,0.006944226006191958,11048.40656518646,11449.74902726314,401.34246207668,-0.03505251172938717,2022-01-26,2022-01-25,2022-01
2022-01-26 09:25:00+00:00,LINKUSDT,8.0,0.6926708201892733,11048.40656518646,76.52908837292257,0.006926708201892733,11124.935653559383,11449.74902726314,324.81337370375695,-0.02836860204798719,2022-01-26,2022-01-25,2022-01
2022-01-26 15:50:00+00:00,SOLUSDT,8.0,0.6933087264150927,11124.935653559383,77.13014969419113,0.006933087264150927,11202.065803253574,11449.74902726314,247.6832240095664,-0.021632196777397028,2022-01-26,2022-01-25,2022-01
2022-01-26 20:00:00+00:00,ETHUSDT,8.0,0.6964408568340363,11202.065803253574,78.01576306329176,0.006964408568340363,11280.081566316865,11449.74902726314,169.66746094627524,-0.01481844366564522,2022-01-26,2022-01-25,2022-01
2022-01-27 04:00:00+00:00,LINKUSDT,8.0,-1.008183870967742,11280.081566316865,-113.72396298361207,-0.01008183870967742,11166.357603333254,11449.74902726314,283.3914239298865,-0.024750885216357155,2022-01-27,2022-01-25,2022-01
2022-01-27 04:00:00+00:00,SOLUSDT,8.0,-1.0094238907849828,11166.357603333254,-112.71588137853131,-0.01009423890784983,11053.641721954722,11449.74902726314,396.1073053084183,-0.03459528277565227,2022-01-27,2022-01-25,2022-01
2022-01-28 01:15:00+00:00,SOLUSDT,8.0,0.6842385964912264,11053.641721954722,75.63328297947162,0.006842385964912263,11129.275004934194,11449.74902726314,320.4740223289464,-0.02798961108805631,2022-01-28,2022-01-25,2022-01
2022-01-28 01:30:00+00:00,LINKUSDT,8.0,0.6768468749999963,11129.275004934194,75.32815008105278,0.006768468749999964,11204.603155015247,11449.74902726314,245.14587224789284,-0.021410589146030445,2022-01-28,2022-01-25,2022-01
2022-01-29 08:00:00+00:00,SOLUSDT,8.0,7.975625688073395,11204.603155015247,893.6372074780782,0.07975625688073396,12098.240362493325,12098.240362493325,0.0,0.0,2022-01-29,2022-01-25,2022-01
2022-02-05 00:00:00+00:00,BTCUSDT,8.0,-1.071130651832004,12098.240362493325,-129.58796085497738,-0.010711306518320042,11968.652401638348,12098.240362493325,129.5879608549767,-0.010711306518319974,2022-02-05,2022-02-01,2022-02
2022-02-07 08:30:00+00:00,SOLUSDT,8.0,5.423965957446808,11968.652401638348,649.1756318300038,0.05423965957446808,12617.828033468351,12617.828033468351,0.0,0.0,2022-02-07,2022-02-01,2022-02
2022-02-07 20:00:00+00:00,LINKUSDT,8.0,-1.1241217391304366,12617.828033468351,-141.8397479303122,-0.011241217391304367,12475.988285538038,12617.828033468351,141.83974793031302,-0.011241217391304459,2022-02-07,2022-02-01,2022-02
2022-02-07 20:10:00+00:00,SOLUSDT,8.0,0.6272619999999887,12475.988285538038,78.2571336396302,0.006272619999999887,12554.245419177669,12617.828033468351,63.58261429068261,-0.00503910927633755,2022-02-07,2022-02-01,2022-02
2022-02-09 06:40:00+00:00,BTCUSDT,8.0,0.6646337260993022,12554.245419177669,83.4397491131315,0.006646337260993022,12637.6851682908,12637.6851682908,0.0,0.0,2022-02-09,2022-02-08,2022-02
2022-02-10 14:20:00+00:00,XRPUSDT,8.0,0.6919809815950924,12637.6851682908,87.45037787843607,0.006919809815950923,12725.135546169236,12725.135546169236,0.0,0.0,2022-02-10,2022-02-08,2022-02
2022-02-12 00:00:00+00:00,SOLUSDT,8.0,-1.0467109375,12725.135546169236,-133.1953855734538,-0.010467109375000002,12591.940160595783,12725.135546169236,133.19538557345368,-0.01046710937499995,2022-02-12,2022-02-08,2022-02
2022-02-12 06:30:00+00:00,LINKUSDT,8.0,-1.0167472413793104,12591.940160595783,-128.02820421899114,-0.010167472413793104,12463.91195637679,12725.135546169236,261.22358979244564,-0.020528157742970676,2022-02-12,2022-02-08,2022-02
2022-02-13 20:00:00+00:00,LINKUSDT,8.0,-1.0205833333333334,12463.91195637679,-127.20460810812213,-0.010205833333333334,12336.707348268668,12725.135546169236,388.4281979005682,-0.03052448411973896,2022-02-13,2022-02-08,2022-02
2022-02-15 01:35:00+00:00,LINKUSDT,8.0,7.965441353383445,12336.707348268668,982.6731887648868,0.07965441353383446,13319.380537033556,13319.380537033556,0.0,0.0,2022-02-15,2022-02-15,2022-02
2022-02-17 17:45:00+00:00,SOLUSDT,8.0,0.6884616326530618,13319.380537033556,91.69882470453537,0.006884616326530618,13411.079361738091,13411.079361738091,0.0,0.0,2022-02-17,2022-02-15,2022-02
2022-02-18 00:00:00+00:00,BTCUSDT,8.0,-1.026503175284274,13411.079361738091,-137.66515548813544,-0.010265031752842739,13273.414206249956,13411.079361738091,137.6651554881355,-0.010265031752842768,2022-02-18,2022-02-15,2022-02
2022-02-18 11:10:00+00:00,LINKUSDT,8.0,0.6702273885350296,13273.414206249956,88.9620574039867,0.006702273885350296,13362.376263653943,13411.079361738091,48.70309808414822,-0.0036315569217417742,2022-02-18,2022-02-15,2022-02
2022-02-18 20:15:00+00:00,LINKUSDT,8.0,0.6577555555555492,13362.376263653943,87.89177222841982,0.006577555555555492,13450.268035882364,13450.268035882364,0.0,0.0,2022-02-18,2022-02-15,2022-02
2022-02-18 22:00:00+00:00,SOLUSDT,8.0,-1.0306370786516854,13450.268035882364,-138.62344955583941,-0.010306370786516854,13311.644586326523,13450.268035882364,138.62344955584012,-0.01030637078651686,2022-02-18,2022-02-15,2022-02
2022-02-19 18:30:00+00:00,SOLUSDT,8.0,0.6708380434782656,13311.644586326523,89.2995760976933,0.006708380434782655,13400.944162424217,13450.268035882364,49.32387345814641,-0.0036671294078720607,2022-02-19,2022-02-15,2022-02
2022-02-20 02:55:00+00:00,LINKUSDT,8.0,0.6618796610169417,13400.944162424217,88.69812379532306,0.006618796610169418,13489.64228621954,13489.64228621954,0.0,0.0,2022-02-20,2022-02-15,2022-02
2022-02-20 08:00:00+00:00,LINKUSDT,8.0,-1.2140142857142957,13489.64228621954,-163.76618444646175,-0.012140142857142959,13325.876101773078,13489.64228621954,163.76618444646192,-0.012140142857142933,2022-02-20,2022-02-15,2022-02
2022-02-20 08:00:00+00:00,SOLUSDT,8.0,-1.0327333333333333,13325.876101773078,-137.62076446171116,-0.010327333333333332,13188.255337311366,13489.64228621954,301.3869489081735,-0.022342100888476324,2022-02-20,2022-02-15,2022-02
2022-02-21 18:00:00+00:00,LINKUSDT,8.0,0.6746775147928953,13188.255337311366,88.9781933543137,0.006746775147928954,13277.23353066568,13489.64228621954,212.408755553859,-0.015746062871574207,2022-02-21,2022-02-15,2022-02
2022-02-22 00:00:00+00:00,BTCUSDT,8.0,-1.0121216474080357,13277.23353066568,-134.38175474078557,-0.010121216474080355,13142.851775924895,13489.64228621954,346.79051029464426,-0.02570791003471684,2022-02-22,2022-02-22,2022-02
2022-02-22 00:00:00+00:00,LINKUSDT,8.0,-1.012579705882353,13142.851775924895,-133.0818498572139,-0.01012579705882353,13009.769926067682,13489.64228621954,479.8723601518577,-0.03557339401372228,2022-02-22,2022-02-22,2022-02
2022-02-22 04:00:00+00:00,SOLUSDT,8.0,-1.088810714285714,13009.769926067682,-141.65176885894553,-0.01088810714285714,12868.118157208737,13489.64228621954,621.5241290108024,-0.04607417423112292,2022-02-22,2022-02-22,2022-02
2022-02-22 04:00:00+00:00,XRPUSDT,8.0,-1.0318772727272725,12868.118157208737,-132.78318669192848,-0.010318772727272725,12735.33497051681,13489.64228621954,754.3073157027302,-0.05591751802590783,2022-02-22,2022-02-22,2022-02
2022-02-23 17:25:00+00:00,LINKUSDT,8.0,5.465116806722689,12735.33497051681,696.0009318661462,0.05465116806722689,13431.335902382956,13489.64228621954,58.306383836583336,-0.0043223076342170375,2022-02-23,2022-02-22,2022-02
2022-02-24 04:00:00+00:00,BTCUSDT,8.0,-1.0421925576123907,13431.335902382956,-139.98038316255622,-0.010421925576123908,13291.3555192204,13489.64228621954,198.28676699913922,-0.014699186441859968,2022-02-24,2022-02-22,2022-02
2022-02-24 04:00:00+00:00,LINKUSDT,8.0,-1.076961538461539,13291.3555192204,-143.1427868821887,-0.01076961538461539,13148.212732338212,13489.64228621954,341.4295538813276,-0.025310497242029717,2022-02-24,2022-02-22,2022-02
2022-02-24 04:00:00+00:00,XRPUSDT,8.0,-1.0509268292682927,13148.212732338212,-138.17809517341192,-0.010509268292682927,13010.0346371648,13489.64228621954,479.60764905474025,-0.03555377072857502,2022-02-24,2022-02-22,2022-02
2022-02-24 19:50:00+00:00,SOLUSDT,8.0,7.985290506329114,13010.0346371648,1038.88906075165,0.07985290506329114,14048.923697916449,14048.923697916449,0.0,0.0,2022-02-24,2022-02-22,2022-02
2022-03-01 12:20:00+00:00,BTCUSDT,8.0,-1.0109161045531196,14048.923697916449,-142.02283217861705,-0.010109161045531197,13906.900865737833,14048.923697916449,142.02283217861623,-0.010109161045531168,2022-03-01,2022-03-01,2022-03
2022-03-02 08:15:00+00:00,SOLUSDT,8.0,0.6670821052631625,13906.900865737833,92.77044707202491,0.006670821052631625,13999.671312809858,14048.923697916449,49.25238510659074,-0.00350577639722649,2022-03-02,2022-03-01,2022-03
2022-03-06 01:05:00+00:00,BTCUSDT,8.0,0.680652200428543,13999.671312809858,95.28907084340379,0.00680652200428543,14094.960383653262,14094.960383653262,0.0,0.0,2022-03-06,2022-03-01,2022-03
2022-03-06 16:05:00+00:00,LINKUSDT,8.0,0.6784365079365117,14094.960383653262,95.62535702189193,0.006784365079365116,14190.585740675155,14190.585740675155,0.0,0.0,2022-03-06,2022-03-01,2022-03
2022-03-06 19:45:00+00:00,BTCUSDT,8.0,0.6578955327718755,14190.585740675155,93.3592296620646,0.006578955327718755,14283.94497033722,14283.94497033722,0.0,0.0,2022-03-06,2022-03-01,2022-03
2022-03-07 00:00:00+00:00,SOLUSDT,8.0,-1.0441362068965518,14283.94497033722,-149.14384120846984,-0.010441362068965518,14134.80112912875,14283.94497033722,149.1438412084699,-0.01044136206896551,2022-03-07,2022-03-01,2022-03
2022-03-07 04:00:00+00:00,LINKUSDT,8.0,-1.049314814814815,14134.80112912875,-148.3185622925597,-0.010493148148148149,13986.48256683619,14283.94497033722,297.46240350102926,-0.02082494745805552,2022-03-07,2022-03-01,2022-03
2022-03-08 00:10:00+00:00,LINKUSDT,8.0,0.6637576923076887,13986.48256683619,92.83635392064907,0.006637576923076887,14079.31892075684,14283.94497033722,204.6260495803799,-0.014325597725650563,2022-03-08,2022-03-08,2022-03
2022-03-08 01:05:00+00:00,BTCUSDT,8.0,5.419633620689654,14079.31892075684,763.0475017934573,0.05419633620689653,14842.366422550296,14842.366422550296,0.0,0.0,2022-03-08,2022-03-08,2022-03
2022-03-08 02:35:00+00:00,SOLUSDT,8.0,5.450861224489797,14842.366422550296,809.0367961234875,0.05450861224489797,15651.403218673784,15651.403218673784,0.0,0.0,2022-03-08,2022-03-08,2022-03
2022-03-12 09:25:00+00:00,XRPUSDT,8.0,0.6927465875370907,15651.403218673784,108.42456169903302,0.0069274658753709075,15759.827780372818,15759.827780372818,0.0,0.0,2022-03-12,2022-03-08,2022-03
2022-03-14 17:25:00+00:00,SOLUSDT,8.0,0.6792947368421065,15759.827780372818,107.05568064745273,0.006792947368421065,15866.88346102027,15866.88346102027,0.0,0.0,2022-03-14,2022-03-08,2022-03
2022-03-14 22:45:00+00:00,BTCUSDT,8.0,7.953403703703704,15866.88346102027,1261.9572968511366,0.07953403703703704,17128.840757871407,17128.840757871407,0.0,0.0,2022-03-14,2022-03-08,2022-03
2022-03-17 04:50:00+00:00,LINKUSDT,8.0,0.6627237288135619,17128.840757871407,113.51689217310256,0.006627237288135619,17242.35765004451,17242.35765004451,0.0,0.0,2022-03-17,2022-03-15,2022-03
2022-03-18 00:00:00+00:00,SOLUSDT,8.0,5.275400000001394,17242.35765004451,909.6033354706883,0.052754000000013936,18151.960985515198,18151.960985515198,0.0,0.0,2022-03-18,2022-03-15,2022-03
2022-03-19 20:00:00+00:00,LINKUSDT,8.0,7.846639999999997,18151.960985515198,1424.3190314738292,0.07846639999999998,19576.280016989025,19576.280016989025,0.0,0.0,2022-03-19,2022-03-15,2022-03
2022-03-22 10:10:00+00:00,XRPUSDT,8.0,0.6741848484848463,19576.280016989025,131.9803137715067,0.0067418484848484625,19708.26033076053,19708.26033076053,0.0,0.0,2022-03-22,2022-03-22,2022-03
2022-03-22 16:00:00+00:00,LINKUSDT,8.0,7.472233333333353,19708.26033076053,1472.6471978552026,0.07472233333333353,21180.907528615735,21180.907528615735,0.0,0.0,2022-03-22,2022-03-22,2022-03
2022-03-22 17:00:00+00:00,BTCUSDT,8.0,0.6761592640532557,21180.907528615735,143.2166684652888,0.006761592640532557,21324.124197081022,21324.124197081022,0.0,0.0,2022-03-22,2022-03-22,2022-03
2022-03-24 16:20:00+00:00,SOLUSDT,8.0,-1.0170607954545456,21324.124197081022,-216.87930718254748,-0.010170607954545456,21107.244889898477,21324.124197081022,216.87930718254574,-0.010170607954545385,2022-03-24,2022-03-22,2022-03
2022-03-24 21:35:00+00:00,BTCUSDT,8.0,0.4324298174442348,21107.244889898477,91.27402054489556,0.0043242981744423484,21198.518910443374,21324.124197081022,125.60528663764853,-0.005890290521513797,2022-03-24,2022-03-22,2022-03
2022-03-25 00:05:00+00:00,LINKUSDT,8.0,5.385958139534882,21198.518910443374,1141.7433547178662,0.05385958139534883,22340.26226516124,22340.26226516124,0.0,0.0,2022-03-25,2022-03-22,2022-03
2022-03-27 15:25:00+00:00,BTCUSDT,8.0,-1.0451362529590806,22340.26226516124,-233.48617993933763,-0.010451362529590807,22106.776085221903,22340.26226516124,233.48617993933658,-0.01045136252959078,2022-03-27,2022-03-22,2022-03
2022-03-27 20:15:00+00:00,BTCUSDT,8.0,0.5434129220022886,22106.776085221903,120.1310778852075,0.005434129220022886,22226.90716310711,22340.26226516124,113.35510205413084,-0.005074027364079026,2022-03-27,2022-03-22,2022-03
2022-03-28 04:40:00+00:00,LINKUSDT,8.0,0.5900826086956507,22226.90716310711,131.15711362042288,0.005900826086956507,22358.06427672753,22358.06427672753,0.0,0.0,2022-03-28,2022-03-22,2022-03
2022-03-28 04:40:00+00:00,SOLUSDT,8.0,0.6358359999999886,22358.06427672753,142.16062157457074,0.006358359999999887,22500.2248983021,22500.2248983021,0.0,0.0,2022-03-28,2022-03-22,2022-03
2022-03-28 09:30:00+00:00,XRPUSDT,8.0,0.5864434782608776,22500.2248983021,131.95110151012287,0.005864434782608776,22632.175999812225,22632.175999812225,0.0,0.0,2022-03-28,2022-03-22,2022-03
2022-03-28 12:05:00+00:00,LINKUSDT,8.0,-1.057414606741574,22632.175999812225,-239.3159348454753,-0.01057414606741574,22392.86006496675,22632.175999812225,239.31593484547557,-0.010574146067415802,2022-03-28,2022-03-22,2022-03
2022-03-29 01:45:00+00:00,LINKUSDT,8.0,0.6813563636363635,22392.86006496675,152.57517705283686,0.0068135636363636344,22545.435242019586,22632.175999812225,86.74075779263876,-0.0038326300481826836,2022-03-29,2022-03-29,2022-03
2022-03-29 16:00:00+00:00,SOLUSDT,8.0,7.890296774193549,22545.435242019586,1778.901749628967,0.07890296774193549,24324.336991648554,24324.336991648554,0.0,0.0,2022-03-29,2022-03-29,2022-03
2022-03-30 05:25:00+00:00,SOLUSDT,8.0,0.6805835227272704,24324.336991648554,165.54742957781428,0.006805835227272705,24489.88442122637,24489.88442122637,0.0,0.0,2022-03-30,2022-03-29,2022-03
2022-03-30 13:30:00+00:00,ETHUSDT,8.0,0.6533854993159948,24489.88442122637,160.01335360753993,0.006533854993159948,24649.89777483391,24649.89777483391,0.0,0.0,2022-03-30,2022-03-29,2022-03
2022-03-30 20:30:00+00:00,SOLUSDT,8.0,0.6862649253731327,24649.89777483391,169.1636025690174,0.006862649253731326,24819.061377402926,24819.061377402926,0.0,0.0,2022-03-30,2022-03-29,2022-03
2022-04-01 02:55:00+00:00,LINKUSDT,8.0,7.973744117647059,24819.061377402926,1979.008446635879,0.0797374411764706,26798.069824038805,26798.069824038805,0.0,0.0,2022-04-01,2022-03-29,2022-04
2022-04-01 12:20:00+00:00,BTCUSDT,8.0,0.6646805650911035,26798.069824038805,178.12156193992962,0.0066468056509110356,26976.191385978735,26976.191385978735,0.0,0.0,2022-04-01,2022-03-29,2022-04
2022-04-03 16:20:00+00:00,XRPUSDT,8.0,0.6937690537084397,26976.191385978735,187.15246770508227,0.006937690537084397,27163.34385368382,27163.34385368382,0.0,0.0,2022-04-03,2022-03-29,2022-04
2022-04-06 13:40:00+00:00,LINKUSDT,8.0,-1.013003174603175,27163.34385368382,-275.16553556619345,-0.010130031746031748,26888.178318117625,27163.34385368382,275.1655355661933,-0.010130031746031776,2022-04-06,2022-04-05,2022-04
2022-04-06 16:00:00+00:00,BTCUSDT,8.0,-1.0296836351590104,26888.178318117625,-276.86317193403045,-0.010296836351590104,26611.315146183595,27163.34385368382,552.0287075002234,-0.020322560818496482,2022-04-06,2022-04-05,2022-04
2022-04-06 16:00:00+00:00,ETHUSDT,8.0,-1.0220104596935375,26611.315146183595,-271.97042425600694,-0.010220104596935375,26339.344721927588,27163.34385368382,823.9991317562308,-0.03033496671818936,2022-04-06,2022-04-05,2022-04
2022-04-07 05:30:00+00:00,SOLUSDT,8.0,0.6596928571428641,26339.344721927588,173.75877574879226,0.006596928571428641,26513.10349767638,27163.34385368382,650.2403560074381,-0.023938155755417245,2022-04-07,2022-04-05,2022-04
2022-04-07 21:00:00+00:00,ETHUSDT,8.0,0.6763109629629607,26513.10349767638,179.31102557650155,0.006763109629629607,26692.414523252883,27163.34385368382,470.9293304309358,-0.017336942497492625,2022-04-07,2022-04-05,2022-04
2022-04-08 16:00:00+00:00,LINKUSDT,8.0,7.850454838709672,26692.414523252883,2095.475947509149,0.07850454838709672,28787.89047076203,28787.89047076203,0.0,0.0,2022-04-08,2022-04-05,2022-04
2022-04-08 16:10:00+00:00,XRPUSDT,8.0,0.5845749999999779,28787.89047076203,168.28681071945078,0.005845749999999779,28956.177281481483,28956.177281481483,0.0,0.0,2022-04-08,2022-04-05,2022-04
2022-04-09 00:00:00+00:00,LINKUSDT,8.0,-1.020910407239819,28956.177281481483,-295.61662740545654,-0.01020910407239819,28660.560654076027,28956.177281481483,295.6166274054558,-0.010209104072398167,2022-04-09,2022-04-05,2022-04
2022-04-09 13:00:00+00:00,SOLUSDT,8.0,0.6817977900552509,28660.560654076027,195.4070691569351,0.006817977900552509,28855.967723232963,28956.177281481483,100.2095582485199,-0.003460731617795698,2022-04-09,2022-04-05,2022-04
2022-04-10 12:00:00+00:00,XRPUSDT,8.0,-1.07611,28855.967723232963,-310.5219542664822,-0.0107611,28545.44576896648,28956.177281481483,410.73151251500167,-0.014184590338783387,2022-04-10,2022-04-05,2022-04
2022-04-11 04:00:00+00:00,XRPUSDT,8.0,-1.1190210526315785,28545.44576896648,-319.4295477222651,-0.011190210526315785,28226.016221244216,28956.177281481483,730.1610602372675,-0.025216072312978732,2022-04-11,2022-04-05,2022-04
2022-04-11 08:35:00+00:00,ETHUSDT,8.0,-1.0418699208443276,28226.016221244216,-294.07837286178415,-0.010418699208443275,27931.937848382433,28956.177281481483,1024.23943309905,-0.03537205284877465,2022-04-11,2022-04-05,2022-04
2022-04-11 08:35:00+00:00,LINKUSDT,8.0,-1.03488671875,27931.937848382433,-289.06391508241427,-0.0103488671875,27642.87393330002,28956.177281481483,1313.3033481814637,-0.04535485935919337,2022-04-11,2022-04-05,2022-04
2022-04-11 09:35:00+00:00,BTCUSDT,8.0,-1.041819682434667,27642.87393330002,-287.9889014277216,-0.01041819682434667,27354.885031872298,28956.177281481483,1601.292249609185,-0.055300540331795434,2022-04-11,2022-04-05,2022-04
2022-04-11 16:00:00+00:00,ETHUSDT,8.0,-1.0377226804123711,27354.885031872298,-283.8678461764677,-0.010377226804123712,27071.01718569583,28956.177281481483,1885.1600957856535,-0.06510390088650553,2022-04-11,2022-04-05,2022-04
2022-04-11 16:00:00+00:00,SOLUSDT,8.0,-1.048721875,27071.01718569583,-283.89967901140153,-0.01048721875,26787.11750668443,28956.177281481483,2169.0597747970533,-0.07490836078643037,2022-04-11,2022-04-05,2022-04
2022-04-13 11:55:00+00:00,SOLUSDT,8.0,0.6561043478260951,26787.11750668443,175.75144261864165,0.006561043478260952,26962.868949303072,28956.177281481483,1993.3083321784106,-0.06883879432017437,2022-04-13,2022-04-12,2022-04
2022-04-13 16:00:00+00:00,ETHUSDT,8.0,7.899448943270298,26962.868949303072,2129.9180662910767,0.07899448943270297,29092.78701559415,29092.78701559415,0.0,0.0,2022-04-13,2022-04-12,2022-04
2022-04-13 16:00:00+00:00,SOLUSDT,8.0,7.663300000000013,29092.78701559415,2229.46754736603,0.07663300000000012,31322.25456296018,31322.25456296018,0.0,0.0,2022-04-13,2022-04-12,2022-04
2022-04-14 15:35:00+00:00,LINKUSDT,8.0,-1.0111229551451189,31322.25456296018,-316.7065059550798,-0.010111229551451188,31005.5480570051,31322.25456296018,316.7065059550805,-0.010111229551451162,2022-04-14,2022-04-12,2022-04
2022-04-14 20:00:00+00:00,BTCUSDT,8.0,-1.3404250000000282,31005.5480570051,-415.6061175431194,-0.013404250000000284,30589.94193946198,31322.25456296018,732.312623498201,-0.023379946102736526,2022-04-14,2022-04-12,2022-04
2022-04-14 20:00:00+00:00,ETHUSDT,8.0,-1.1864855670103127,30589.94193946198,-362.94524606855094,-0.011864855670103128,30226.99669339343,31322.25456296018,1095.2578695667507,-0.03496740208675586,2022-04-14,2022-04-12,2022-04
