n_trades,win_pct,avg_r,median_r,total_r,best_r,worst_r,maxDD_r,mcl,baseline_total_r,saved_r,sl_hits,be_hits,tp_hits
3188,25.22,0.3665,-1.0119,1168.43,19.49,-1.76,87.83,53,1255.43,-87.0,2384,59,745
