symbol,n_trades,n_chunks_with_trades,baseline_total_r,managed_total_r,baseline_delta_r,win_pct,max_dd_r,avg_hold_h
BTCUSDT,336,49,285.4400245640358,192.94002456403604,-92.49999999999977,49.702380952380956,20.393467664889293,5.948164682539683
ETHUSDT,333,50,318.0907464676327,192.5907464676328,-125.49999999999989,45.645645645645644,25.408248182217267,4.113113113113113
XRPUSDT,244,44,246.39859054371655,205.89859054371652,-40.50000000000003,53.68852459016394,8.032401825948918,17.33435792349727
SOLUSDT,357,49,163.24352538036243,231.74352538036246,68.50000000000003,51.540616246498594,10.727742349777174,7.404528478057889
LINKUSDT,317,45,168.94557048281973,182.94557048281976,14.000000000000028,48.580441640378545,11.942505081184379,13.368559411146162
