date,balance,daily_pnl
2022-01-04,10000.0,0.0
2022-01-05,10840.23,840.23
2022-01-19,10783.06,-57.17
2022-01-21,13062.34,2279.28
2022-01-22,13284.83,222.49
2022-01-27,12916.49,-368.34
2022-01-31,12848.59,-67.9
2022-02-03,13377.71,529.12
2022-02-06,13191.38,-186.33
2022-02-09,13008.4,-182.98
2022-02-11,13544.49,536.09
2022-02-16,13476.39,-68.1
2022-02-21,14031.63,555.24
2022-02-23,13958.07,-73.56
2022-02-28,13573.3,-384.77
2022-03-01,13505.31,-67.99
2022-03-04,14062.22,556.91
2022-03-08,13416.34,-645.88
2022-03-09,13349.03,-67.31
2022-03-11,13163.2,-185.83
2022-03-15,12979.36,-183.84
2022-03-16,12617.5,-361.86
2022-03-21,12554.13,-63.37
2022-03-22,12379.44,-174.69
2022-03-28,12081.74,-297.7
2022-03-30,12021.08,-60.66
2022-03-31,11793.52,-227.56
2022-04-01,11046.61,-746.91
2022-04-02,10882.72,-163.89
2022-04-06,10820.22,-62.5
2022-04-07,10763.33,-56.89
2022-04-10,10699.97,-63.36
2022-04-11,10529.21,-170.76
2022-04-12,10327.22,-201.99
2022-04-13,10035.17,-292.05
2022-04-18,10804.91,769.74
2022-04-20,10653.29,-151.62
2022-04-24,11091.08,437.79
2022-04-25,12499.39,1408.31
2022-04-27,11934.14,-565.25
2022-04-28,11870.48,-63.66
2022-04-29,12638.78,768.3
2022-04-30,12575.18,-63.6
2022-05-01,12442.74,-132.44
2022-05-05,12890.15,447.41
2022-05-06,13400.33,510.18
2022-05-09,15185.27,1784.94
2022-05-10,15105.7,-79.57
2022-05-11,16384.29,1278.59
2022-05-12,17015.89,631.6
2022-05-21,16452.68,-563.21
2022-05-22,16216.86,-235.82
2022-05-23,15991.42,-225.44
2022-05-26,18957.18,2965.76
2022-06-02,19739.18,782.0
2022-06-05,19464.0,-275.18
2022-06-06,19366.3,-97.7
2022-06-07,19097.44,-268.86
2022-06-12,19884.85,787.41
2022-06-13,20275.6,390.75
2022-06-14,20000.12,-275.48
2022-06-15,19259.08,-741.04
2022-06-20,19162.62,-96.46
2022-06-22,19066.15,-96.47
2022-06-28,18801.27,-264.88
2022-06-30,19576.58,775.31
2022-07-04,19303.73,-272.85
2022-07-05,18938.01,-365.72
2022-07-12,19617.74,679.73
2022-07-13,19075.35,-542.39
2022-07-14,18714.08,-361.27
2022-07-16,18453.6,-260.48
2022-07-18,18360.99,-92.61
2022-07-28,18264.5,-96.49
2022-08-03,18010.15,-254.35
2022-08-07,18557.53,547.38
2022-08-08,18464.17,-93.36
2022-08-10,19228.59,764.42
2022-08-11,18960.9,-267.69
