stream,sym,exit_ts_utc,managed_r,cum_r
S1,TAOUSDT,2024-05-05T01:25:00+00:00,-1.007166,-1.0072
S1,TAOUSDT,2024-05-21T01:25:00+00:00,-1.008342,-2.0155
S1,TAOUSDT,2024-05-31T16:05:00+00:00,-1.008946,-3.0245
S1,TAOUSDT,2024-06-12T18:35:00+00:00,-1.006514,-4.031
S1,TAOUSDT,2024-06-12T19:50:00+00:00,-1.006786,-5.0378
S1,TAOUSDT,2024-07-03T02:30:00+00:00,-1.006247,-6.044
S1,TAOUSDT,2024-07-04T08:05:00+00:00,-1.005626,-7.0496
S1,TAOUSDT,2024-07-16T05:50:00+00:00,-1.008062,-8.0577
S1,TAOUSDT,2024-07-27T02:45:00+00:00,-1.006545,-9.0642
S1,TAOUSDT,2024-08-05T00:55:00+00:00,-1.005489,-10.0697
S1,TAOUSDT,2024-08-09T00:55:00+00:00,-1.005507,-11.0752
S1,TAOUSDT,2024-08-18T21:15:00+00:00,-1.009397,-12.0846
S1,TAOUSDT,2024-08-20T15:00:00+00:00,-1.008844,-13.0935
S1,TAOUSDT,2024-08-24T21:05:00+00:00,-1.007833,-14.1013
S1,TAOUSDT,2024-09-16T13:20:00+00:00,-1.00828,-15.1096
S1,TAOUSDT,2024-09-20T14:15:00+00:00,-1.005687,-16.1153
S1,TAOUSDT,2024-09-21T13:55:00+00:00,11.997214,-4.1181
S1,TAOUSDT,2024-09-21T16:45:00+00:00,11.992871,7.8748
S1,TAOUSDT,2024-09-23T12:10:00+00:00,-1.004984,6.8698
S1,TAOUSDT,2024-10-01T13:40:00+00:00,-1.006299,5.8635
S1,TAOUSDT,2024-10-07T04:10:00+00:00,-1.006006,4.8575
S1,TAOUSDT,2024-10-07T22:55:00+00:00,-1.006937,3.8506
S1,TAOUSDT,2024-11-20T01:25:00+00:00,-1.007458,2.8431
S1,TAOUSDT,2024-12-04T16:50:00+00:00,-1.00584,1.8373
S1,TAOUSDT,2025-01-02T06:20:00+00:00,-1.00859,0.8287
S1,TAOUSDT,2025-01-07T04:20:00+00:00,-1.008618,-0.1799
S1,TAOUSDT,2025-01-08T01:50:00+00:00,-1.009353,-1.1893
S1,TAOUSDT,2025-01-08T06:40:00+00:00,-1.011068,-2.2003
S1,TAOUSDT,2025-01-27T02:15:00+00:00,-1.008768,-3.2091
S1,TAOUSDT,2025-02-11T13:45:00+00:00,-1.006293,-4.2154
S1,TAOUSDT,2025-02-22T07:50:00+00:00,-1.006215,-5.2216
S1,TAOUSDT,2025-03-20T21:10:00+00:00,-1.008227,-6.2298
S1,TAOUSDT,2025-03-25T03:35:00+00:00,-1.010628,-7.2405
S1,TAOUSDT,2025-03-25T04:30:00+00:00,-1.011678,-8.2521
S1,TAOUSDT,2025-04-28T15:10:00+00:00,-1.008302,-9.2605
S1,TAOUSDT,2025-05-09T06:50:00+00:00,11.992397,2.7319
S1,TAOUSDT,2025-05-09T07:05:00+00:00,11.992411,14.7244
S1,ONDOUSDT,2025-05-18T20:00:00+00:00,-1.011305,13.7131
S1,ONDOUSDT,2025-06-10T06:00:00+00:00,-1.015379,12.6977
S1,ONDOUSDT,2025-06-10T14:40:00+00:00,-1.013467,11.6842
S1,TAOUSDT,2025-06-11T11:40:00+00:00,-1.010115,10.6741
S1,ONDOUSDT,2025-06-12T03:20:00+00:00,-1.015533,9.6586
S1,TAOUSDT,2025-06-17T15:10:00+00:00,-1.007553,8.651
S1,TAOUSDT,2025-06-22T10:45:00+00:00,-1.007936,7.6431
S1,TAOUSDT,2025-06-25T05:20:00+00:00,-1.006275,6.6368
S1,ONDOUSDT,2025-07-03T15:55:00+00:00,-1.013405,5.6234
S1,TAOUSDT,2025-07-04T07:10:00+00:00,-1.012555,4.6108
S1,ONDOUSDT,2025-07-12T15:35:00+00:00,-1.013436,3.5974
S1,TAOUSDT,2025-07-14T04:25:00+00:00,11.98506,15.5825
S1,TAOUSDT,2025-07-14T14:30:00+00:00,-1.008919,14.5735
S1,TAOUSDT,2025-07-15T13:15:00+00:00,11.986442,26.56
S1,ONDOUSDT,2025-07-17T20:05:00+00:00,-1.007959,25.552
S1,ONDOUSDT,2025-07-18T05:10:00+00:00,11.985797,37.5378
S1,TAOUSDT,2025-07-22T01:45:00+00:00,11.98706,49.5249
S1,TAOUSDT,2025-07-30T11:25:00+00:00,-1.010988,48.5139
S1,TAOUSDT,2025-07-30T19:05:00+00:00,-1.012039,47.5019
