date,balance,daily_pnl
2024-04-16,10000.0,0.0
2024-04-20,9459.75,-540.25
2024-04-22,9407.37,-52.38
2024-04-25,9227.2,-180.17
2024-04-29,9606.96,379.76
2024-04-30,9848.05,241.09
2024-05-05,9798.65,-49.4
2024-05-07,9662.6,-136.05
2024-05-08,10464.85,802.25
2024-05-17,10319.56,-145.29
2024-05-20,10175.53,-144.03
2024-05-21,9929.51,-246.02
2024-05-23,9791.78,-137.73
2024-05-28,9632.3,-159.48
2024-05-30,9794.99,162.69
2024-05-31,9743.85,-51.14
2024-06-04,9407.05,-336.8
2024-06-07,13034.37,3627.32
2024-06-12,12723.99,-310.38
2024-06-14,13251.31,527.32
2024-06-17,12882.65,-368.66
2024-07-01,12702.54,-180.11
2024-07-03,12638.87,-63.67
2024-07-04,12370.21,-268.66
2024-07-08,12176.22,-193.99
2024-07-09,11937.91,-238.31
2024-07-15,11771.41,-166.5
2024-07-16,11549.21,-222.2
2024-07-17,11388.76,-160.45
2024-07-22,11230.22,-158.54
2024-07-23,11357.49,127.27
2024-07-27,11300.55,-56.94
2024-07-31,11765.59,465.04
2024-08-03,12250.48,484.89
2024-08-04,12186.22,-64.26
2024-08-05,12060.98,-125.24
2024-08-09,12000.57,-60.41
2024-08-12,11493.18,-507.39
2024-08-15,10985.64,-507.54
2024-08-18,10930.41,-55.23
2024-08-19,10777.93,-152.48
2024-08-20,10571.34,-206.59
2024-08-21,10424.02,-147.32
2024-08-24,10371.69,-52.33
2024-08-27,10799.23,427.54
2024-08-28,11654.41,855.18
2024-08-29,11465.26,-189.15
2024-08-30,12960.98,1495.72
2024-09-01,13406.39,445.41
2024-09-02,12629.73,-776.66
2024-09-06,12967.31,337.58
2024-09-07,12791.73,-175.58
2024-09-16,12660.27,-131.46
2024-09-18,12484.44,-175.83
2024-09-20,12421.9,-62.54
2024-09-21,13729.43,1307.53
2024-09-23,13660.7,-68.73
2024-10-01,14155.5,494.8
2024-10-02,13966.85,-188.65
2024-10-07,13826.81,-140.04
2024-10-14,13634.42,-192.39
2024-10-15,15118.26,1483.84
2024-10-18,14908.28,-209.98
2024-10-20,14408.92,-499.36
2024-10-25,15366.4,957.48
2024-10-26,14855.02,-511.38
2024-10-28,14648.03,-206.99
2024-10-29,14440.93,-207.1
2024-10-30,15035.86,594.93
2024-10-31,15630.81,594.95
2024-11-01,16225.84,595.03
2024-11-02,16894.1,668.26
2024-11-06,16805.3,-88.8
2024-11-11,16572.16,-233.14
2024-11-20,16487.83,-84.33
2024-11-21,16258.88,-228.95
2024-11-25,16033.26,-225.62
2024-12-02,15949.19,-84.07
2024-12-04,15869.28,-79.91
2024-12-05,15649.13,-220.15
2024-12-09,16076.26,427.13
2024-12-10,15992.13,-84.13
2024-12-14,15311.13,-681.0
2024-12-16,14596.81,-714.32
2024-12-17,15218.55,621.74
2024-12-18,15006.49,-212.06
2024-12-19,16623.65,1617.16
2024-12-20,16536.59,-87.06
2024-12-30,16305.8,-230.79
2025-01-01,16078.6,-227.2
2025-01-02,15997.82,-80.78
2025-01-03,15913.71,-84.11
2025-01-04,15692.35,-221.36
2025-01-07,15612.4,-79.95
2025-01-08,15450.59,-161.81
2025-01-13,16452.04,1001.45
2025-01-17,15997.37,-454.67
2025-01-18,15691.06,-306.31
2025-01-19,15865.8,174.74
2025-01-20,15422.17,-443.63
2025-01-27,15980.37,558.2
2025-02-02,18856.42,2876.05
2025-02-08,17220.89,-1635.53
2025-02-11,17134.57,-86.32
2025-02-12,17844.47,709.9
2025-02-16,18550.95,706.48
2025-02-17,18292.8,-258.15
2025-02-18,17783.91,-508.89
2025-02-19,17690.53,-93.38
2025-02-22,17601.87,-88.66
2025-02-25,18331.36,729.49
2025-02-26,19057.44,726.08
2025-03-03,23168.09,4110.65
2025-03-04,23954.01,785.92
2025-03-07,23828.38,-125.63
2025-03-09,24811.14,982.76
2025-03-10,24467.31,-343.83
2025-03-11,23788.51,-678.8
2025-03-20,23669.04,-119.47
2025-03-23,23337.46,-331.58
2025-03-24,23005.98,-331.48
2025-03-25,22774.24,-231.74
2025-03-27,22456.65,-317.59
2025-03-28,23381.26,924.61
2025-03-29,23258.33,-122.93
2025-04-02,22934.33,-324.0
2025-04-03,22497.17,-437.16
2025-04-04,21727.53,-769.64
2025-04-11,21425.88,-301.65
2025-04-14,21127.79,-298.09
2025-04-16,21385.4,257.61
2025-04-17,21091.89,-293.51
2025-04-21,20841.06,-250.83
2025-04-25,20551.46,-289.6
2025-04-26,20265.98,-285.48
2025-04-28,19883.97,-382.01
2025-05-05,19281.18,-602.79
2025-05-06,18955.8,-325.38
2025-05-07,18686.87,-268.93
2025-05-09,21206.67,2519.8
2025-05-12,20911.53,-295.14
2025-05-13,20620.78,-290.75
2025-05-16,21471.1,850.32
2025-05-18,20072.06,-1399.04
