symbol,rsi_period,rsi_l,rsi_h,sl_n,tp_r,mfe1,lock1,mfe2,lock2,n_trades,baseline_total_r,managed_total_r,delta_m_minus_b,win_pct,max_dd_r,avg_hold_h
XRPUSDT_PER_PAXGUSDT,28,40,70,4,5.0,1.5,1.0,5.0,4.0,62,-30.496674354934164,-24.49667435493416,6.0000000000000036,30.64516129032258,23.945798797865915,5.866935483870967
XRPUSDT_PER_PAXGUSDT,28,40,70,4,8.0,1.5,1.0,5.0,4.0,62,-21.496674354934164,-25.49667435493416,-3.9999999999999964,30.64516129032258,24.489439201297287,5.866935483870967
