symbol,strategy_id,tp_r,entry_ts_utc,exit_ts_utc,side,entry_price,stop_init,risk,tp_price,fee_bps,baseline_r,managed_r,managed_reason,hold_5m_bars,bb_period,bb_std,atr_mult,bb_upper,bb_lower,bb_mid,bb_width,atr,atr_ratio,er,structure,vol,regime,entry_idx_4h
XRPUSDT,bb_balanced,1.5,2022-01-14 12:00:00+00:00,2022-01-14 15:15:00+00:00,1,0.7569,0.7438647662083441,0.013035233791655942,0.7764528506874839,3.0,1.48258029,1.48258029,TP,40,20,2.0,1.5,0.785759,0.758191,0.771975,3.57107,0.00869,1.0346,0.2452,BALANCED,NORMAL,BALANCED_NORMAL,324
XRPUSDT,bb_balanced,1.5,2022-01-15 15:00:00+00:00,2022-01-17 03:55:00+00:00,-1,0.7816,0.7920985802131782,0.010498580213178288,0.7658521296802325,3.0,1.47766555,1.47766555,TP,444,20,2.0,1.5,0.781573,0.769357,0.775465,1.575259,0.006999,0.8682,0.2394,BALANCED,NORMAL,BALANCED_NORMAL,351
XRPUSDT,bb_balanced,1.5,2022-01-17 04:00:00+00:00,2022-01-17 05:00:00+00:00,1,0.7668,0.7586093133462247,0.008190686653775314,0.779086029980663,3.0,-1.02808556,-1.02808556,SL,13,20,2.0,1.5,0.782924,0.770926,0.776925,1.544282,0.00546,0.9098,0.2757,BALANCED,NORMAL,BALANCED_NORMAL,388
XRPUSDT,bb_balanced,1.5,2022-01-18 09:00:00+00:00,2022-01-19 07:05:00+00:00,1,0.7434,0.732319500949083,0.011080499050916903,0.7600207485763752,3.0,-1.02012725,-1.02012725,SL,266,20,2.0,1.5,0.768868,0.748112,0.75849,2.736397,0.007387,1.2599,0.2106,BALANCED,NORMAL,BALANCED_NORMAL,417
XRPUSDT,bb_balanced,1.5,2022-01-19 08:00:00+00:00,2022-01-19 14:45:00+00:00,1,0.7283,0.7173303510030559,0.010969648996944081,0.7447544734954161,3.0,1.48008232,1.48008232,TP,82,20,2.0,1.5,0.756943,0.733757,0.74535,3.11085,0.007313,1.092,0.2698,BALANCED,NORMAL,BALANCED_NORMAL,440
XRPUSDT,bb_balanced,1.5,2022-01-20 07:00:00+00:00,2022-01-20 14:55:00+00:00,-1,0.7473,0.7557769860436084,0.00847698604360847,0.7345845209345873,3.0,-1.0264469,-1.0264469,SL,96,20,2.0,1.5,0.746461,0.735179,0.74082,1.522848,0.005651,0.8059,0.3307,BALANCED,NORMAL,BALANCED_NORMAL,463
XRPUSDT,bb_balanced,1.5,2022-01-20 14:00:00+00:00,2022-01-20 14:55:00+00:00,-1,0.7485,0.7561305668077984,0.007630566807798389,0.7370541497883025,3.0,-1.0294277,-1.0294277,SL,12,20,2.0,1.5,0.747788,0.736612,0.7422,1.505848,0.005087,0.757,0.2057,BALANCED,NORMAL,BALANCED_NORMAL,470
XRPUSDT,bb_balanced,1.5,2022-01-21 00:00:00+00:00,2022-01-21 01:40:00+00:00,1,0.7193,0.7072102639133335,0.012089736086666525,0.7374346041299998,3.0,-1.01784902,-1.01784902,SL,21,20,2.0,1.5,0.765403,0.726327,0.745865,5.23907,0.00806,1.2492,0.2922,BALANCED,NORMAL,BALANCED_NORMAL,480
XRPUSDT,bb_balanced,1.5,2022-01-24 10:00:00+00:00,2022-01-24 10:50:00+00:00,1,0.5812,0.5624377184815178,0.01876228151848225,0.6093434222777234,3.0,-1.00929311,-1.00929311,SL,11,20,2.0,1.5,0.623514,0.586336,0.604925,6.145891,0.012508,0.7578,0.3164,BALANCED,NORMAL,BALANCED_NORMAL,562
XRPUSDT,bb_balanced,1.5,2022-01-25 19:00:00+00:00,2022-01-26 10:55:00+00:00,-1,0.6166,0.6332448582374474,0.016644858237447324,0.591632712643829,3.0,-1.01111334,-1.01111334,SL,192,20,2.0,1.5,0.613994,0.587866,0.60093,4.347778,0.011097,0.847,0.0948,BALANCED,NORMAL,BALANCED_NORMAL,595
XRPUSDT,bb_balanced,1.5,2022-01-26 22:00:00+00:00,2022-01-31 00:45:00+00:00,1,0.6064,0.5871585528486413,0.01924144715135878,0.6352621707270383,3.0,-1.00945459,-1.00945459,SL,1186,20,2.0,1.5,0.642856,0.611294,0.627075,5.033367,0.012828,1.1404,0.051,BALANCED,NORMAL,BALANCED_NORMAL,622
XRPUSDT,bb_balanced,1.5,2022-01-29 01:00:00+00:00,2022-01-29 20:30:00+00:00,-1,0.6127,0.6238640488106695,0.011164048810669458,0.5959539267839958,3.0,-1.01646446,-1.01646446,SL,235,20,2.0,1.5,0.61248,0.5925,0.60249,3.316163,0.007443,0.7726,0.1372,BALANCED,NORMAL,BALANCED_NORMAL,673
XRPUSDT,bb_balanced,1.5,2022-01-30 17:00:00+00:00,2022-01-30 19:05:00+00:00,1,0.6102,0.6020767283212911,0.008123271678708854,0.6223849075180632,3.0,-1.02253526,-1.02253526,SL,26,20,2.0,1.5,0.622229,0.611081,0.616655,1.807947,0.005416,0.8576,0.2047,BALANCED,NORMAL,BALANCED_NORMAL,713
XRPUSDT,bb_balanced,1.5,2022-01-31 17:00:00+00:00,2022-01-31 23:30:00+00:00,-1,0.6052,0.615341983724848,0.010141983724848092,0.5899870244127279,3.0,-1.01790182,-1.01790182,SL,79,20,2.0,1.5,0.603902,0.577698,0.5908,4.435363,0.006761,1.1368,0.0309,BALANCED,NORMAL,BALANCED_NORMAL,737
XRPUSDT,bb_balanced,1.5,2022-02-02 13:00:00+00:00,2022-02-02 14:35:00+00:00,-1,0.63,0.637211958750415,0.007211958750415026,0.6191820618743775,3.0,1.47379353,1.47379353,TP,20,20,2.0,1.5,0.629429,0.621021,0.625225,1.344715,0.004808,0.7732,0.096,BALANCED,NORMAL,BALANCED_NORMAL,781
XRPUSDT,bb_balanced,1.5,2022-02-02 16:00:00+00:00,2022-02-02 16:15:00+00:00,1,0.6103,0.601500665679788,0.00879933432021196,0.6234990014803179,3.0,-1.02080726,-1.02080726,SL,4,20,2.0,1.5,0.63351,0.61523,0.62437,2.927625,0.005866,0.9504,0.2403,BALANCED,NORMAL,BALANCED_NORMAL,784
XRPUSDT,bb_balanced,1.5,2022-02-04 00:00:00+00:00,2022-02-04 06:30:00+00:00,-1,0.6096,0.6190125087301112,0.009412508730111124,0.5954812369048333,3.0,-1.01942946,-1.01942946,SL,79,20,2.0,1.5,0.608899,0.592541,0.60072,2.723032,0.006275,1.0496,0.167,BALANCED,NORMAL,BALANCED_NORMAL,816
XRPUSDT,bb_balanced,1.5,2022-02-06 22:00:00+00:00,2022-02-06 23:40:00+00:00,-1,0.6741,0.684025771615202,0.009925771615201917,0.6592113425771972,3.0,-1.02037423,-1.02037423,SL,21,20,2.0,1.5,0.673766,0.664034,0.6689,1.454989,0.006617,0.8686,0.0179,BALANCED,NORMAL,BALANCED_NORMAL,886
XRPUSDT,bb_balanced,1.5,2022-02-10 21:00:00+00:00,2022-02-11 00:00:00+00:00,1,0.8436,0.8173006834350721,0.0262993165649279,0.8830489748473919,3.0,-1.00962306,-1.00962306,SL,37,20,2.0,1.5,0.890741,0.844519,0.86763,5.327297,0.017533,0.8135,0.2182,BALANCED,NORMAL,BALANCED_NORMAL,981
XRPUSDT,bb_balanced,1.5,2022-02-12 16:00:00+00:00,2022-02-12 16:30:00+00:00,-1,0.802,0.825762796952858,0.02376279695285799,0.7663558045707131,3.0,-1.01012507,-1.01012507,SL,7,20,2.0,1.5,0.790002,0.752058,0.77103,4.921179,0.015842,0.9695,0.0821,BALANCED,NORMAL,BALANCED_NORMAL,1024
XRPUSDT,bb_balanced,1.5,2022-02-13 17:00:00+00:00,2022-02-14 01:30:00+00:00,1,0.8094,0.7872970129569604,0.02210298704303959,0.8425544805645594,3.0,-1.01098585,-1.01098585,SL,103,20,2.0,1.5,0.839946,0.811814,0.82588,3.406186,0.014735,0.9177,0.228,BALANCED,NORMAL,BALANCED_NORMAL,1049
XRPUSDT,bb_balanced,1.5,2022-02-15 03:00:00+00:00,2022-02-15 23:35:00+00:00,-1,0.8239,0.8436856071160392,0.019785607116039272,0.794221589325941,3.0,-1.01249241,-1.01249241,SL,248,20,2.0,1.5,0.820169,0.777601,0.798885,5.328476,0.01319,0.9253,0.2813,BALANCED,NORMAL,BALANCED_NORMAL,1083
XRPUSDT,bb_balanced,1.5,2022-02-16 01:00:00+00:00,2022-02-16 13:35:00+00:00,-1,0.8445,0.8612582963835512,0.016758296383551197,0.8193625554246733,3.0,1.48488211,1.48488211,TP,152,20,2.0,1.5,0.843708,0.814272,0.82899,3.550828,0.011172,0.925,0.3046,BALANCED,NORMAL,BALANCED_NORMAL,1105
XRPUSDT,bb_balanced,1.5,2022-02-16 14:00:00+00:00,2022-02-16 19:30:00+00:00,1,0.8126,0.797821019602222,0.01477898039777803,0.834768470596667,3.0,1.48350495,1.48350495,TP,67,20,2.0,1.5,0.847653,0.816227,0.83194,3.777338,0.009853,0.893,0.095,BALANCED,NORMAL,BALANCED_NORMAL,1118
XRPUSDT,bb_balanced,1.5,2022-02-17 15:00:00+00:00,2022-02-17 18:10:00+00:00,1,0.799,0.7815138964609831,0.017486103539016917,0.8252291553085254,3.0,-1.01370803,-1.01370803,SL,39,20,2.0,1.5,0.851984,0.799106,0.825545,6.405137,0.011657,1.1456,0.2365,BALANCED,NORMAL,BALANCED_NORMAL,1143
XRPUSDT,bb_balanced,1.5,2022-02-18 17:00:00+00:00,2022-02-18 23:05:00+00:00,1,0.7611,0.7404113537485818,0.020688646251418197,0.7921329693771273,3.0,1.48896351,1.48896351,TP,74,20,2.0,1.5,0.803413,0.761347,0.78238,5.376691,0.013792,1.1985,0.0742,BALANCED,NORMAL,BALANCED_NORMAL,1169
XRPUSDT,bb_balanced,1.5,2022-02-20 22:00:00+00:00,2022-02-21 01:35:00+00:00,1,0.7738,0.7554260559354563,0.018373944064543735,0.8013609160968156,3.0,1.4873658,1.4873658,TP,44,20,2.0,1.5,0.797403,0.776367,0.786885,2.673239,0.012249,0.9214,0.2686,BALANCED,NORMAL,BALANCED_NORMAL,1222
XRPUSDT,bb_balanced,1.5,2022-02-21 12:00:00+00:00,2022-02-21 18:25:00+00:00,1,0.7693,0.7507460879007526,0.018553912099247394,0.7971308681488711,3.0,-1.01243889,-1.01243889,SL,78,20,2.0,1.5,0.801789,0.771021,0.786405,3.912607,0.012369,0.9183,0.1266,BALANCED,NORMAL,BALANCED_NORMAL,1236
XRPUSDT,bb_balanced,1.5,2022-02-23 09:00:00+00:00,2022-02-23 20:00:00+00:00,-1,0.7275,0.7454188085504305,0.017918808550430487,0.7006217871743543,3.0,1.48782006,1.48782006,TP,133,20,2.0,1.5,0.726223,0.694887,0.710555,4.410143,0.011946,0.8048,0.2753,BALANCED,NORMAL,BALANCED_NORMAL,1281
XRPUSDT,bb_balanced,1.5,2022-02-24 03:00:00+00:00,2022-02-24 03:05:00+00:00,1,0.6756,0.6560439009081963,0.01955609909180367,0.7049341486377054,3.0,-1.01036403,-1.01036403,SL,2,20,2.0,1.5,0.749571,0.681069,0.71532,9.576476,0.013037,0.9175,0.3074,BALANCED,NORMAL,BALANCED_NORMAL,1299
XRPUSDT,bb_balanced,1.5,2022-02-24 21:00:00+00:00,2022-02-25 19:45:00+00:00,-1,0.7046,0.7310249970502504,0.026424997050250365,0.6649625044246245,3.0,-1.00799924,-1.00799924,SL,274,20,2.0,1.5,0.696208,0.609832,0.65302,13.227072,0.017617,1.2677,0.0655,BALANCED,NORMAL,BALANCED_NORMAL,1317
XRPUSDT,bb_balanced,1.5,2022-03-03 16:00:00+00:00,2022-03-03 17:30:00+00:00,1,0.7487,0.7336091769709181,0.015090823029081935,0.771336234543623,3.0,-1.01488388,-1.01488388,SL,19,20,2.0,1.5,0.776183,0.756477,0.76633,2.571514,0.010061,0.8672,0.2507,BALANCED,NORMAL,BALANCED_NORMAL,1408
XRPUSDT,bb_balanced,1.5,2022-03-04 21:00:00+00:00,2022-03-04 22:30:00+00:00,1,0.7163,0.7010476042793128,0.015252395720687262,0.7391785935810309,3.0,-1.01408893,-1.01408893,SL,19,20,2.0,1.5,0.748803,0.720127,0.734465,3.904366,0.010168,1.0245,0.1902,BALANCED,NORMAL,BALANCED_NORMAL,1437
XRPUSDT,bb_balanced,1.5,2022-03-05 14:00:00+00:00,2022-03-06 04:00:00+00:00,-1,0.7582,0.7731970745354383,0.014997074535438304,0.7357043881968426,3.0,1.48483304,1.48483304,TP,169,20,2.0,1.5,0.748305,0.699445,0.723875,6.749731,0.009998,1.0221,0.2071,BALANCED,NORMAL,BALANCED_NORMAL,1454
XRPUSDT,bb_balanced,1.5,2022-03-07 00:00:00+00:00,2022-03-07 00:20:00+00:00,1,0.7248,0.7103620968233274,0.014437903176672595,0.7464568547650089,3.0,-1.01506036,-1.01506036,SL,5,20,2.0,1.5,0.748449,0.727431,0.73794,2.84818,0.009625,1.0086,0.2584,BALANCED,NORMAL,BALANCED_NORMAL,1488
XRPUSDT,bb_balanced,1.5,2022-03-08 17:00:00+00:00,2022-03-09 03:20:00+00:00,1,0.7149,0.7012440812472629,0.013655918752737084,0.7353838781291056,3.0,1.48429472,1.48429472,TP,125,20,2.0,1.5,0.729715,0.716515,0.723115,1.825543,0.009104,0.8937,0.0127,BALANCED,NORMAL,BALANCED_NORMAL,1529
XRPUSDT,bb_balanced,1.5,2022-03-09 04:00:00+00:00,2022-03-09 08:40:00+00:00,-1,0.7434,0.7563807014660305,0.012980701466030586,0.7239289478009541,3.0,-1.01718089,-1.01718089,SL,57,20,2.0,1.5,0.735708,0.712432,0.72407,3.21448,0.008654,0.861,0.3119,BALANCED,NORMAL,BALANCED_NORMAL,1540
XRPUSDT,bb_balanced,1.5,2022-03-10 05:00:00+00:00,2022-03-10 13:40:00+00:00,1,0.7398,0.7238224052382997,0.015977594761700353,0.7637663921425506,3.0,-1.0138907,-1.0138907,SL,105,20,2.0,1.5,0.773031,0.743639,0.758335,3.875902,0.010652,1.1804,0.1389,BALANCED,NORMAL,BALANCED_NORMAL,1565
XRPUSDT,bb_balanced,1.5,2022-03-11 06:00:00+00:00,2022-03-11 16:05:00+00:00,-1,0.7461,0.7587367561501354,0.012636756150135375,0.727144865774797,3.0,1.48228738,1.48228738,TP,122,20,2.0,1.5,0.744663,0.724777,0.73472,2.706652,0.008425,0.9338,0.214,BALANCED,NORMAL,BALANCED_NORMAL,1590
XRPUSDT,bb_balanced,1.5,2022-03-11 21:00:00+00:00,2022-03-11 21:15:00+00:00,-1,0.7649,0.7800278865320336,0.015127886532033563,0.7422081702019496,3.0,-1.01516868,-1.01516868,SL,4,20,2.0,1.5,0.755379,0.721711,0.738545,4.558583,0.010085,1.1225,0.3004,BALANCED,NORMAL,BALANCED_NORMAL,1605
XRPUSDT,bb_balanced,1.5,2022-03-13 04:00:00+00:00,2022-03-13 22:40:00+00:00,-1,0.7964,0.8137800149146247,0.01738001491462471,0.770329977628063,3.0,1.48625318,1.48625318,TP,225,20,2.0,1.5,0.795823,0.782367,0.789095,1.705243,0.011587,0.9549,0.0,BALANCED,NORMAL,BALANCED_NORMAL,1636
XRPUSDT,bb_balanced,1.5,2022-03-13 13:00:00+00:00,2022-03-13 22:45:00+00:00,1,0.7809,0.765634759016774,0.015265240983226014,0.8037978614748391,3.0,-1.01534663,-1.01534663,SL,118,20,2.0,1.5,0.80381,0.78126,0.792535,2.845294,0.010177,0.8142,0.0928,BALANCED,NORMAL,BALANCED_NORMAL,1645
XRPUSDT,bb_balanced,1.5,2022-03-16 16:00:00+00:00,2022-03-16 18:30:00+00:00,-1,0.7769,0.788834613040795,0.011934613040795017,0.7589980804388075,3.0,1.48047109,1.48047109,TP,31,20,2.0,1.5,0.775903,0.758357,0.76713,2.287269,0.007956,0.9819,0.0906,BALANCED,NORMAL,BALANCED_NORMAL,1720
XRPUSDT,bb_balanced,1.5,2022-03-17 22:00:00+00:00,2022-03-18 00:55:00+00:00,-1,0.8011,0.8115351777016883,0.010435177701688225,0.7854472334474677,3.0,1.47696925,1.47696925,TP,36,20,2.0,1.5,0.798955,0.785235,0.792095,1.732158,0.006957,0.8606,0.1074,BALANCED,NORMAL,BALANCED_NORMAL,1750
XRPUSDT,bb_balanced,1.5,2022-03-18 11:00:00+00:00,2022-03-18 19:55:00+00:00,1,0.7811,0.7715687650364367,0.00953123496356334,0.795396852445345,3.0,1.47541452,1.47541452,TP,108,20,2.0,1.5,0.799118,0.781502,0.79031,2.229038,0.006354,0.8093,0.1579,BALANCED,NORMAL,BALANCED_NORMAL,1763
XRPUSDT,bb_balanced,1.5,2022-03-18 20:00:00+00:00,2022-03-19 05:30:00+00:00,-1,0.7966,0.8057744877711528,0.009174487771152817,0.7828382683432707,3.0,-1.02604832,-1.02604832,SL,115,20,2.0,1.5,0.795895,0.778145,0.78702,2.255411,0.006116,0.8108,0.0638,BALANCED,NORMAL,BALANCED_NORMAL,1772
XRPUSDT,bb_balanced,1.5,2022-03-20 12:00:00+00:00,2022-03-20 17:40:00+00:00,1,0.8066,0.7970717162427421,0.009528283757257894,0.8208924256358868,3.0,-1.02539597,-1.02539597,SL,69,20,2.0,1.5,0.823905,0.806965,0.815435,2.077306,0.006352,0.9516,0.2243,BALANCED,NORMAL,BALANCED_NORMAL,1812
XRPUSDT,bb_balanced,1.5,2022-03-21 03:00:00+00:00,2022-03-21 07:15:00+00:00,1,0.7939,0.7825692443290393,0.011330755670960757,0.8108961335064412,3.0,1.47898022,1.47898022,TP,52,20,2.0,1.5,0.814842,0.796658,0.80575,2.256691,0.007554,1.1038,0.3205,BALANCED,NORMAL,BALANCED_NORMAL,1827
XRPUSDT,bb_balanced,1.5,2022-03-21 10:00:00+00:00,2022-03-21 17:55:00+00:00,-1,0.8136,0.8246123267014455,0.011012326701445474,0.7970815099478318,3.0,-1.02216425,-1.02216425,SL,96,20,2.0,1.5,0.813396,0.795974,0.804685,2.165122,0.007342,1.0501,0.1237,BALANCED,NORMAL,BALANCED_NORMAL,1834
XRPUSDT,bb_balanced,1.5,2022-03-22 19:00:00+00:00,2022-03-23 08:05:00+00:00,1,0.8291,0.8160535126826522,0.0130464873173477,0.8486697309760215,3.0,-1.0190649,-1.0190649,SL,158,20,2.0,1.5,0.856276,0.831374,0.843825,2.951163,0.008698,1.0601,0.109,BALANCED,NORMAL,BALANCED_NORMAL,1867
XRPUSDT,bb_balanced,1.5,2022-03-24 19:00:00+00:00,2022-03-25 08:10:00+00:00,-1,0.8464,0.8581139452889419,0.011713945288941874,0.8288290820665872,3.0,1.47832327,1.47832327,TP,159,20,2.0,1.5,0.846238,0.828072,0.837155,2.169982,0.007809,0.9891,0.2117,BALANCED,NORMAL,BALANCED_NORMAL,1915
XRPUSDT,bb_balanced,1.5,2022-03-25 16:00:00+00:00,2022-03-25 16:55:00+00:00,1,0.8321,0.8226500431815981,0.009449956818401883,0.8462749352276028,3.0,-1.02641599,-1.02641599,SL,12,20,2.0,1.5,0.847782,0.833008,0.840395,1.758082,0.0063,0.8715,0.279,BALANCED,NORMAL,BALANCED_NORMAL,1936
XRPUSDT,bb_balanced,1.5,2022-03-27 01:00:00+00:00,2022-03-27 12:55:00+00:00,-1,0.8399,0.8468792012086188,0.006979201208618835,0.8294311981870717,3.0,1.46389701,1.46389701,TP,144,20,2.0,1.5,0.836582,0.825468,0.831025,1.337282,0.004653,0.8059,0.3351,BALANCED,NORMAL,BALANCED_NORMAL,1969
XRPUSDT,bb_balanced,1.5,2022-03-27 21:00:00+00:00,2022-03-27 21:40:00+00:00,-1,0.8466,0.8550605767904423,0.00846057679044232,0.8339091348143366,3.0,-1.03001923,-1.03001923,SL,9,20,2.0,1.5,0.844656,0.830054,0.837355,1.74378,0.00564,1.1046,0.1311,BALANCED,NORMAL,BALANCED_NORMAL,1989
XRPUSDT,bb_balanced,1.5,2022-03-29 16:00:00+00:00,2022-03-29 16:10:00+00:00,1,0.8593,0.8430095051116127,0.016290494888387297,0.8837357423325809,3.0,-1.01582457,-1.01582457,SL,3,20,2.0,1.5,0.892875,0.859965,0.87642,3.755045,0.01086,1.2037,0.3207,BALANCED,NORMAL,BALANCED_NORMAL,2032
XRPUSDT,bb_balanced,1.5,2022-03-30 13:00:00+00:00,2022-03-31 14:00:00+00:00,-1,0.8696,0.8836552063777536,0.014055206377753593,0.8485171904333697,3.0,1.48143891,1.48143891,TP,301,20,2.0,1.5,0.869396,0.851914,0.860655,2.031255,0.00937,0.8697,0.1317,BALANCED,NORMAL,BALANCED_NORMAL,2053
XRPUSDT,bb_balanced,1.5,2022-03-31 14:00:00+00:00,2022-03-31 14:00:00+00:00,1,0.852,0.839742894575186,0.012257105424813952,0.8703856581372209,3.0,-1.02085321,-1.02085321,SL,1,20,2.0,1.5,0.872382,0.854728,0.863555,2.044366,0.008171,0.8461,0.2836,BALANCED,NORMAL,BALANCED_NORMAL,2078
XRPUSDT,bb_balanced,1.5,2022-04-04 10:00:00+00:00,2022-04-04 11:20:00+00:00,1,0.8246,0.8144297303273802,0.010170269672619803,0.8398554045089297,3.0,1.47567616,1.47567616,TP,17,20,2.0,1.5,0.847519,0.825601,0.83656,2.619993,0.00678,0.7211,0.1906,BALANCED,NORMAL,BALANCED_NORMAL,2122
XRPUSDT,bb_balanced,1.5,2022-04-05 15:00:00+00:00,2022-04-05 17:25:00+00:00,1,0.8211,0.8115074415836638,0.009592558416336217,0.8354888376245044,3.0,1.47432072,1.47432072,TP,30,20,2.0,1.5,0.830443,0.821257,0.82585,1.112265,0.006395,0.864,0.1208,BALANCED,NORMAL,BALANCED_NORMAL,2151
XRPUSDT,bb_balanced,1.5,2022-04-05 21:00:00+00:00,2022-04-06 00:10:00+00:00,1,0.8195,0.8089772609033282,0.010522739096671785,0.8352841086450077,3.0,-1.02336369,-1.02336369,SL,39,20,2.0,1.5,0.830704,0.819636,0.82517,1.341283,0.007015,0.9717,0.1695,BALANCED,NORMAL,BALANCED_NORMAL,2157
XRPUSDT,bb_balanced,1.5,2022-04-08 04:00:00+00:00,2022-04-08 11:00:00+00:00,-1,0.7926,0.8034893285874313,0.010889328587431302,0.776266007118853,3.0,1.47816394,1.47816394,TP,85,20,2.0,1.5,0.792355,0.772715,0.782535,2.509801,0.00726,0.7301,0.3321,BALANCED,NORMAL,BALANCED_NORMAL,2212
XRPUSDT,bb_balanced,1.5,2022-04-08 12:00:00+00:00,2022-04-08 17:30:00+00:00,1,0.7695,0.7594515423201639,0.010048457679836087,0.7845726865197541,3.0,-1.02297367,-1.02297367,SL,67,20,2.0,1.5,0.79459,0.77356,0.784075,2.682023,0.006699,0.6896,0.1667,BALANCED,NORMAL,BALANCED_NORMAL,2220
XRPUSDT,bb_balanced,1.5,2022-04-10 03:00:00+00:00,2022-04-10 22:45:00+00:00,-1,0.7663,0.774028239165098,0.0077282391650980164,0.754707641252353,3.0,1.47025325,1.47025325,TP,238,20,2.0,1.5,0.765629,0.756551,0.76109,1.192678,0.005152,0.7657,0.2121,BALANCED,NORMAL,BALANCED_NORMAL,2259
XRPUSDT,bb_balanced,1.5,2022-04-11 01:00:00+00:00,2022-04-11 02:45:00+00:00,1,0.7504,0.741772095282376,0.00862790471762398,0.7633418570764359,3.0,-1.02609208,-1.02609208,SL,22,20,2.0,1.5,0.770226,0.750604,0.760415,2.580344,0.005752,1.0264,0.3333,BALANCED,NORMAL,BALANCED_NORMAL,2281
XRPUSDT,bb_balanced,1.5,2022-04-12 13:00:00+00:00,2022-04-12 18:15:00+00:00,-1,0.7177,0.7306319115223768,0.012931911522376827,0.6983021327164347,3.0,1.48335049,1.48335049,TP,64,20,2.0,1.5,0.716417,0.689483,0.70295,3.831672,0.008621,1.1869,0.1102,BALANCED,NORMAL,BALANCED_NORMAL,2317
