symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
XRPUSDT,164,31.738034746005493,0.19352460210978958,-1.0134118821717748,0.2865853658536585,0.2073170731707317,0.6890243902439024,0.10365853658536585,24.512317563604157
