symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
SOLUSDT,212,34.54496645059463,0.16294795495563505,0.9584767473858009,0.589622641509434,0.5849056603773585,0.39622641509433965,0.018867924528301886,10.398859452204434
