symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
XRPUSDT,168,4.304196169181317,0.025620215292745933,-1.0120300819869785,0.2916666666666667,0.2261904761904762,0.6785714285714286,0.09523809523809523,24.554175590181096
