n_trades,win_pct,avg_r,median_r,total_r,best_r,worst_r,maxDD_r,mcl,baseline_total_r,saved_r,sl_hits,be_hits,tp_hits
1968,19.72,0.5318,-1.0101,1046.56,19.49,-1.76,79.3,53,1133.56,-87.0,1580,59,329
