symbol,chunk,chunk_start_utc,chunk_end_utc,n_trades,baseline_total_r,managed_total_r,baseline_delta_r,win_pct,max_dd_r,avg_hold_h
XRPUSDT,2024-03,2024-03-01T00:00:00+00:00,2024-04-01T00:00:00+00:00,1,2.4842100719424463,0.684210071942446,-1.8000000000000003,100.0,0.0,1.0833333333333333
XRPUSDT,2024-04,2024-04-01T00:00:00+00:00,2024-05-01T00:00:00+00:00,3,0.4823291675489454,-1.3176708324510562,-1.8000000000000016,33.33333333333333,1.0064121739130434,11.444444444444446
XRPUSDT,2024-07,2024-07-01T00:00:00+00:00,2024-08-01T00:00:00+00:00,5,-1.8171001013753676,-3.6171001013753603,-1.7999999999999927,20.0,3.298203052917213,126.88333333333334
XRPUSDT,2024-08,2024-08-01T00:00:00+00:00,2024-09-01T00:00:00+00:00,1,-1.0060901287553647,-1.0060901287553647,0.0,0.0,0.0,2.4166666666666665
XRPUSDT,2024-09,2024-09-01T00:00:00+00:00,2024-10-01T00:00:00+00:00,4,2.7082578562062976,2.508257856206325,-0.19999999999997264,100.0,0.0,0.4583333333333333
XRPUSDT,2024-10,2024-10-01T00:00:00+00:00,2024-11-01T00:00:00+00:00,3,3.960638797836994,0.3606387978369935,-3.6000000000000005,66.66666666666666,0.0,16.583333333333332
XRPUSDT,2024-11,2024-11-01T00:00:00+00:00,2024-12-01T00:00:00+00:00,9,-5.661365934171475,-2.3613659341714692,3.300000000000006,44.44444444444444,2.3674184421242273,1.361111111111111
XRPUSDT,2024-12,2024-12-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,1,-1.0272576923076921,-1.0272576923076921,0.0,0.0,0.0,0.08333333333333333
XRPUSDT,2025-01,2025-01-01T00:00:00+00:00,2025-02-01T00:00:00+00:00,5,1.901943319579815,3.4019433195798183,1.5000000000000033,100.0,0.0,2.183333333333333
XRPUSDT,2025-02,2025-02-01T00:00:00+00:00,2025-03-01T00:00:00+00:00,3,-3.1978673452794157,-1.497867345279417,1.6999999999999988,33.33333333333333,1.1781999999999964,0.9722222222222221
XRPUSDT,2025-03,2025-03-01T00:00:00+00:00,2025-04-01T00:00:00+00:00,3,0.2908133228412684,1.990813322841272,1.7000000000000037,66.66666666666666,1.1484795454545318,4.583333333333333
XRPUSDT,2025-04,2025-04-01T00:00:00+00:00,2025-05-01T00:00:00+00:00,2,-2.1093712650985372,-0.4093712650985659,1.6999999999999713,50.0,0.0,0.4166666666666667
XRPUSDT,2025-05,2025-05-01T00:00:00+00:00,2025-06-01T00:00:00+00:00,4,2.8271673028973443,2.7271673028973384,-0.10000000000000586,75.0,1.1195645161290368,4.145833333333333
XRPUSDT,2025-06,2025-06-01T00:00:00+00:00,2025-07-01T00:00:00+00:00,1,2.4362714285714295,0.6362714285714195,-1.80000000000001,100.0,0.0,0.08333333333333333
XRPUSDT,2025-07,2025-07-01T00:00:00+00:00,2025-08-01T00:00:00+00:00,4,-0.6846360942873357,0.915363905712701,1.6000000000000367,75.0,1.0414169811320757,0.8333333333333334
XRPUSDT,2025-09,2025-09-01T00:00:00+00:00,2025-10-01T00:00:00+00:00,2,1.423757568430058,1.3237575684300564,-0.10000000000000164,100.0,0.0,33.416666666666664
XRPUSDT,2025-10,2025-10-01T00:00:00+00:00,2025-11-01T00:00:00+00:00,1,-1.0176386813186815,-1.0176386813186815,0.0,0.0,0.0,1.0
XRPUSDT,2025-11,2025-11-01T00:00:00+00:00,2025-12-01T00:00:00+00:00,2,-2.0627824373662342,-2.0627824373662342,0.0,0.0,1.0166420118343193,0.25
XRPUSDT,2025-12,2025-12-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,2,1.443181676056338,-0.35681832394365576,-1.7999999999999938,50.0,0.0,3.5833333333333335
XRPUSDT,2026-01,2026-01-01T00:00:00+00:00,2026-02-01T00:00:00+00:00,5,1.635353493119923,-0.2646465068800723,-1.8999999999999952,60.0,1.1469071428571436,0.48333333333333334
XRPUSDT,2026-02,2026-02-01T00:00:00+00:00,2026-03-01T00:00:00+00:00,3,-3.944637757973525,-2.244637757973523,1.700000000000002,33.33333333333333,2.93501153846133,4.416666666666667
