stream,sym,exit_ts_utc,managed_r,cum_r
S1,AVAXUSDT,2022-02-16T10:20:00+00:00,-1.009406,-1.0094
S1,AVAXUSDT,2022-03-01T10:05:00+00:00,-1.005679,-2.0151
S1,AVAXUSDT,2022-03-09T19:15:00+00:00,-1.007229,-3.0223
S1,AVAXUSDT,2022-03-21T00:25:00+00:00,-1.008317,-4.0306
S1,AVAXUSDT,2022-03-28T21:15:00+00:00,-1.009969,-5.0406
S1,AVAXUSDT,2022-03-28T23:50:00+00:00,-1.012131,-6.0527
S1,AVAXUSDT,2022-03-30T19:35:00+00:00,-1.007985,-7.0607
S1,AVAXUSDT,2022-03-31T14:00:00+00:00,-1.00687,-8.0676
S1,AVAXUSDT,2022-04-06T00:20:00+00:00,-1.013571,-9.0812
S1,AVAXUSDT,2022-04-10T23:55:00+00:00,-1.008205,-10.0894
S1,AVAXUSDT,2022-04-11T09:50:00+00:00,-1.010644,-11.1
S1,AVAXUSDT,2022-04-11T13:30:00+00:00,-1.009539,-12.1095
S1,AVAXUSDT,2022-04-11T21:35:00+00:00,-1.008247,-13.1178
S1,AVAXUSDT,2022-04-28T22:10:00+00:00,-1.012407,-14.1302
S1,AVAXUSDT,2022-04-30T21:55:00+00:00,-1.010276,-15.1405
S1,AVAXUSDT,2022-05-05T13:30:00+00:00,-1.008228,-16.1487
S1,AVAXUSDT,2022-05-11T12:40:00+00:00,-1.002205,-17.1509
S1,AVAXUSDT,2022-06-06T14:50:00+00:00,-1.007725,-18.1586
S1,AVAXUSDT,2022-06-20T18:15:00+00:00,-1.005546,-19.1642
S1,AVAXUSDT,2022-06-22T03:40:00+00:00,-1.005613,-20.1698
S1,AVAXUSDT,2022-07-05T12:35:00+00:00,-1.01,-21.1798
S1,AVAXUSDT,2022-07-14T11:10:00+00:00,-1.007168,-22.187
S1,AVAXUSDT,2022-07-18T19:10:00+00:00,-1.007572,-23.1945
S1,AVAXUSDT,2022-08-07T00:50:00+00:00,-1.009978,-24.2045
S1,AVAXUSDT,2022-08-07T13:00:00+00:00,11.994462,-12.21
S1,AVAXUSDT,2022-08-08T15:10:00+00:00,-1.009982,-13.22
S1,AVAXUSDT,2022-08-22T08:30:00+00:00,-1.006807,-14.2268
S1,AVAXUSDT,2022-08-30T14:30:00+00:00,-1.008233,-15.2351
S1,AVAXUSDT,2022-09-18T21:10:00+00:00,-1.007113,-16.2422
S1,AVAXUSDT,2022-10-10T04:35:00+00:00,-1.0305,-17.2727
S1,AVAXUSDT,2022-10-25T20:30:00+00:00,-1.014507,-18.2872
S1,AVAXUSDT,2022-11-02T00:05:00+00:00,-1.010566,-19.2978
S1,AVAXUSDT,2022-11-02T20:20:00+00:00,-1.010625,-20.3084
S1,AVAXUSDT,2022-11-08T02:50:00+00:00,-1.009776,-21.3182
S1,AVAXUSDT,2022-12-07T07:10:00+00:00,-1.01418,-22.3323
S1,AVAXUSDT,2023-01-05T11:25:00+00:00,-1.013029,-23.3454
S1,AVAXUSDT,2023-01-09T20:00:00+00:00,-1.017879,-24.3632
S1,AVAXUSDT,2023-01-12T13:30:00+00:00,-1.006078,-25.3693
S1,AVAXUSDT,2023-01-27T20:05:00+00:00,11.991375,-13.3779
S1,AVAXUSDT,2023-02-02T21:50:00+00:00,-1.007479,-14.3854
S1,AVAXUSDT,2023-02-02T22:00:00+00:00,-1.007934,-15.3934
S1,AVAXUSDT,2023-03-08T14:05:00+00:00,-1.00985,-16.4032
S1,AVAXUSDT,2023-03-15T16:00:00+00:00,-1.0093,-17.4125
S1,AVAXUSDT,2023-03-30T00:50:00+00:00,-1.016171,-18.4287
S1,AVAXUSDT,2023-04-12T02:10:00+00:00,-1.017997,-19.4467
S1,AVAXUSDT,2023-04-17T00:40:00+00:00,-1.012843,-20.4595
S1,AVAXUSDT,2023-04-19T08:10:00+00:00,-1.009834,-21.4694
S1,AVAXUSDT,2023-04-19T08:20:00+00:00,-1.015485,-22.4848
S1,AVAXUSDT,2023-04-26T19:15:00+00:00,-1.014169,-23.499
S1,AVAXUSDT,2023-04-26T19:35:00+00:00,-1.013394,-24.5124
S1,AVAXUSDT,2023-05-08T07:45:00+00:00,-1.014104,-25.5265
S1,AVAXUSDT,2023-05-08T18:10:00+00:00,-1.00657,-26.5331
S1,AVAXUSDT,2023-06-15T08:55:00+00:00,-1.011621,-27.5447
S1,AVAXUSDT,2023-06-28T18:05:00+00:00,-1.011534,-28.5562
S1,AVAXUSDT,2023-06-28T19:30:00+00:00,-1.01355,-29.5698
S1,AVAXUSDT,2023-07-14T18:30:00+00:00,-1.010554,-30.5803
S1,AVAXUSDT,2023-07-18T16:45:00+00:00,-1.013488,-31.5938
S1,AVAXUSDT,2023-07-22T23:15:00+00:00,-1.015708,-32.6095
