symbol,chunk,exit_ts,baseline_r,managed_r,reason,hold_5m_bars
XRPUSDT,2025-10,2025-10-05T08:00:00+00:00,-1.2241439024390126,-1.2241439024390126,SL,1
XRPUSDT,2025-10,2025-10-07T20:00:00+00:00,-1.0996174418604658,0.600382558139529,BE,1
XRPUSDT,2025-10,2025-10-09T06:10:00+00:00,-1.0420192118226597,-1.0420192118226597,SL,27
XRPUSDT,2025-10,2025-10-10T17:40:00+00:00,-1.0284429065743943,-1.0284429065743943,SL,21
XRPUSDT,2025-10,2025-10-14T10:30:00+00:00,-1.0215692082111436,-1.0215692082111436,SL,31
XRPUSDT,2025-10,2025-10-15T16:00:00+00:00,-1.0768189473684204,0.6231810526315794,BE,1
XRPUSDT,2025-10,2025-10-16T16:50:00+00:00,-1.0287073170731709,0.6712926829268311,BE,11
XRPUSDT,2025-10,2025-10-25T18:35:00+00:00,-1.0343162995594715,-1.0343162995594715,SL,32
XRPUSDT,2025-10,2025-10-27T00:30:00+00:00,-1.0443279329608939,-1.0443279329608939,SL,7
XRPUSDT,2025-10,2025-10-27T16:00:00+00:00,-1.0546595890410952,-1.0546595890410952,SL,1
XRPUSDT,2025-10,2025-10-30T16:05:00+00:00,-1.0782712765957423,0.6217287234042389,BE,2
XRPUSDT,2025-11,2025-11-03T04:00:00+00:00,-1.1776951219512102,-1.1776951219512102,SL,1
XRPUSDT,2025-11,2025-11-06T16:00:00+00:00,-1.1015090909090883,0.5984909090909049,BE,1
XRPUSDT,2025-11,2025-11-10T14:45:00+00:00,-1.0234461538461541,0.676553846153846,BE,34
XRPUSDT,2025-11,2025-11-16T16:00:00+00:00,-1.156107142857127,-1.156107142857127,SL,1
XRPUSDT,2025-11,2025-11-17T20:00:00+00:00,-1.1045426229508197,-1.1045426229508197,SL,1
XRPUSDT,2025-11,2025-11-18T15:50:00+00:00,-1.0117823636363636,0.6882176363636395,BE,95
XRPUSDT,2025-11,2025-11-20T16:00:00+00:00,-1.2084699999999922,-1.2084699999999922,SL,1
XRPUSDT,2025-12,2025-12-01T04:10:00+00:00,-1.0808776315789468,-1.0808776315789468,SL,3
XRPUSDT,2025-12,2025-12-07T04:35:00+00:00,-1.0242404761904762,0.6757595238095307,BE,392
XRPUSDT,2025-12,2025-12-11T04:10:00+00:00,-1.0856328571428584,0.6143671428571702,BE,3
XRPUSDT,2025-12,2025-12-11T18:40:00+00:00,-1.0279728971962616,0.6720271028037352,BE,33
XRPUSDT,2025-12,2025-12-12T16:00:00+00:00,-1.055947169811321,0.644052830188681,BE,1
XRPUSDT,2025-12,2025-12-15T02:10:00+00:00,-1.0190717041800643,0.6809282958199351,BE,27
XRPUSDT,2025-12,2025-12-15T16:40:00+00:00,-1.0450937500000004,-1.0450937500000004,SL,9
XRPUSDT,2025-12,2025-12-17T13:45:00+00:00,-1.0339461538461536,0.6660538461538412,BE,22
XRPUSDT,2025-12,2025-12-18T20:00:00+00:00,-1.0833169230769237,0.6166830769230899,BE,1
XRPUSDT,2025-12,2025-12-24T11:00:00+00:00,-1.0315954545454549,0.6684045454545451,BE,37
XRPUSDT,2025-12,2025-12-26T00:05:00+00:00,-1.137355,-1.137355,SL,2
XRPUSDT,2026-01,2026-01-02T20:30:00+00:00,-1.0963435483870971,0.6036564516129066,BE,7
XRPUSDT,2026-01,2026-01-04T03:45:00+00:00,-1.0105746031746032,-1.0105746031746032,SL,190
XRPUSDT,2026-01,2026-01-29T16:55:00+00:00,-1.0348387096774192,0.6651612903225793,BE,12
XRPUSDT,2026-01,2026-01-31T17:10:00+00:00,7.992818711018711,7.992818711018711,TP,7119
XRPUSDT,2026-02,2026-02-11T16:10:00+00:00,-1.0495073170731708,0.65049268292684,BE,3
XRPUSDT,2026-02,2026-02-15T08:00:00+00:00,-1.8240499999997857,-1.8240499999997857,SL,1
XRPUSDT,2026-02,2026-02-23T12:35:00+00:00,-1.0355831858407076,5.464416814159282,BE,104
XRPUSDT,2026-02,2026-02-24T00:00:00+00:00,-1.103938461538461,0.5960615384615674,BE,1
XRPUSDT,2026-02,2026-02-28T08:20:00+00:00,-1.0309928571428568,-1.0309928571428568,SL,5
