month,n_trades,total_r,avg_r,win_rate
2022-03,3,-1.0730452164270416,-0.3576817388090139,0.3333333333333333
2022-05,3,-1.0652308576697278,-0.35507695255657595,0.3333333333333333
2022-06,4,-0.09307137314717706,-0.023267843286794265,0.5
2022-07,11,7.289138215621401,0.6626489286928546,0.8181818181818182
2022-08,3,2.9518104023624954,0.9839368007874985,1.0
2022-09,6,-0.39586324647153814,-0.06597720774525635,0.5
2022-10,1,0.9855538461538409,0.9855538461538409,1.0
2022-11,3,0.13713868624754802,0.04571289541584934,0.6666666666666666
2023-01,2,-0.02520844017094015,-0.012604220085470075,0.5
2023-02,2,1.036076886993602,0.518038443496801,1.0
2023-03,3,0.8998742383512537,0.2999580794504179,0.6666666666666666
2023-04,6,1.7704326660309984,0.2950721110051664,0.6666666666666666
2023-05,3,0.8017720000000008,0.2672573333333336,0.6666666666666666
2023-06,3,2.9110923547400605,0.9703641182466868,1.0
2023-07,5,2.890786183652734,0.5781572367305469,0.8
2023-08,2,1.9306975095785437,0.9653487547892718,1.0
2023-09,7,-3.219549651939785,-0.4599356645628264,0.2857142857142857
2023-10,7,2.927840912469325,0.4182629874956179,0.7142857142857143
2023-11,6,1.8901418035013178,0.3150236339168863,0.6666666666666666
2023-12,5,-1.1421409258340778,-0.22842818516681557,0.4
2024-01,2,-2.0309616088670746,-1.0154808044335373,0.0
2024-02,6,-2.1025430717829714,-0.3504238452971619,0.3333333333333333
2024-03,3,0.9171227113372188,0.3057075704457396,0.6666666666666666
2024-04,2,-0.024741696113074307,-0.012370848056537154,0.5
2024-05,4,-0.8045892846767129,-0.20114732116917822,0.5
2024-07,3,0.9026607163150671,0.30088690543835567,0.6666666666666666
2024-08,2,1.9715708749999998,0.9857854374999999,1.0
2024-09,8,-0.31680120223394725,-0.03960015027924341,0.5
2024-10,3,0.6759994986631032,0.2253331662210344,0.6666666666666666
2024-11,11,4.7689154850578435,0.4335377713688949,0.7272727272727273
2024-12,7,2.861596899836553,0.40879955711950755,0.7142857142857143
2025-01,5,1.508901697041194,0.3017803394082388,0.6
2025-03,4,-2.1250719152299755,-0.5312679788074939,0.25
2025-04,6,1.8294205417851401,0.3049034236308567,0.6666666666666666
2025-05,7,0.8801183263366827,0.12573118947666898,0.5714285714285714
2025-06,6,-2.144738028651039,-0.3574563381085065,0.3333333333333333
2025-07,8,1.8892689353666174,0.23615861692082718,0.625
2025-08,5,0.9559622222006943,0.19119244444013886,0.6
2025-09,2,-0.054003405043089425,-0.027001702521544713,0.5
2025-10,2,-0.13828618057383557,-0.06914309028691779,0.5
2025-11,1,0.9577128205128208,0.9577128205128208,1.0
2025-12,1,0.9858277966101695,0.9858277966101695,1.0
2026-01,6,-0.21571949005905489,-0.035953248343175814,0.5
2026-02,1,0.9907824503311258,0.9907824503311258,1.0
