symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
LINKUSDT,190,33.546651087206286,0.17656132151161202,0.9364843749999998,0.6052631578947368,0.5842105263157895,0.38421052631578945,0.031578947368421054,7.274175891633181
