symbol,chunk,chunk_start_utc,chunk_end_utc,n_trades,baseline_total_r,managed_total_r,baseline_delta_r,win_pct,max_dd_r,avg_hold_h
XRPUSDT,2025-01,2025-01-01T00:00:00+00:00,2025-02-01T00:00:00+00:00,6,-6.383697185081819,0.8163028149181896,7.200000000000008,66.66666666666666,1.5052812101522106,8.13888888888889
