date,balance,daily_pnl
2022-01-04,10000.0,0.0
2022-01-04,9859.36,-140.64
2022-01-05,10216.6,357.24
2022-01-06,10162.84,-53.76
2022-01-07,10972.53,809.69
2022-01-12,10820.05,-152.48
2022-01-13,10719.02,-101.03
2022-01-14,11160.19,441.17
2022-01-17,10975.83,-184.36
2022-01-18,11279.48,303.65
2022-01-19,10150.09,-1129.39
2022-01-20,10256.93,106.84
2022-01-21,16928.68,6671.75
2022-01-22,17256.48,327.8
2022-01-27,17016.89,-239.59
2022-01-28,16436.87,-580.02
2022-01-31,15420.28,-1016.59
2022-02-01,14829.72,-590.56
2022-02-02,14786.35,-43.37
2022-02-04,13516.76,-1269.59
2022-02-06,13138.14,-378.62
2022-02-07,13077.78,-60.36
2022-02-08,12833.36,-244.42
2022-02-09,12402.43,-430.93
2022-02-10,11599.86,-802.57
2022-02-11,13661.75,2061.89
2022-02-13,13959.55,297.8
2022-02-15,13288.41,-671.14
2022-02-16,13163.61,-124.8
2022-02-17,13962.89,799.28
2022-02-18,14479.49,516.6
2022-02-19,14101.83,-377.66
2022-02-20,13968.17,-133.66
2022-02-21,14753.26,785.09
2022-02-22,14342.32,-410.94
2022-02-23,13989.16,-353.16
2022-02-24,13915.78,-73.38
2022-02-25,13838.31,-77.47
2022-02-28,12762.87,-1075.44
2022-03-03,12554.8,-208.07
2022-03-04,13080.52,525.72
2022-03-05,13011.56,-68.96
2022-03-07,12799.76,-211.8
2022-03-08,12546.96,-252.8
2022-03-10,12429.5,-117.46
2022-03-11,12255.84,-173.66
2022-03-12,12026.75,-229.09
2022-03-14,11212.12,-814.63
2022-03-15,10794.38,-417.74
2022-03-16,10176.07,-618.31
2022-03-19,10080.46,-95.61
2022-03-20,9984.51,-95.95
2022-03-21,9749.75,-234.76
2022-03-22,9318.6,-431.15
2022-03-23,9034.34,-284.26
2022-03-24,8906.07,-128.27
2022-03-25,8822.63,-83.44
2022-03-26,7970.18,-852.45
2022-03-27,7212.66,-757.52
2022-03-28,6970.65,-242.01
2022-03-29,6809.55,-161.1
2022-03-30,6617.8,-191.75
2022-03-31,6808.18,190.38
2022-04-01,6851.12,42.94
2022-04-02,6753.28,-97.84
2022-04-03,6530.34,-222.94
2022-04-04,6347.55,-182.79
2022-04-05,6224.09,-123.46
2022-04-06,6164.92,-59.17
2022-04-07,6246.27,81.35
2022-04-11,6813.24,566.97
2022-04-12,6695.15,-118.09
2022-04-13,6507.16,-187.99
2022-04-14,6204.27,-302.89
2022-04-15,6023.91,-180.36
2022-04-17,6210.91,187.0
2022-04-18,6265.99,55.08
2022-04-20,5972.98,-293.01
2022-04-21,7317.46,1344.48
2022-04-22,8391.26,1073.8
2022-04-25,10463.61,2072.35
2022-04-26,10875.23,411.62
2022-04-28,10820.8,-54.43
2022-04-29,11244.07,423.27
2022-04-30,12726.36,1482.29
2022-05-01,12667.14,-59.22
2022-05-03,12250.95,-416.19
2022-05-05,14485.99,2235.04
2022-05-06,14249.49,-236.5
2022-05-07,14564.77,315.28
2022-05-08,16313.58,1748.81
2022-05-09,18912.69,2599.11
2022-05-10,18717.96,-194.73
2022-05-11,18453.03,-264.93
2022-05-12,20421.39,1968.36
2022-05-13,19512.57,-908.82
2022-05-15,19262.53,-250.04
2022-05-19,19161.02,-101.51
2022-05-21,18510.89,-650.13
2022-05-22,16907.33,-1603.56
2022-05-23,16200.68,-706.65
2022-05-24,16028.07,-172.61
2022-05-25,15568.92,-459.15
2022-05-26,20362.97,4794.05
2022-05-27,22193.09,1830.12
2022-05-28,22075.91,-117.18
2022-05-29,21757.26,-318.65
2022-05-30,20463.56,-1293.7
2022-05-31,19981.82,-481.74
2022-06-01,20598.31,616.49
2022-06-04,21022.37,424.06
2022-06-05,20466.77,-555.6
2022-06-06,19881.41,-585.36
2022-06-07,19832.71,-48.7
2022-06-08,19557.62,-275.09
2022-06-09,19281.56,-276.06
2022-06-10,19784.09,502.53
2022-06-11,23475.91,3691.82
