exit_ts_utc,symbol,tp_r,r,equity_before,risk_usd,pnl_usd,withdrawal_usd,cumulative_withdrawn_usd,return_pct_trade,equity_after,equity_peak,drawdown_usd,drawdown_pct,day,week_start,month
2025-08-12 20:00:00+00:00,LINKUSDT,8.0,7.919976666666667,2376744.3363888524,5000.0,39599.88333333333,0.0,962143.6488037287,0.01666139800021575,2416344.2197221857,2416344.2197221857,0.0,0.0,2025-08-12,2025-08-12,2025-08
2025-08-13 09:05:00+00:00,SOLUSDT,8.0,-1.032065945945946,2416344.2197221857,5000.0,-5160.32972972973,0.0,962143.6488037287,-0.002135593798106724,2411183.889992456,2416344.2197221857,5160.329729729798,-0.002135593798106794,2025-08-13,2025-08-12,2025-08
2025-08-13 16:10:00+00:00,LINKUSDT,8.0,0.6867923497267759,2411183.889992456,5000.0,3433.96174863388,0.0,962143.6488037287,0.001424180778117518,2414617.85174109,2416344.2197221857,1726.3679810957983,-0.0007144544916263262,2025-08-13,2025-08-12,2025-08
2025-08-14 00:00:00+00:00,BTCUSDT,8.0,-1.331377137713754,2414617.85174109,5000.0,-6656.88568856877,0.0,962143.6488037287,-0.002756910657215899,2407960.966052521,2416344.2197221857,8383.25366966473,-0.003469395461640268,2025-08-14,2025-08-12,2025-08
2025-08-16 09:35:00+00:00,XRPUSDT,8.0,7.943624223602486,2407960.966052521,5000.0,39718.12111801243,0.0,962143.6488037287,0.016494503722427088,2447679.0871705334,2447679.0871705334,0.0,0.0,2025-08-16,2025-08-12,2025-08
2025-08-17 20:00:00+00:00,LINKUSDT,8.0,7.342750000000024,2447679.0871705334,5000.0,36713.75000000012,0.0,962143.6488037287,0.01499941319613122,2484392.8371705334,2484392.8371705334,0.0,0.0,2025-08-17,2025-08-12,2025-08
2025-08-18 08:00:00+00:00,XRPUSDT,8.0,-1.0383102564102562,2484392.8371705334,5000.0,-5191.551282051281,0.0,962143.6488037287,-0.0020896660159284318,2479201.285888482,2484392.8371705334,5191.551282051485,-0.0020896660159285263,2025-08-18,2025-08-12,2025-08
2025-08-18 09:05:00+00:00,BTCUSDT,8.0,-1.1099505246422894,2479201.285888482,5000.0,-5549.752623211447,0.0,962143.6488037287,-0.00223852442107078,2473651.5332652703,2484392.8371705334,10741.303905263077,-0.004323512668590768,2025-08-18,2025-08-12,2025-08
2025-08-19 08:00:00+00:00,BTCUSDT,8.0,6.427990410958486,2473651.5332652703,5000.0,32139.95205479243,0.0,962143.6488037287,0.012992918211227205,2505791.485320063,2505791.485320063,0.0,0.0,2025-08-19,2025-08-19,2025-08
2025-08-19 20:00:00+00:00,BTCUSDT,8.0,-1.1522491298527404,2505791.485320063,5000.0,-5761.245649263702,0.0,962143.6488037287,-0.0022991720113247262,2500030.239670799,2505791.485320063,5761.245649263728,-0.0022991720113247904,2025-08-19,2025-08-19,2025-08
2025-08-19 20:00:00+00:00,XRPUSDT,8.0,-1.2833645161290026,2500030.239670799,5000.0,-6416.822580645013,0.0,962143.6488037287,-0.0025666979858171525,2493613.4170901543,2505791.485320063,12178.06822990859,-0.0048599687169713635,2025-08-19,2025-08-19,2025-08
2025-08-20 00:00:00+00:00,ETHUSDT,8.0,-1.042959336099585,2493613.4170901543,5000.0,-5214.796680497925,0.0,962143.6488037287,-0.002091261077101186,2488398.6204096563,2505791.485320063,17392.864910406526,-0.006941066330658718,2025-08-20,2025-08-19,2025-08
2025-08-20 04:00:00+00:00,SOLUSDT,8.0,7.903934545454548,2488398.6204096563,5000.0,39519.67272727274,0.0,962143.6488037287,0.015881568331992866,2527918.293136929,2527918.293136929,0.0,0.0,2025-08-20,2025-08-19,2025-08
2025-08-21 16:00:00+00:00,BTCUSDT,8.0,-1.1934435575826745,2527918.293136929,5000.0,-5967.217787913372,0.0,962143.6488037287,-0.0023605263683220425,2521951.0753490156,2527918.293136929,5967.217787913512,-0.002360526368322069,2025-08-21,2025-08-19,2025-08
2025-08-22 00:00:00+00:00,XRPUSDT,8.0,-1.0511982142857133,2521951.0753490156,5000.0,-5255.991071428566,0.0,962143.6488037287,-0.0020840971590621294,2516695.084277587,2527918.293136929,11223.20885934215,-0.004439703961086172,2025-08-22,2025-08-19,2025-08
2025-08-23 00:05:00+00:00,ETHUSDT,8.0,0.6441164996144837,2516695.084277587,5000.0,3220.5824980724183,0.0,962143.6488037287,0.0012796872049348326,2519915.6667756597,2527918.293136929,8002.626361269504,-0.0031656981885038737,2025-08-23,2025-08-19,2025-08
2025-08-23 12:15:00+00:00,SOLUSDT,8.0,0.682502840909094,2519915.6667756597,5000.0,3412.51420454547,0.0,962143.6488037287,0.001354217623049238,2523328.180980205,2527918.293136929,4590.112156724092,-0.0018157676097307895,2025-08-23,2025-08-19,2025-08
2025-08-24 08:05:00+00:00,SOLUSDT,8.0,0.6792185430463568,2523328.180980205,5000.0,3396.0927152317836,0.0,962143.6488037287,0.0013458783288000798,2526724.273695437,2527918.293136929,1194.01944149239,-0.00047233308320682177,2025-08-24,2025-08-19,2025-08
2025-08-25 20:00:00+00:00,BTCUSDT,8.0,-1.0162936305732484,2526724.273695437,5000.0,-5081.468152866242,0.0,962143.6488037287,-0.0020110893007864246,2521642.8055425705,2527918.293136929,6275.487594358623,-0.002482472479983233,2025-08-25,2025-08-19,2025-08
2025-08-26 06:50:00+00:00,LINKUSDT,8.0,-1.0233740000000002,2521642.8055425705,5000.0,-5116.870000000001,0.0,962143.6488037287,-0.002029181130948888,2516525.9355425704,2527918.293136929,11392.357594358735,-0.004506616224617677,2025-08-26,2025-08-26,2025-08
2025-08-29 07:00:00+00:00,XRPUSDT,8.0,0.676583606557377,2516525.9355425704,5000.0,3382.9180327868853,0.0,962143.6488037287,0.0013442810125688287,2519908.8535753572,2527918.293136929,8009.439561571926,-0.0031683933706705414,2025-08-29,2025-08-26,2025-08
2025-08-29 20:00:00+00:00,BTCUSDT,8.0,-1.108226173826178,2519908.8535753572,5000.0,-5541.1308691308905,0.0,962143.6488037287,-0.002198940989976241,2514367.722706226,2527918.293136929,13550.570430702996,-0.005360367250591747,2025-08-29,2025-08-26,2025-08
2025-08-29 20:00:00+00:00,XRPUSDT,8.0,-1.0477471910112353,2514367.722706226,5000.0,-5238.735955056176,0.0,962143.6488037287,-0.0020835202057946,2509128.98675117,2527918.293136929,18789.306385759264,-0.007432719022909318,2025-08-29,2025-08-26,2025-08
