audit_scope,symbol,tp_r,entry_ts_utc,exit_ts_utc,entry_price,stop_init,risk,baseline_r,managed_r,delta_r,managed_reason,hold_5m_bars
first_25_by_entry,XRPUSDT,0.5,2024-09-29T16:00:00+00:00,2024-09-29T16:00:00+00:00,0.6597,0.6661,0.0064,0.469076562500009,0.469076562500009,0.0,TP,1
first_25_by_entry,XRPUSDT,0.5,2024-10-03T00:00:00+00:00,2024-10-03T00:20:00+00:00,0.5379,0.5267,0.0112,-1.0144080357142855,-1.0144080357142855,0.0,SL,5
first_25_by_entry,XRPUSDT,0.5,2024-10-04T00:00:00+00:00,2024-10-04T02:10:00+00:00,0.5214,0.5113,0.0100999999999999,0.4845128712871287,0.4845128712871287,0.0,TP,27
first_25_by_entry,XRPUSDT,0.5,2024-10-26T00:00:00+00:00,2024-10-26T02:40:00+00:00,0.5017,0.4858,0.0159,0.4905339622641509,0.4905339622641509,0.0,TP,33
first_25_by_entry,XRPUSDT,0.5,2024-11-10T08:00:00+00:00,2024-11-10T08:40:00+00:00,0.586,0.5931,0.0070999999999999,0.475239436619726,0.475239436619726,0.0,TP,9
first_25_by_entry,XRPUSDT,0.5,2024-11-12T00:00:00+00:00,2024-11-12T00:00:00+00:00,0.6217,0.634,0.0122999999999999,0.4848365853658536,0.4848365853658536,0.0,TP,1
first_25_by_entry,XRPUSDT,0.5,2024-11-12T12:00:00+00:00,2024-11-12T15:35:00+00:00,0.6481,0.6995,0.0514,-1.0037826848249027,-1.0037826848249027,0.0,SL,44
first_25_by_entry,XRPUSDT,0.5,2024-11-13T16:00:00+00:00,2024-11-13T16:00:00+00:00,0.7133,0.7213,0.008,0.47325125,0.47325125,0.0,TP,1
first_25_by_entry,XRPUSDT,0.5,2024-11-14T20:00:00+00:00,2024-11-14T20:00:00+00:00,0.7909,0.801,0.0100999999999999,0.4765079207920792,0.4765079207920792,0.0,TP,1
first_25_by_entry,XRPUSDT,0.5,2024-11-15T12:00:00+00:00,2024-11-15T12:05:00+00:00,0.8272,0.84,0.0127999999999999,0.4806124999999999,0.4806124999999999,0.0,TP,2
first_25_by_entry,XRPUSDT,0.5,2024-11-18T08:00:00+00:00,2024-11-18T08:10:00+00:00,1.1715,1.1874,0.0159,0.4778962264151014,0.4778962264151014,0.0,TP,3
first_25_by_entry,XRPUSDT,0.5,2024-11-22T04:00:00+00:00,2024-11-22T04:05:00+00:00,1.3853,1.412,0.0266999999999999,-1.015565168539326,-1.015565168539326,0.0,SL,2
first_25_by_entry,XRPUSDT,1.0,2024-03-11T20:00:00+00:00,2024-03-11T21:00:00+00:00,0.7316,0.7455,0.0139,0.984210071942446,0.984210071942446,0.0,TP,13
first_25_by_entry,XRPUSDT,1.0,2024-04-12T20:00:00+00:00,2024-04-13T19:55:00+00:00,0.5364,0.4907,0.0456999999999999,-1.0035212253829322,-1.0035212253829322,0.0,SL,288
first_25_by_entry,XRPUSDT,1.0,2024-04-13T20:00:00+00:00,2024-04-13T20:05:00+00:00,0.4916,0.4686,0.0229999999999999,-1.0064121739130434,-1.0064121739130434,0.0,SL,2
first_25_by_entry,XRPUSDT,1.0,2024-04-14T12:00:00+00:00,2024-04-14T22:05:00+00:00,0.4823,0.4636,0.0186999999999999,0.9922625668449198,0.6922625668449195,-0.30000000000000027,BE,122
first_25_by_entry,XRPUSDT,1.0,2024-06-07T20:00:00+00:00,2024-07-04T02:00:00+00:00,0.4929,0.4475,0.0453999999999999,-1.0032570484581498,-1.0032570484581498,0.0,SL,7561
first_25_by_entry,XRPUSDT,1.0,2024-07-04T16:00:00+00:00,2024-07-04T18:15:00+00:00,0.4444,0.4377,0.0067,-1.0198985074626865,-1.0198985074626865,0.0,SL,28
first_25_by_entry,XRPUSDT,1.0,2024-07-13T08:00:00+00:00,2024-07-13T08:00:00+00:00,0.5151,0.5157,0.0006,-1.2575499999999806,-1.2575499999999806,0.0,SL,1
first_25_by_entry,XRPUSDT,1.0,2024-07-17T08:00:00+00:00,2024-07-17T08:35:00+00:00,0.6088,0.6176,0.0088,-1.0207545454545457,-1.0207545454545457,0.0,SL,8
first_25_by_entry,XRPUSDT,1.0,2024-07-18T00:00:00+00:00,2024-07-18T01:10:00+00:00,0.6256,0.6376,0.0119999999999999,0.98436,0.98436,0.0,TP,15
first_25_by_entry,XRPUSDT,1.0,2024-08-05T04:00:00+00:00,2024-08-05T06:20:00+00:00,0.473,0.4497,0.0232999999999999,-1.0060901287553647,-1.0060901287553647,0.0,SL,29
first_25_by_entry,XRPUSDT,1.0,2024-09-06T20:00:00+00:00,2024-09-06T20:10:00+00:00,0.5151,0.5125,0.0026,0.9405653846153856,0.9405653846153856,0.0,TP,3
first_25_by_entry,XRPUSDT,1.0,2024-09-14T08:00:00+00:00,2024-09-14T08:15:00+00:00,0.5791,0.5803,0.0012,-1.1447749999999892,0.5552250000000108,1.7000000000000002,BE,4
first_25_by_entry,XRPUSDT,1.0,2024-09-28T20:00:00+00:00,2024-09-28T20:45:00+00:00,0.6227,0.626,0.0032999999999999,0.9433909090909086,0.9433909090909086,0.0,TP,10
first_25_by_entry,XRPUSDT,1.0,2024-09-29T16:00:00+00:00,2024-09-29T16:20:00+00:00,0.6597,0.6661,0.0064,0.9690765625000004,0.9690765625000004,0.0,TP,5
first_25_by_entry,XRPUSDT,1.0,2024-10-03T00:00:00+00:00,2024-10-03T00:20:00+00:00,0.5379,0.5267,0.0112,-1.0144080357142855,-1.0144080357142855,0.0,SL,5
first_25_by_entry,XRPUSDT,1.0,2024-10-04T00:00:00+00:00,2024-10-04T16:30:00+00:00,0.5214,0.5113,0.0100999999999999,0.9845128712871288,0.9845128712871288,0.0,TP,199
first_25_by_entry,XRPUSDT,1.0,2024-10-26T00:00:00+00:00,2024-10-27T08:40:00+00:00,0.5017,0.4858,0.0159,0.9905339622641508,0.6905339622641481,-0.3000000000000027,BE,393
first_25_by_entry,XRPUSDT,1.0,2024-11-10T08:00:00+00:00,2024-11-10T12:30:00+00:00,0.586,0.5931,0.0070999999999999,-1.0247605633802817,-1.0247605633802817,0.0,SL,55
first_25_by_entry,XRPUSDT,1.0,2024-11-12T00:00:00+00:00,2024-11-12T00:10:00+00:00,0.6217,0.634,0.0122999999999999,0.9848365853658536,0.6848365853658555,-0.29999999999999816,BE,3
first_25_by_entry,XRPUSDT,1.0,2024-11-12T12:00:00+00:00,2024-11-12T15:35:00+00:00,0.6481,0.6995,0.0514,-1.0037826848249027,-1.0037826848249027,0.0,SL,44
first_25_by_entry,XRPUSDT,1.0,2024-11-13T16:00:00+00:00,2024-11-13T16:15:00+00:00,0.7133,0.7213,0.008,0.97325125,0.97325125,0.0,TP,4
first_25_by_entry,XRPUSDT,1.0,2024-11-14T20:00:00+00:00,2024-11-14T20:00:00+00:00,0.7909,0.801,0.0100999999999999,0.9765079207920792,0.9765079207920792,0.0,TP,1
first_25_by_entry,XRPUSDT,1.0,2024-11-15T12:00:00+00:00,2024-11-15T12:30:00+00:00,0.8272,0.84,0.0127999999999999,-1.0193875,-1.0193875,0.0,SL,7
first_25_by_entry,XRPUSDT,1.0,2024-11-18T08:00:00+00:00,2024-11-18T08:40:00+00:00,1.1715,1.1874,0.0159,0.9778962264150944,0.9778962264150944,0.0,TP,9
first_25_by_entry,XRPUSDT,1.0,2024-11-22T04:00:00+00:00,2024-11-22T04:05:00+00:00,1.3853,1.412,0.0266999999999999,-1.015565168539326,-1.015565168539326,0.0,SL,2
first_25_be_exits,XRPUSDT,1.0,2024-04-14T12:00:00+00:00,2024-04-14T22:05:00+00:00,0.4823,0.4636,0.0186999999999999,0.9922625668449198,0.6922625668449195,-0.30000000000000027,BE,122
first_25_be_exits,XRPUSDT,1.0,2024-09-14T08:00:00+00:00,2024-09-14T08:15:00+00:00,0.5791,0.5803,0.0012,-1.1447749999999892,0.5552250000000108,1.7000000000000002,BE,4
first_25_be_exits,XRPUSDT,1.0,2024-10-26T00:00:00+00:00,2024-10-27T08:40:00+00:00,0.5017,0.4858,0.0159,0.9905339622641508,0.6905339622641481,-0.3000000000000027,BE,393
first_25_be_exits,XRPUSDT,1.0,2024-11-12T00:00:00+00:00,2024-11-12T00:10:00+00:00,0.6217,0.634,0.0122999999999999,0.9848365853658536,0.6848365853658555,-0.29999999999999816,BE,3
first_25_be_exits,XRPUSDT,1.0,2025-01-15T04:00:00+00:00,2025-01-15T04:40:00+00:00,2.8308,2.8777,0.0468999999999999,0.9818925373134328,0.6818925373134367,-0.29999999999999616,BE,9
first_25_be_exits,XRPUSDT,1.0,2025-01-16T00:00:00+00:00,2025-01-16T00:00:00+00:00,3.1411,3.1992,0.0581,0.983780895008606,0.6837808950086052,-0.3000000000000008,BE,1
first_25_be_exits,XRPUSDT,1.0,2025-02-25T00:00:00+00:00,2025-02-25T00:00:00+00:00,2.2769,2.231,0.0459,-1.0148816993464052,0.6851183006535938,1.6999999999999988,BE,1
first_25_be_exits,XRPUSDT,1.0,2025-03-29T08:00:00+00:00,2025-03-29T08:10:00+00:00,2.1212,2.1095,0.0116999999999998,0.9456102564102556,0.6456102564102594,-0.29999999999999627,BE,3
first_25_be_exits,XRPUSDT,1.0,2025-04-23T08:00:00+00:00,2025-04-23T08:00:00+00:00,2.2563,2.2641,0.0078,-1.086780769230769,0.6132192307692026,1.6999999999999715,BE,1
first_25_be_exits,XRPUSDT,1.0,2025-05-31T04:00:00+00:00,2025-05-31T05:15:00+00:00,2.109,2.0778,0.0312000000000001,0.979721153846154,0.6797211538461538,-0.30000000000000016,BE,16
first_25_be_exits,XRPUSDT,1.0,2025-06-22T16:00:00+00:00,2025-06-22T16:00:00+00:00,1.9331,1.924,0.0091000000000001,0.9362714285714292,0.6362714285714195,-0.3000000000000097,BE,1
first_25_be_exits,XRPUSDT,1.0,2025-07-10T12:00:00+00:00,2025-07-10T12:00:00+00:00,2.4519,2.4613,0.0093999999999998,0.9217478723404244,0.6217478723404385,-0.29999999999998594,BE,1
first_25_be_exits,XRPUSDT,1.0,2025-07-17T08:00:00+00:00,2025-07-17T08:05:00+00:00,3.1573,3.1749,0.0175999999999998,-1.0538176136363642,0.6461823863636358,1.7,BE,2
first_25_be_exits,XRPUSDT,1.0,2025-09-13T12:00:00+00:00,2025-09-13T13:05:00+00:00,3.1719,3.1855,0.0136000000000002,0.9300316176470602,0.6300316176470602,-0.30000000000000004,BE,14
first_25_be_exits,XRPUSDT,1.0,2025-12-18T08:00:00+00:00,2025-12-18T09:00:00+00:00,1.8403,1.8253,0.0150000000000001,0.9631940000000004,0.6631940000000063,-0.29999999999999416,BE,13
first_25_be_exits,XRPUSDT,1.0,2026-01-25T20:00:00+00:00,2026-01-25T20:05:00+00:00,1.817,1.8095,0.0074999999999998,0.9273199999999984,0.6273200000000103,-0.29999999999998805,BE,2
first_25_by_entry,XRPUSDT,2.0,2024-03-11T20:00:00+00:00,2024-03-11T21:00:00+00:00,0.7316,0.7455,0.0139,1.984210071942446,0.684210071942446,-1.3,BE,13
first_25_by_entry,XRPUSDT,2.0,2024-04-12T20:00:00+00:00,2024-04-13T19:55:00+00:00,0.5364,0.4907,0.0456999999999999,-1.0035212253829322,-1.0035212253829322,0.0,SL,288
first_25_by_entry,XRPUSDT,2.0,2024-04-13T20:00:00+00:00,2024-04-13T20:05:00+00:00,0.4916,0.4686,0.0229999999999999,-1.0064121739130434,-1.0064121739130434,0.0,SL,2
first_25_by_entry,XRPUSDT,2.0,2024-04-14T12:00:00+00:00,2024-04-14T22:05:00+00:00,0.4823,0.4636,0.0186999999999999,1.992262566844923,0.6922625668449195,-1.3000000000000034,BE,122
first_25_by_entry,XRPUSDT,2.0,2024-06-07T20:00:00+00:00,2024-07-04T02:00:00+00:00,0.4929,0.4475,0.0453999999999999,-1.0032570484581498,-1.0032570484581498,0.0,SL,7561
first_25_by_entry,XRPUSDT,2.0,2024-07-04T16:00:00+00:00,2024-07-04T18:15:00+00:00,0.4444,0.4377,0.0067,-1.0198985074626865,-1.0198985074626865,0.0,SL,28
first_25_by_entry,XRPUSDT,2.0,2024-07-13T08:00:00+00:00,2024-07-13T08:00:00+00:00,0.5151,0.5157,0.0006,-1.2575499999999806,-1.2575499999999806,0.0,SL,1
first_25_by_entry,XRPUSDT,2.0,2024-07-17T08:00:00+00:00,2024-07-17T08:35:00+00:00,0.6088,0.6176,0.0088,-1.0207545454545457,-1.0207545454545457,0.0,SL,8
first_25_by_entry,XRPUSDT,2.0,2024-07-18T00:00:00+00:00,2024-07-18T01:10:00+00:00,0.6256,0.6376,0.0119999999999999,1.98436,0.6843600000000026,-1.2999999999999972,BE,15
first_25_by_entry,XRPUSDT,2.0,2024-08-05T04:00:00+00:00,2024-08-05T06:20:00+00:00,0.473,0.4497,0.0232999999999999,-1.0060901287553647,-1.0060901287553647,0.0,SL,29
first_25_by_entry,XRPUSDT,2.0,2024-09-06T20:00:00+00:00,2024-09-06T20:10:00+00:00,0.5151,0.5125,0.0026,-1.0594346153846144,0.6405653846153899,1.7000000000000042,BE,3
first_25_by_entry,XRPUSDT,2.0,2024-09-14T08:00:00+00:00,2024-09-14T08:15:00+00:00,0.5791,0.5803,0.0012,-1.1447749999999892,0.5552250000000108,1.7000000000000002,BE,4
first_25_by_entry,XRPUSDT,2.0,2024-09-28T20:00:00+00:00,2024-09-28T20:45:00+00:00,0.6227,0.626,0.0032999999999999,1.9433909090909085,0.6433909090909254,-1.299999999999983,BE,10
first_25_by_entry,XRPUSDT,2.0,2024-09-29T16:00:00+00:00,2024-09-29T16:20:00+00:00,0.6597,0.6661,0.0064,1.9690765625000004,0.6690765624999987,-1.3000000000000016,BE,5
first_25_by_entry,XRPUSDT,2.0,2024-10-03T00:00:00+00:00,2024-10-03T00:20:00+00:00,0.5379,0.5267,0.0112,-1.0144080357142855,-1.0144080357142855,0.0,SL,5
first_25_by_entry,XRPUSDT,2.0,2024-10-04T00:00:00+00:00,2024-10-04T16:30:00+00:00,0.5214,0.5113,0.0100999999999999,1.9845128712871287,0.6845128712871309,-1.2999999999999978,BE,199
first_25_by_entry,XRPUSDT,2.0,2024-10-26T00:00:00+00:00,2024-10-27T08:40:00+00:00,0.5017,0.4858,0.0159,1.990533962264151,0.6905339622641481,-1.300000000000003,BE,393
first_25_by_entry,XRPUSDT,2.0,2024-11-10T08:00:00+00:00,2024-11-10T12:30:00+00:00,0.586,0.5931,0.0070999999999999,-1.0247605633802817,-1.0247605633802817,0.0,SL,55
first_25_by_entry,XRPUSDT,2.0,2024-11-12T00:00:00+00:00,2024-11-12T00:10:00+00:00,0.6217,0.634,0.0122999999999999,-1.0151634146341464,0.6848365853658555,1.700000000000002,BE,3
first_25_by_entry,XRPUSDT,2.0,2024-11-12T12:00:00+00:00,2024-11-12T15:35:00+00:00,0.6481,0.6995,0.0514,-1.0037826848249027,-1.0037826848249027,0.0,SL,44
first_25_by_entry,XRPUSDT,2.0,2024-11-13T16:00:00+00:00,2024-11-13T16:15:00+00:00,0.7133,0.7213,0.008,-1.02674875,0.6732512500000055,1.7000000000000055,BE,4
first_25_by_entry,XRPUSDT,2.0,2024-11-14T20:00:00+00:00,2024-11-14T20:00:00+00:00,0.7909,0.801,0.0100999999999999,1.9765079207920793,0.6765079207920813,-1.299999999999998,BE,1
first_25_by_entry,XRPUSDT,2.0,2024-11-15T12:00:00+00:00,2024-11-15T12:30:00+00:00,0.8272,0.84,0.0127999999999999,-1.0193875,-1.0193875,0.0,SL,7
first_25_by_entry,XRPUSDT,2.0,2024-11-18T08:00:00+00:00,2024-11-18T08:40:00+00:00,1.1715,1.1874,0.0159,1.9778962264150943,0.6778962264150985,-1.2999999999999958,BE,9
first_25_by_entry,XRPUSDT,2.0,2024-11-22T04:00:00+00:00,2024-11-22T04:05:00+00:00,1.3853,1.412,0.0266999999999999,-1.015565168539326,-1.015565168539326,0.0,SL,2
first_25_be_exits,XRPUSDT,2.0,2024-03-11T20:00:00+00:00,2024-03-11T21:00:00+00:00,0.7316,0.7455,0.0139,1.984210071942446,0.684210071942446,-1.3,BE,13
first_25_be_exits,XRPUSDT,2.0,2024-04-14T12:00:00+00:00,2024-04-14T22:05:00+00:00,0.4823,0.4636,0.0186999999999999,1.992262566844923,0.6922625668449195,-1.3000000000000034,BE,122
first_25_be_exits,XRPUSDT,2.0,2024-07-18T00:00:00+00:00,2024-07-18T01:10:00+00:00,0.6256,0.6376,0.0119999999999999,1.98436,0.6843600000000026,-1.2999999999999972,BE,15
first_25_be_exits,XRPUSDT,2.0,2024-09-06T20:00:00+00:00,2024-09-06T20:10:00+00:00,0.5151,0.5125,0.0026,-1.0594346153846144,0.6405653846153899,1.7000000000000042,BE,3
first_25_be_exits,XRPUSDT,2.0,2024-09-14T08:00:00+00:00,2024-09-14T08:15:00+00:00,0.5791,0.5803,0.0012,-1.1447749999999892,0.5552250000000108,1.7000000000000002,BE,4
first_25_be_exits,XRPUSDT,2.0,2024-09-28T20:00:00+00:00,2024-09-28T20:45:00+00:00,0.6227,0.626,0.0032999999999999,1.9433909090909085,0.6433909090909254,-1.299999999999983,BE,10
first_25_be_exits,XRPUSDT,2.0,2024-09-29T16:00:00+00:00,2024-09-29T16:20:00+00:00,0.6597,0.6661,0.0064,1.9690765625000004,0.6690765624999987,-1.3000000000000016,BE,5
first_25_be_exits,XRPUSDT,2.0,2024-10-04T00:00:00+00:00,2024-10-04T16:30:00+00:00,0.5214,0.5113,0.0100999999999999,1.9845128712871287,0.6845128712871309,-1.2999999999999978,BE,199
first_25_be_exits,XRPUSDT,2.0,2024-10-26T00:00:00+00:00,2024-10-27T08:40:00+00:00,0.5017,0.4858,0.0159,1.990533962264151,0.6905339622641481,-1.300000000000003,BE,393
first_25_be_exits,XRPUSDT,2.0,2024-11-12T00:00:00+00:00,2024-11-12T00:10:00+00:00,0.6217,0.634,0.0122999999999999,-1.0151634146341464,0.6848365853658555,1.700000000000002,BE,3
first_25_be_exits,XRPUSDT,2.0,2024-11-13T16:00:00+00:00,2024-11-13T16:15:00+00:00,0.7133,0.7213,0.008,-1.02674875,0.6732512500000055,1.7000000000000055,BE,4
first_25_be_exits,XRPUSDT,2.0,2024-11-14T20:00:00+00:00,2024-11-14T20:00:00+00:00,0.7909,0.801,0.0100999999999999,1.9765079207920793,0.6765079207920813,-1.299999999999998,BE,1
first_25_be_exits,XRPUSDT,2.0,2024-11-18T08:00:00+00:00,2024-11-18T08:40:00+00:00,1.1715,1.1874,0.0159,1.9778962264150943,0.6778962264150985,-1.2999999999999958,BE,9
first_25_be_exits,XRPUSDT,2.0,2025-01-15T04:00:00+00:00,2025-01-15T04:40:00+00:00,2.8308,2.8777,0.0468999999999999,-1.0181074626865672,0.6818925373134367,1.7000000000000037,BE,9
first_25_be_exits,XRPUSDT,2.0,2025-01-15T16:00:00+00:00,2025-01-15T16:15:00+00:00,2.9705,3.036,0.0655000000000001,-1.0136053435114505,0.686394656488551,1.7000000000000015,BE,4
first_25_be_exits,XRPUSDT,2.0,2025-01-16T00:00:00+00:00,2025-01-16T00:00:00+00:00,3.1411,3.1992,0.0581,1.9837808950086055,0.6837808950086052,-1.3000000000000003,BE,1
first_25_be_exits,XRPUSDT,2.0,2025-01-16T12:00:00+00:00,2025-01-16T12:00:00+00:00,3.196,3.22,0.024,-1.03995,0.6600499999999964,1.6999999999999962,BE,1
first_25_be_exits,XRPUSDT,2.0,2025-01-17T04:00:00+00:00,2025-01-17T13:35:00+00:00,3.3068,3.4043,0.0975000000000001,1.9898252307692308,0.689825230769229,-1.3000000000000018,BE,116
first_25_be_exits,XRPUSDT,2.0,2025-02-25T00:00:00+00:00,2025-02-25T00:00:00+00:00,2.2769,2.231,0.0459,-1.0148816993464052,0.6851183006535938,1.6999999999999988,BE,1
first_25_be_exits,XRPUSDT,2.0,2025-03-29T08:00:00+00:00,2025-03-29T08:10:00+00:00,2.1212,2.1095,0.0116999999999998,-1.0543897435897445,0.6456102564102594,1.7000000000000037,BE,3
first_25_be_exits,XRPUSDT,2.0,2025-04-23T08:00:00+00:00,2025-04-23T08:00:00+00:00,2.2563,2.2641,0.0078,-1.086780769230769,0.6132192307692026,1.6999999999999715,BE,1
first_25_be_exits,XRPUSDT,2.0,2025-05-31T04:00:00+00:00,2025-05-31T05:15:00+00:00,2.109,2.0778,0.0312000000000001,1.979721153846154,0.6797211538461538,-1.3000000000000003,BE,16
first_25_be_exits,XRPUSDT,2.0,2025-06-22T16:00:00+00:00,2025-06-22T16:00:00+00:00,1.9331,1.924,0.0091000000000001,1.9362714285714293,0.6362714285714195,-1.3000000000000098,BE,1
first_25_be_exits,XRPUSDT,2.0,2025-07-10T12:00:00+00:00,2025-07-10T12:00:00+00:00,2.4519,2.4613,0.0093999999999998,1.921747872340424,0.6217478723404385,-1.2999999999999856,BE,1
first_25_be_exits,XRPUSDT,2.0,2025-07-15T00:00:00+00:00,2025-07-15T01:30:00+00:00,2.9583,3.0379,0.0796000000000001,-1.0111493718592963,0.6888506281407024,1.6999999999999988,BE,19
first_25_by_entry,XRPUSDT,2.5,2024-03-11T20:00:00+00:00,2024-03-11T21:00:00+00:00,0.7316,0.7455,0.0139,2.4842100719424463,0.684210071942446,-1.8000000000000003,BE,13
first_25_by_entry,XRPUSDT,2.5,2024-04-12T20:00:00+00:00,2024-04-13T19:55:00+00:00,0.5364,0.4907,0.0456999999999999,-1.0035212253829322,-1.0035212253829322,0.0,SL,288
first_25_by_entry,XRPUSDT,2.5,2024-04-13T20:00:00+00:00,2024-04-13T20:05:00+00:00,0.4916,0.4686,0.0229999999999999,-1.0064121739130434,-1.0064121739130434,0.0,SL,2
first_25_by_entry,XRPUSDT,2.5,2024-04-14T12:00:00+00:00,2024-04-14T22:05:00+00:00,0.4823,0.4636,0.0186999999999999,2.492262566844921,0.6922625668449195,-1.8000000000000016,BE,122
first_25_by_entry,XRPUSDT,2.5,2024-06-07T20:00:00+00:00,2024-07-04T02:00:00+00:00,0.4929,0.4475,0.0453999999999999,-1.0032570484581498,-1.0032570484581498,0.0,SL,7561
first_25_by_entry,XRPUSDT,2.5,2024-07-04T16:00:00+00:00,2024-07-04T18:15:00+00:00,0.4444,0.4377,0.0067,-1.0198985074626865,-1.0198985074626865,0.0,SL,28
first_25_by_entry,XRPUSDT,2.5,2024-07-13T08:00:00+00:00,2024-07-13T08:00:00+00:00,0.5151,0.5157,0.0006,-1.2575499999999806,-1.2575499999999806,0.0,SL,1
first_25_by_entry,XRPUSDT,2.5,2024-07-17T08:00:00+00:00,2024-07-17T08:35:00+00:00,0.6088,0.6176,0.0088,-1.0207545454545457,-1.0207545454545457,0.0,SL,8
first_25_by_entry,XRPUSDT,2.5,2024-07-18T00:00:00+00:00,2024-07-18T01:10:00+00:00,0.6256,0.6376,0.0119999999999999,2.4843599999999952,0.6843600000000026,-1.7999999999999927,BE,15
first_25_by_entry,XRPUSDT,2.5,2024-08-05T04:00:00+00:00,2024-08-05T06:20:00+00:00,0.473,0.4497,0.0232999999999999,-1.0060901287553647,-1.0060901287553647,0.0,SL,29
first_25_by_entry,XRPUSDT,2.5,2024-09-06T20:00:00+00:00,2024-09-06T20:10:00+00:00,0.5151,0.5125,0.0026,-1.0594346153846144,0.6405653846153899,1.7000000000000042,BE,3
first_25_by_entry,XRPUSDT,2.5,2024-09-14T08:00:00+00:00,2024-09-14T08:15:00+00:00,0.5791,0.5803,0.0012,-1.1447749999999892,0.5552250000000108,1.7000000000000002,BE,4
first_25_by_entry,XRPUSDT,2.5,2024-09-28T20:00:00+00:00,2024-09-28T20:45:00+00:00,0.6227,0.626,0.0032999999999999,2.443390909090892,0.6433909090909254,-1.7999999999999665,BE,10
first_25_by_entry,XRPUSDT,2.5,2024-09-29T16:00:00+00:00,2024-09-29T16:20:00+00:00,0.6597,0.6661,0.0064,2.469076562500009,0.6690765624999987,-1.8000000000000105,BE,5
first_25_by_entry,XRPUSDT,2.5,2024-10-03T00:00:00+00:00,2024-10-03T00:20:00+00:00,0.5379,0.5267,0.0112,-1.0144080357142855,-1.0144080357142855,0.0,SL,5
first_25_by_entry,XRPUSDT,2.5,2024-10-04T00:00:00+00:00,2024-10-04T16:30:00+00:00,0.5214,0.5113,0.0100999999999999,2.4845128712871287,0.6845128712871309,-1.7999999999999978,BE,199
first_25_by_entry,XRPUSDT,2.5,2024-10-26T00:00:00+00:00,2024-10-27T08:40:00+00:00,0.5017,0.4858,0.0159,2.490533962264151,0.6905339622641481,-1.800000000000003,BE,393
first_25_by_entry,XRPUSDT,2.5,2024-11-10T08:00:00+00:00,2024-11-10T12:30:00+00:00,0.586,0.5931,0.0070999999999999,-1.0247605633802817,-1.0247605633802817,0.0,SL,55
first_25_by_entry,XRPUSDT,2.5,2024-11-12T00:00:00+00:00,2024-11-12T00:10:00+00:00,0.6217,0.634,0.0122999999999999,-1.0151634146341464,0.6848365853658555,1.700000000000002,BE,3
first_25_by_entry,XRPUSDT,2.5,2024-11-12T12:00:00+00:00,2024-11-12T15:35:00+00:00,0.6481,0.6995,0.0514,-1.0037826848249027,-1.0037826848249027,0.0,SL,44
