tp_r,n_trades,managed_total_r,baseline_total_r
0.5,64,-2.9348234329027565,-2.9348234329027565
1.0,64,-0.23482343290273988,-3.4348234329027383
2.0,64,-2.3348234329027107,1.5651765670972662
2.5,64,-2.6348234329027216,-0.9348234329027707
5.0,64,-1.934823432902717,10.565176567097264
8.0,64,-1.4348234329027152,4.565176567097261
13.0,64,-1.4348234329027152,16.565176567097257
