symbol,n_trades,n_chunks_with_trades,baseline_total_r,managed_total_r,baseline_delta_r,win_pct,max_dd_r,avg_hold_h
XRPUSDT,64,21,-0.9348234329027707,-2.6348234329027216,-1.6999999999999509,56.25,6.460588035017625,13.68359375
