symbol,chunk,chunk_start_utc,chunk_end_utc,n_trades,baseline_total_r,managed_total_r,baseline_delta_r,win_pct,max_dd_r,avg_hold_h
BTCUSDT,2022-01,2022-01-01T00:00:00+00:00,2022-02-01T00:00:00+00:00,3,-3.1267043357002855,-1.3267043357002968,1.7999999999999887,33.33333333333333,1.0555313518390737,1.25
BTCUSDT,2022-02,2022-02-01T00:00:00+00:00,2022-03-01T00:00:00+00:00,9,20.515754725519425,2.415754725519432,-18.099999999999994,44.44444444444444,2.1817058997945193,2.351851851851852
BTCUSDT,2022-03,2022-03-01T00:00:00+00:00,2022-04-01T00:00:00+00:00,10,-10.698381257980577,-1.698381257980616,8.999999999999961,50.0,2.9233612364836046,1.4083333333333334
BTCUSDT,2022-04,2022-04-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,9,20.474454552913166,25.87445455291315,5.399999999999984,66.66666666666666,2.1316127126119353,3.435185185185185
BTCUSDT,2022-05,2022-05-01T00:00:00+00:00,2022-06-01T00:00:00+00:00,5,9.825095018645525,-3.374904981354489,-13.200000000000014,20.0,4.119678376273645,2.9166666666666665
BTCUSDT,2022-06,2022-06-01T00:00:00+00:00,2022-07-01T00:00:00+00:00,5,-5.2749640893643255,-5.2749640893643255,0.0,0.0,4.11056935252222,1.25
BTCUSDT,2022-07,2022-07-01T00:00:00+00:00,2022-08-01T00:00:00+00:00,9,20.292176574386264,20.792176574386264,0.5,77.77777777777779,1.0836565741857644,2.2685185185185186
BTCUSDT,2022-08,2022-08-01T00:00:00+00:00,2022-09-01T00:00:00+00:00,7,6.9308824779461276,10.530882477946149,3.600000000000021,42.857142857142854,1.4975053761137005,2.380952380952381
BTCUSDT,2022-09,2022-09-01T00:00:00+00:00,2022-10-01T00:00:00+00:00,4,-4.164189141162658,-4.164189141162658,0.0,0.0,3.114287019146742,1.0833333333333333
BTCUSDT,2022-10,2022-10-01T00:00:00+00:00,2022-11-01T00:00:00+00:00,10,3.8902009399000193,-0.3097990600999343,-4.199999999999953,60.0,3.3228222822343536,1.575
BTCUSDT,2022-11,2022-11-01T00:00:00+00:00,2022-12-01T00:00:00+00:00,6,8.845525624161654,-2.5544743758383417,-11.399999999999995,33.33333333333333,2.057284457839997,3.7083333333333335
BTCUSDT,2022-12,2022-12-01T00:00:00+00:00,2023-01-01T00:00:00+00:00,6,-6.446831034051861,-2.846831034051819,3.6000000000000423,33.33333333333333,2.535766722880837,13.027777777777779
BTCUSDT,2023-01,2023-01-01T00:00:00+00:00,2023-02-01T00:00:00+00:00,8,-9.341679369373008,-3.94167936937292,5.400000000000087,37.5,3.07656501734198,11.3125
BTCUSDT,2023-02,2023-02-01T00:00:00+00:00,2023-03-01T00:00:00+00:00,5,-5.2761670077547365,-3.4761670077547286,1.8000000000000078,20.0,3.1385021219663907,0.16666666666666666
BTCUSDT,2023-03,2023-03-01T00:00:00+00:00,2023-04-01T00:00:00+00:00,9,-9.29589356850558,-2.0958935685055726,7.200000000000007,44.44444444444444,4.146994758404849,17.0
BTCUSDT,2023-04,2023-04-01T00:00:00+00:00,2023-05-01T00:00:00+00:00,8,6.485403314989847,0.48540331498987543,-5.999999999999972,62.5,1.105540590405905,1.0208333333333333
BTCUSDT,2023-05,2023-05-01T00:00:00+00:00,2023-06-01T00:00:00+00:00,7,22.438718005979407,10.83871800597941,-11.599999999999996,71.42857142857143,1.1335412060301486,3.297619047619047
BTCUSDT,2023-06,2023-06-01T00:00:00+00:00,2023-07-01T00:00:00+00:00,8,-8.676662532263501,-1.4766625322634876,7.2000000000000135,50.0,2.3309783725948545,7.447916666666667
BTCUSDT,2023-07,2023-07-01T00:00:00+00:00,2023-08-01T00:00:00+00:00,2,12.927905048079747,1.5279050480797411,-11.400000000000006,100.0,0.0,12.125
BTCUSDT,2023-08,2023-08-01T00:00:00+00:00,2023-09-01T00:00:00+00:00,4,9.793464561058693,9.793464561058693,0.0,25.0,1.9262709677416459,0.375
BTCUSDT,2023-09,2023-09-01T00:00:00+00:00,2023-10-01T00:00:00+00:00,8,6.330312596715924,1.4303125967159085,-4.9000000000000155,37.5,3.193739142732843,1.71875
BTCUSDT,2023-10,2023-10-01T00:00:00+00:00,2023-11-01T00:00:00+00:00,10,22.412134548745918,4.312134548745876,-18.100000000000044,50.0,2.0987340621787913,1.1083333333333334
