stream,sym,exit_ts_utc,managed_r,cum_r
S1,DOGEUSDT,2022-01-10T17:30:00+00:00,-1.008933,-1.0089
S1,DOGEUSDT,2022-01-13T13:25:00+00:00,-1.00794,-2.0169
S1,LINKUSDT,2022-01-31T01:10:00+00:00,-1.008246,-3.0251
S1,SOLUSDT,2022-02-01T19:55:00+00:00,-1.006735,-4.0319
S1,LINKUSDT,2022-02-08T08:50:00+00:00,-1.011012,-5.0429
S1,XRPUSDT,2022-02-08T15:05:00+00:00,-1.006429,-6.0493
S1,BTCUSDT,2022-02-11T00:45:00+00:00,-1.017271,-7.0666
S1,AVAXUSDT,2022-02-16T10:20:00+00:00,-1.009406,-8.076
S1,SOLUSDT,2022-02-16T14:50:00+00:00,-1.008314,-9.0843
S1,ETHUSDT,2022-02-17T17:45:00+00:00,-1.01164,-10.0959
S1,ETHUSDT,2022-02-19T11:30:00+00:00,-1.009937,-11.1059
S1,XRPUSDT,2022-02-20T01:15:00+00:00,-1.008671,-12.1145
S1,AVAXUSDT,2022-03-01T10:05:00+00:00,-1.005679,-13.1202
S1,BTCUSDT,2022-03-04T14:45:00+00:00,-1.009948,-14.1302
S1,BTCUSDT,2022-03-04T20:10:00+00:00,-1.009422,-15.1396
S1,AVAXUSDT,2022-03-09T19:15:00+00:00,-1.007229,-16.1468
S1,SOLUSDT,2022-03-10T04:15:00+00:00,-1.008309,-17.1551
S1,BTCUSDT,2022-03-10T04:30:00+00:00,-1.010557,-18.1657
S1,XRPUSDT,2022-03-12T07:10:00+00:00,-1.008266,-19.1739
S1,XRPUSDT,2022-03-12T08:20:00+00:00,-1.009408,-20.1834
S1,SOLUSDT,2022-03-15T23:10:00+00:00,-1.012032,-21.1954
S1,DOGEUSDT,2022-03-19T22:15:00+00:00,-1.014249,-22.2096
S1,XRPUSDT,2022-03-20T09:30:00+00:00,-1.01786,-23.2275
S1,AVAXUSDT,2022-03-21T00:25:00+00:00,-1.008317,-24.2358
S1,ETHUSDT,2022-03-21T19:15:00+00:00,-1.014992,-25.2508
S1,XRPUSDT,2022-03-22T18:30:00+00:00,-1.013448,-26.2642
