symbol,n_trades,n_chunks_with_trades,baseline_total_r,managed_total_r,baseline_delta_r,win_pct,max_dd_r,avg_hold_h
BTCUSDT,8,1,-12.642011260968712,-9.242011260968724,3.399999999999988,25.0,8.77653568553036,2.7291666666666665
