symbol,n_trades,total_r,avg_r,median_r,win_rate,tp_rate,sl_rate,time_rate,max_drawdown_r
XRPUSDT,182,18.875494216755264,0.10371150668546848,-1.0076946228655435,0.3901098901098901,0.3516483516483517,0.5879120879120879,0.06043956043956044,14.170717639567265
