stream,sym,exit_ts_utc,managed_r,cum_r
S1,DOGEUSDT,2022-01-13T13:25:00+00:00,-1.00794,-1.0079
S1,LINKUSDT,2022-01-31T01:10:00+00:00,-1.008246,-2.0162
S1,SOLUSDT,2022-02-01T19:55:00+00:00,-1.006735,-3.0229
S1,LINKUSDT,2022-02-08T08:50:00+00:00,-1.011012,-4.0339
S1,XRPUSDT,2022-02-08T15:05:00+00:00,-1.006429,-5.0404
S1,BTCUSDT,2022-02-11T00:45:00+00:00,-1.017271,-6.0576
S1,ETHUSDT,2022-02-11T20:40:00+00:00,0.990063,-5.0676
S1,AVAXUSDT,2022-02-16T10:20:00+00:00,-1.009406,-6.077
S1,SOLUSDT,2022-02-16T14:50:00+00:00,-1.008314,-7.0853
S1,ETHUSDT,2022-02-17T17:45:00+00:00,-1.01164,-8.0969
S1,XRPUSDT,2022-02-20T01:15:00+00:00,-1.008671,-9.1056
S1,AVAXUSDT,2022-03-01T10:05:00+00:00,-1.005679,-10.1113
S1,BTCUSDT,2022-03-03T17:25:00+00:00,0.990578,-9.1207
S1,BTCUSDT,2022-03-04T14:45:00+00:00,-1.009948,-10.1307
S1,AVAXUSDT,2022-03-09T19:15:00+00:00,-1.007229,-11.1379
S1,BTCUSDT,2022-03-10T04:30:00+00:00,-1.010557,-12.1484
S1,XRPUSDT,2022-03-12T07:10:00+00:00,-1.008266,-13.1567
S1,XRPUSDT,2022-03-12T08:20:00+00:00,-1.009408,-14.1661
S1,SOLUSDT,2022-03-15T23:10:00+00:00,-1.012032,-15.1781
S1,DOGEUSDT,2022-03-19T22:15:00+00:00,-1.014249,-16.1924
S1,XRPUSDT,2022-03-20T09:30:00+00:00,-1.01786,-17.2103
S1,AVAXUSDT,2022-03-21T00:25:00+00:00,-1.008317,-18.2186
S1,ETHUSDT,2022-03-21T19:15:00+00:00,-1.014992,-19.2336
S1,XRPUSDT,2022-03-22T18:30:00+00:00,-1.013448,-20.247
S1,DOGEUSDT,2022-03-23T17:45:00+00:00,-1.012215,-21.2592
S1,LINKUSDT,2022-03-25T16:40:00+00:00,-1.011311,-22.2705
S1,AVAXUSDT,2022-03-28T21:15:00+00:00,-1.009969,-23.2805
S1,XRPUSDT,2022-03-28T21:30:00+00:00,-1.012321,-24.2928
S1,AVAXUSDT,2022-03-28T23:50:00+00:00,-1.012131,-25.305
S1,SOLUSDT,2022-03-29T22:30:00+00:00,-1.007473,-26.3124
S1,AVAXUSDT,2022-03-30T19:35:00+00:00,-1.007985,-27.3204
S1,AVAXUSDT,2022-03-31T14:00:00+00:00,-1.00687,-28.3273
S1,LINKUSDT,2022-03-31T16:05:00+00:00,0.985808,-27.3415
S1,ETHUSDT,2022-04-01T02:15:00+00:00,-1.018043,-28.3595
S1,AVAXUSDT,2022-04-01T02:45:00+00:00,0.986429,-27.3731
S1,DOGEUSDT,2022-04-05T19:10:00+00:00,-1.005656,-28.3787
S1,ETHUSDT,2022-04-05T23:55:00+00:00,-1.013447,-29.3922
S1,AVAXUSDT,2022-04-06T00:20:00+00:00,0.991795,-28.4004
S1,DOGEUSDT,2022-04-06T09:50:00+00:00,-1.006201,-29.4066
S1,ETHUSDT,2022-04-07T00:55:00+00:00,0.986014,-28.4206
S1,AVAXUSDT,2022-04-11T02:05:00+00:00,0.991753,-27.4288
S1,LINKUSDT,2022-04-11T02:45:00+00:00,0.990375,-26.4385
S1,XRPUSDT,2022-04-15T07:20:00+00:00,-1.010582,-27.449
S1,LINKUSDT,2022-04-17T16:55:00+00:00,-1.01651,-28.4655
S1,BTCUSDT,2022-04-21T20:35:00+00:00,-1.018794,-29.4843
S1,AVAXUSDT,2022-05-05T13:30:00+00:00,-1.008228,-30.4926
S1,ETHUSDT,2022-05-05T14:20:00+00:00,-1.013409,-31.506
S1,XRPUSDT,2022-05-31T14:00:00+00:00,-1.014615,-32.5206
S1,XRPUSDT,2022-06-01T17:20:00+00:00,-1.015946,-33.5365
S1,XRPUSDT,2022-06-06T13:35:00+00:00,-1.019567,-34.5561
S1,AVAXUSDT,2022-06-06T14:50:00+00:00,-1.007725,-35.5638
S1,LINKUSDT,2022-06-07T00:30:00+00:00,0.990024,-34.5738
S1,BTCUSDT,2022-06-07T00:35:00+00:00,-1.019889,-35.5937
S1,AVAXUSDT,2022-06-20T18:15:00+00:00,-1.005546,-36.5992
S1,AVAXUSDT,2022-06-22T03:40:00+00:00,-1.005613,-37.6049
S1,XRPUSDT,2022-06-24T17:40:00+00:00,-1.008106,-38.613
S1,XRPUSDT,2022-06-27T13:40:00+00:00,0.986843,-37.6261
S1,DOGEUSDT,2022-06-27T16:15:00+00:00,-1.007589,-38.6337
S1,DOGEUSDT,2022-06-27T16:30:00+00:00,-1.008372,-39.6421
S1,DOGEUSDT,2022-06-28T01:55:00+00:00,-1.008732,-40.6508
S1,AVAXUSDT,2022-07-05T12:35:00+00:00,-1.01,-41.6608
S1,AVAXUSDT,2022-07-14T11:10:00+00:00,-1.007168,-42.668
S1,SOLUSDT,2022-07-17T09:55:00+00:00,-1.008754,-43.6767
S1,AVAXUSDT,2022-07-18T19:10:00+00:00,-1.007572,-44.6843
S1,ETHUSDT,2022-07-19T00:10:00+00:00,11.99102,-32.6933
S1,BTCUSDT,2022-07-21T14:30:00+00:00,-1.009075,-33.7024
S1,SOLUSDT,2022-07-25T03:45:00+00:00,0.991486,-32.7109
S1,ETHUSDT,2022-07-28T15:40:00+00:00,11.991826,-20.719
S1,DOGEUSDT,2022-07-30T10:05:00+00:00,-1.007852,-21.7269
S1,XRPUSDT,2022-07-30T22:00:00+00:00,-1.010108,-22.737
S1,SOLUSDT,2022-07-30T22:00:00+00:00,-1.00718,-23.7442
S1,BTCUSDT,2022-08-01T10:45:00+00:00,0.986512,-22.7577
S1,ETHUSDT,2022-08-01T13:30:00+00:00,0.991707,-21.766
S1,LINKUSDT,2022-08-01T17:45:00+00:00,0.991046,-20.7749
S1,LINKUSDT,2022-08-02T03:05:00+00:00,-1.008035,-21.783
S1,AVAXUSDT,2022-08-07T00:50:00+00:00,-1.009978,-22.7929
S1,AVAXUSDT,2022-08-08T15:10:00+00:00,-1.009982,-23.8029
S1,BTCUSDT,2022-08-08T19:15:00+00:00,-1.022663,-24.8256
S1,ETHUSDT,2022-08-09T09:55:00+00:00,-1.016099,-25.8417
S1,LINKUSDT,2022-08-09T11:55:00+00:00,0.985937,-24.8557
S1,LINKUSDT,2022-08-10T14:40:00+00:00,11.99056,-12.8652
S1,BTCUSDT,2022-08-10T18:45:00+00:00,-1.016838,-13.882
S1,DOGEUSDT,2022-08-14T12:10:00+00:00,-1.008723,-14.8907
S1,SOLUSDT,2022-08-14T16:15:00+00:00,-1.009441,-15.9002
S1,LINKUSDT,2022-08-15T00:05:00+00:00,0.987494,-14.9127
S1,SOLUSDT,2022-08-15T00:15:00+00:00,0.989544,-13.9231
S1,DOGEUSDT,2022-08-15T06:25:00+00:00,-1.007965,-14.9311
S1,XRPUSDT,2022-08-15T07:35:00+00:00,-1.01577,-15.9469
S1,DOGEUSDT,2022-08-15T07:55:00+00:00,-1.010424,-16.9573
S1,ETHUSDT,2022-08-15T08:15:00+00:00,0.989711,-15.9676
S1,XRPUSDT,2022-08-26T09:50:00+00:00,-1.013142,-16.9807
S1,ETHUSDT,2022-08-30T14:30:00+00:00,-1.011516,-17.9923
S1,SOLUSDT,2022-09-06T17:05:00+00:00,-1.010532,-19.0028
S1,BTCUSDT,2022-09-13T18:55:00+00:00,0.982258,-18.0205
S1,XRPUSDT,2022-09-18T22:35:00+00:00,-1.011221,-19.0317
S1,LINKUSDT,2022-09-28T16:15:00+00:00,-1.006764,-20.0385
S1,SOLUSDT,2022-09-30T18:00:00+00:00,-1.010175,-21.0487
S1,XRPUSDT,2022-10-02T10:10:00+00:00,-1.007994,-22.0567
S1,DOGEUSDT,2022-10-04T17:05:00+00:00,-1.013461,-23.0701
S1,SOLUSDT,2022-10-07T12:25:00+00:00,-1.016844,-24.087
S1,BTCUSDT,2022-10-07T12:30:00+00:00,-1.022021,-25.109
S1,BTCUSDT,2022-10-07T12:50:00+00:00,-1.021927,-26.1309
S1,AVAXUSDT,2022-10-10T04:35:00+00:00,-1.0305,-27.1614
S1,LINKUSDT,2022-10-10T05:35:00+00:00,-1.019943,-28.1814
S1,SOLUSDT,2022-10-10T05:45:00+00:00,-1.023967,-29.2053
S1,XRPUSDT,2022-10-10T22:05:00+00:00,0.988676,-28.2167
S1,ETHUSDT,2022-10-25T17:00:00+00:00,0.983986,-27.2327
S1,LINKUSDT,2022-10-25T20:00:00+00:00,-1.015663,-28.2483
S1,SOLUSDT,2022-10-25T20:00:00+00:00,-1.0107,-29.259
S1,AVAXUSDT,2022-10-25T20:30:00+00:00,-1.014507,-30.2736
S1,DOGEUSDT,2022-10-27T09:30:00+00:00,-1.006126,-31.2797
S1,SOLUSDT,2022-10-27T20:20:00+00:00,-1.011796,-32.2915
S1,DOGEUSDT,2022-10-28T00:05:00+00:00,0.992864,-31.2986
S1,DOGEUSDT,2022-10-29T08:25:00+00:00,11.991915,-19.3067
S1,DOGEUSDT,2022-10-29T23:05:00+00:00,0.99639,-18.3103
S1,SOLUSDT,2022-10-31T13:55:00+00:00,-1.010587,-19.3209
S1,AVAXUSDT,2022-11-02T00:05:00+00:00,0.989375,-18.3315
S1,AVAXUSDT,2022-11-02T00:05:00+00:00,-1.010566,-19.3421
S1,BTCUSDT,2022-11-04T15:55:00+00:00,-1.019493,-20.3616
S1,SOLUSDT,2022-11-06T19:35:00+00:00,-1.00937,-21.3709
S1,BTCUSDT,2022-11-06T22:15:00+00:00,-1.017562,-22.3885
S1,XRPUSDT,2022-11-06T23:10:00+00:00,-1.014907,-23.4034
S1,ETHUSDT,2022-11-06T23:10:00+00:00,-1.013527,-24.4169
S1,LINKUSDT,2022-11-08T03:40:00+00:00,-1.008455,-25.4254
S1,XRPUSDT,2022-11-25T01:00:00+00:00,-1.010859,-26.4363
S1,XRPUSDT,2022-11-25T13:10:00+00:00,-1.009478,-27.4457
S1,LINKUSDT,2022-11-28T01:25:00+00:00,0.992497,-26.4532
S1,ETHUSDT,2022-12-03T22:30:00+00:00,-1.012868,-27.4661
S1,LINKUSDT,2022-12-07T06:50:00+00:00,0.990398,-26.4757
S1,AVAXUSDT,2022-12-07T07:10:00+00:00,-1.01418,-27.4899
S1,BTCUSDT,2022-12-09T13:30:00+00:00,-1.03159,-28.5215
S1,DOGEUSDT,2022-12-12T02:50:00+00:00,0.989887,-27.5316
S1,SOLUSDT,2022-12-13T17:15:00+00:00,-1.010715,-28.5423
S1,LINKUSDT,2022-12-13T17:40:00+00:00,-1.012177,-29.5545
S1,BTCUSDT,2022-12-16T09:00:00+00:00,0.977385,-28.5771
S1,XRPUSDT,2022-12-27T00:00:00+00:00,-1.019138,-29.5962
S1,XRPUSDT,2022-12-27T03:30:00+00:00,-1.023015,-30.6193
S1,DOGEUSDT,2023-01-05T09:35:00+00:00,-1.013379,-31.6326
S1,AVAXUSDT,2023-01-05T11:25:00+00:00,-1.013029,-32.6457
S1,AVAXUSDT,2023-01-09T20:00:00+00:00,-1.017879,-33.6635
S1,DOGEUSDT,2023-01-09T20:05:00+00:00,0.982921,-32.6806
S1,DOGEUSDT,2023-01-09T20:10:00+00:00,-1.009887,-33.6905
S1,XRPUSDT,2023-01-10T02:35:00+00:00,-1.013688,-34.7042
S1,SOLUSDT,2023-01-10T02:40:00+00:00,0.993146,-33.711
S1,XRPUSDT,2023-01-11T06:40:00+00:00,-1.014694,-34.7257
S1,LINKUSDT,2023-01-12T06:35:00+00:00,-1.014511,-35.7403
S1,ETHUSDT,2023-01-12T13:25:00+00:00,-1.016111,-36.7564
S1,LINKUSDT,2023-01-12T13:30:00+00:00,0.982567,-35.7738
S1,AVAXUSDT,2023-01-12T13:30:00+00:00,-1.006078,-36.7799
S1,BTCUSDT,2023-01-12T13:30:00+00:00,-1.023036,-37.8029
S1,BTCUSDT,2023-01-12T17:35:00+00:00,11.949094,-25.8538
S1,BTCUSDT,2023-01-14T00:10:00+00:00,11.972401,-13.8814
S1,SOLUSDT,2023-01-14T00:35:00+00:00,11.992802,-1.8886
S1,SOLUSDT,2023-01-14T00:35:00+00:00,0.993157,-0.8955
S1,DOGEUSDT,2023-01-14T09:15:00+00:00,-1.008014,-1.9035
S1,DOGEUSDT,2023-01-18T08:15:00+00:00,-1.010988,-2.9145
S1,SOLUSDT,2023-01-18T15:55:00+00:00,-1.004361,-3.9188
S1,BTCUSDT,2023-01-21T10:30:00+00:00,-1.018743,-4.9376
S1,ETHUSDT,2023-01-22T02:40:00+00:00,-1.015816,-5.9534
S1,BTCUSDT,2023-01-25T21:50:00+00:00,11.985124,6.0317
S1,ETHUSDT,2023-01-25T22:45:00+00:00,-1.013982,5.0178
S1,BTCUSDT,2023-01-27T01:35:00+00:00,0.982617,6.0004
S1,AVAXUSDT,2023-01-27T20:05:00+00:00,11.991375,17.9918
S1,BTCUSDT,2023-02-02T06:10:00+00:00,-1.017411,16.9743
S1,ETHUSDT,2023-02-02T14:55:00+00:00,-1.013029,15.9613
S1,SOLUSDT,2023-02-02T14:55:00+00:00,-1.007701,14.9536
S1,AVAXUSDT,2023-02-02T21:50:00+00:00,-1.007479,13.9461
S1,LINKUSDT,2023-02-02T21:55:00+00:00,-1.010588,12.9355
S1,AVAXUSDT,2023-02-02T22:00:00+00:00,-1.007934,11.9276
S1,DOGEUSDT,2023-02-04T18:35:00+00:00,-1.011462,10.9162
S1,ETHUSDT,2023-02-13T16:35:00+00:00,0.986915,11.9031
S1,BTCUSDT,2023-02-14T15:40:00+00:00,-1.020516,10.8826
S1,ETHUSDT,2023-02-16T16:05:00+00:00,-1.014628,9.8679
S1,LINKUSDT,2023-02-16T16:05:00+00:00,-1.013135,8.8548
S1,BTCUSDT,2023-02-16T20:25:00+00:00,-1.016048,7.8387
S1,ETHUSDT,2023-02-16T22:30:00+00:00,0.984014,8.8228
S1,BTCUSDT,2023-02-16T23:45:00+00:00,0.980827,9.8036
S1,SOLUSDT,2023-02-19T16:50:00+00:00,-1.011092,8.7925
