date,balance,daily_pnl
2022-01-04,10000.0,0.0
2022-01-04,9859.36,-140.64
2022-01-05,11065.75,1206.39
2022-01-06,11007.53,-58.22
2022-01-07,11849.82,842.29
2022-01-12,11685.15,-164.67
2022-01-13,11576.04,-109.11
2022-01-14,12052.48,476.44
2022-01-17,11853.37,-199.11
2022-01-18,12181.29,327.92
2022-01-19,10897.36,-1283.93
2022-01-20,11002.19,104.83
2022-01-21,20454.51,9452.32
2022-01-22,21009.65,555.14
2022-01-27,20135.43,-874.22
2022-01-28,19429.25,-706.18
2022-01-31,18125.45,-1303.8
2022-02-01,17421.43,-704.02
2022-02-02,17370.48,-50.95
2022-02-03,18087.91,717.43
2022-02-04,16566.09,-1521.82
2022-02-06,15871.31,-694.78
2022-02-07,15804.24,-67.07
2022-02-08,15508.87,-295.37
2022-02-09,14770.91,-737.96
2022-02-10,13815.09,-955.82
2022-02-11,16880.07,3064.98
2022-02-13,17226.55,346.48
2022-02-15,16396.3,-830.25
2022-02-16,16088.99,-307.31
2022-02-17,17049.0,960.01
2022-02-18,17680.4,631.4
2022-02-19,17219.05,-461.35
2022-02-20,17055.85,-163.2
2022-02-21,18705.11,1649.26
2022-02-22,18184.09,-521.02
2022-02-23,17647.55,-536.54
2022-02-24,17554.98,-92.57
2022-02-25,17456.76,-98.22
2022-02-28,15857.79,-1598.97
2022-03-01,15710.05,-147.74
2022-03-03,15453.93,-256.12
2022-03-04,16748.87,1294.94
2022-03-05,16660.57,-88.3
2022-03-07,16389.38,-271.19
2022-03-08,15291.33,-1098.05
2022-03-09,15148.65,-142.68
2022-03-10,15005.5,-143.15
2022-03-11,14586.96,-418.54
2022-03-12,14314.3,-272.66
2022-03-14,13344.73,-969.57
2022-03-15,12651.58,-693.15
2022-03-16,11572.3,-1079.28
2022-03-19,11463.57,-108.73
2022-03-20,11354.45,-109.12
2022-03-21,10981.92,-372.53
2022-03-22,10337.94,-643.98
2022-03-23,10011.06,-326.88
2022-03-24,9868.92,-142.14
2022-03-25,9776.46,-92.46
2022-03-26,8831.86,-944.6
2022-03-27,7992.43,-839.43
2022-03-28,7427.94,-564.49
2022-03-29,7256.27,-171.67
2022-03-30,6986.1,-270.17
2022-03-31,7026.6,40.5
2022-04-01,6692.41,-334.19
2022-04-02,6497.8,-194.61
2022-04-03,6274.3,-223.5
2022-04-04,6098.67,-175.63
2022-04-05,5979.02,-119.65
2022-04-06,6028.5,49.48
2022-04-07,6086.95,58.45
2022-04-11,6753.25,666.3
2022-04-12,6511.61,-241.64
2022-04-13,6141.1,-370.51
2022-04-14,5849.83,-291.27
2022-04-15,5679.77,-170.06
2022-04-17,5856.09,176.32
2022-04-18,6360.54,504.45
2022-04-20,5980.76,-379.78
2022-04-21,7639.5,1658.74
2022-04-22,8745.68,1106.18
2022-04-24,8991.45,245.77
2022-04-25,11806.65,2815.2
2022-04-26,12249.27,442.62
2022-04-27,11724.09,-525.18
2022-04-28,11662.68,-61.41
2022-04-29,12821.53,1158.85
2022-04-30,14494.09,1672.56
2022-05-01,14291.53,-202.56
2022-05-03,13821.97,-469.56
2022-05-05,16694.07,2872.1
2022-05-06,16980.44,286.37
2022-05-07,17332.8,352.36
2022-05-08,19287.27,1954.47
2022-05-09,24422.0,5134.73
2022-05-10,24047.37,-374.63
2022-05-11,25731.41,1684.04
2022-05-12,29434.29,3702.88
2022-05-13,28165.39,-1268.9
2022-05-15,27816.1,-349.29
2022-05-19,27669.51,-146.59
2022-05-21,25814.86,-1854.65
2022-05-22,23115.76,-2699.1
2022-05-23,22149.61,-966.15
2022-05-24,21913.61,-236.0
2022-05-25,21285.86,-627.75
2022-05-26,31993.59,10707.73
2022-05-27,34495.74,2502.15
2022-05-28,34313.6,-182.14
2022-05-29,33819.72,-493.88
2022-05-30,32050.96,-1768.76
2022-05-31,31297.62,-753.34
2022-06-01,32265.66,968.04
2022-06-02,33587.78,1322.12
2022-06-04,34125.36,537.58
2022-06-05,32785.45,-1339.91
