symbol,tp_r,mfe_r,lock_r,total_r,delta_vs_tp_only,win_pct,max_dd_r,avg_hold_h,n_trades
LINKUSDT,3.0,2.0,0.0,4.9985,-9.0,27.27,14.0433,55.21,66
LINKUSDT,3.0,2.0,0.25,5.7485,-8.25,31.82,13.7933,55.15,66
LINKUSDT,3.0,2.0,0.5,3.9985,-10.0,31.82,13.5994,54.97,66
LINKUSDT,3.0,2.0,1.0,1.9985,-12.0,31.82,13.5994,54.24,66
LINKUSDT,4.0,0.5,0.0,10.9985,-9.0,21.21,11.5994,52.91,66
LINKUSDT,4.0,0.5,0.25,9.9985,-10.0,37.88,11.0994,52.42,66
LINKUSDT,4.0,0.5,0.5,2.4985,-17.5,37.88,10.8742,51.21,66
LINKUSDT,4.0,0.5,1.0,9.9985,-10.0,37.88,9.5994,51.09,66
LINKUSDT,4.0,1.0,0.0,8.9985,-11.0,21.21,12.5994,57.33,66
LINKUSDT,4.0,1.0,0.25,7.4985,-12.5,34.85,12.3494,56.91,66
LINKUSDT,4.0,1.0,0.5,-0.5015,-20.5,34.85,12.0994,55.33,66
LINKUSDT,4.0,1.0,1.0,5.9985,-14.0,34.85,11.5994,52.24,66
LINKUSDT,4.0,1.5,0.0,7.9985,-12.0,21.21,12.5994,57.39,66
LINKUSDT,4.0,1.5,0.25,6.2485,-13.75,33.33,12.3494,56.97,66
LINKUSDT,4.0,1.5,0.5,-2.0015,-22.0,33.33,12.6152,55.45,66
LINKUSDT,4.0,1.5,1.0,3.9985,-16.0,33.33,11.5994,53.58,66
LINKUSDT,4.0,2.0,0.0,6.9985,-13.0,21.21,13.5994,57.58,66
LINKUSDT,4.0,2.0,0.25,4.9985,-15.0,31.82,13.5994,57.15,66
LINKUSDT,4.0,2.0,0.5,3.4985,-16.5,31.82,13.5994,56.67,66
LINKUSDT,4.0,2.0,1.0,1.9985,-18.0,31.82,13.5994,54.67,66
LINKUSDT,5.0,0.5,0.0,19.9985,-18.0,19.7,11.5994,53.45,66
LINKUSDT,5.0,0.5,0.25,18.2485,-19.75,37.88,11.0994,52.91,66
LINKUSDT,5.0,0.5,0.5,12.4985,-25.5,37.88,10.5994,51.21,66
LINKUSDT,5.0,0.5,1.0,19.9985,-18.0,37.88,9.5994,51.09,66
LINKUSDT,5.0,1.0,0.0,17.9985,-20.0,19.7,12.5994,57.88,66
LINKUSDT,5.0,1.0,0.25,15.7485,-22.25,34.85,12.3494,57.39,66
LINKUSDT,5.0,1.0,0.5,9.4985,-28.5,34.85,12.0994,55.33,66
LINKUSDT,5.0,1.0,1.0,15.9985,-22.0,34.85,11.5994,52.24,66
LINKUSDT,5.0,1.5,0.0,16.9985,-21.0,19.7,12.5994,57.94,66
LINKUSDT,5.0,1.5,0.25,14.4985,-23.5,33.33,12.3494,57.45,66
LINKUSDT,5.0,1.5,0.5,7.9985,-30.0,33.33,12.0994,55.45,66
LINKUSDT,5.0,1.5,1.0,13.9985,-24.0,33.33,11.5994,53.58,66
LINKUSDT,5.0,2.0,0.0,15.9985,-22.0,19.7,13.5994,58.12,66
LINKUSDT,5.0,2.0,0.25,13.2485,-24.75,31.82,13.5994,57.64,66
LINKUSDT,5.0,2.0,0.5,10.9985,-27.0,31.82,13.5994,56.85,66
LINKUSDT,5.0,2.0,1.0,11.9985,-26.0,31.82,13.5994,54.67,66
LINKUSDT,6.0,0.5,0.0,26.9985,-22.0,18.18,11.5994,54.18,66
LINKUSDT,6.0,0.5,0.25,30.2485,-18.75,37.88,11.0994,53.27,66
LINKUSDT,6.0,0.5,0.5,22.4985,-26.5,37.88,10.5994,51.39,66
LINKUSDT,6.0,0.5,1.0,24.9985,-24.0,37.88,9.6387,51.15,66
LINKUSDT,6.0,1.0,0.0,24.9985,-24.0,18.18,12.5994,58.61,66
LINKUSDT,6.0,1.0,0.25,27.7485,-21.25,34.85,12.3494,57.76,66
LINKUSDT,6.0,1.0,0.5,19.4985,-29.5,34.85,12.0994,55.52,66
LINKUSDT,6.0,1.0,1.0,20.9985,-28.0,34.85,11.6387,52.3,66
LINKUSDT,6.0,1.5,0.0,23.9985,-25.0,18.18,12.5994,58.67,66
LINKUSDT,6.0,1.5,0.25,26.4985,-22.5,33.33,12.3494,57.82,66
LINKUSDT,6.0,1.5,0.5,17.9985,-31.0,33.33,12.0994,55.64,66
LINKUSDT,6.0,1.5,1.0,18.9985,-30.0,33.33,11.6387,53.64,66
LINKUSDT,6.0,2.0,0.0,22.9985,-26.0,18.18,13.5994,58.85,66
LINKUSDT,6.0,2.0,0.25,25.2485,-23.75,31.82,13.5994,58.0,66
LINKUSDT,6.0,2.0,0.5,21.9985,-27.0,31.82,13.5994,57.21,66
LINKUSDT,6.0,2.0,1.0,16.9985,-32.0,31.82,13.6387,54.73,66
LINKUSDT,7.0,0.5,0.0,38.9985,-19.0,18.18,11.5994,56.67,66
LINKUSDT,7.0,0.5,0.25,42.2485,-15.75,37.88,11.0994,55.76,66
LINKUSDT,7.0,0.5,0.5,25.9985,-32.0,37.88,10.5994,51.39,66
LINKUSDT,7.0,0.5,1.0,27.9985,-30.0,37.88,9.6387,51.15,66
LINKUSDT,7.0,1.0,0.0,36.9985,-21.0,18.18,12.5994,61.09,66
LINKUSDT,7.0,1.0,0.25,39.7485,-18.25,34.85,12.3494,60.24,66
LINKUSDT,7.0,1.0,0.5,22.9985,-35.0,34.85,12.0994,55.52,66
LINKUSDT,7.0,1.0,1.0,23.9985,-34.0,34.85,11.6387,52.3,66
LINKUSDT,7.0,1.5,0.0,35.9985,-22.0,18.18,12.5994,61.15,66
LINKUSDT,7.0,1.5,0.25,38.4985,-19.5,33.33,12.3494,60.3,66
LINKUSDT,7.0,1.5,0.5,21.4985,-36.5,33.33,12.0994,55.64,66
LINKUSDT,7.0,1.5,1.0,21.9985,-36.0,33.33,11.6387,53.64,66
LINKUSDT,7.0,2.0,0.0,34.9985,-23.0,18.18,13.5994,61.33,66
LINKUSDT,7.0,2.0,0.25,37.2485,-20.75,31.82,13.5994,60.48,66
LINKUSDT,7.0,2.0,0.5,26.4985,-31.5,31.82,13.5994,59.64,66
LINKUSDT,7.0,2.0,1.0,19.9985,-38.0,31.82,13.6387,54.73,66
LINKUSDT,8.0,0.5,0.0,50.9985,-6.0214,18.18,11.5994,64.18,66
LINKUSDT,8.0,0.5,0.25,54.2485,-2.7714,37.88,11.0994,63.27,66
LINKUSDT,8.0,0.5,0.5,34.9985,-22.0214,37.88,10.5994,51.39,66
LINKUSDT,8.0,0.5,1.0,35.9985,-21.0214,37.88,9.6387,51.15,66
LINKUSDT,8.0,1.0,0.0,48.9985,-8.0214,18.18,12.5994,68.61,66
LINKUSDT,8.0,1.0,0.25,51.7485,-5.2714,34.85,12.3494,67.76,66
LINKUSDT,8.0,1.0,0.5,31.9985,-25.0214,34.85,12.0994,55.52,66
LINKUSDT,8.0,1.0,1.0,31.9985,-25.0214,34.85,11.6387,52.3,66
LINKUSDT,8.0,1.5,0.0,47.9985,-9.0214,18.18,12.5994,68.67,66
LINKUSDT,8.0,1.5,0.25,50.4985,-6.5214,33.33,12.3494,67.82,66
LINKUSDT,8.0,1.5,0.5,30.4985,-26.5214,33.33,12.0994,55.64,66
LINKUSDT,8.0,1.5,1.0,29.9985,-27.0214,33.33,11.6387,53.64,66
LINKUSDT,8.0,2.0,0.0,46.9985,-10.0214,18.18,13.5994,68.85,66
LINKUSDT,8.0,2.0,0.25,49.2485,-7.7714,31.82,13.5994,68.0,66
LINKUSDT,8.0,2.0,0.5,36.4985,-20.5214,31.82,13.5994,67.03,66
LINKUSDT,8.0,2.0,1.0,27.9985,-29.0214,31.82,13.6387,54.73,66
DOGEUSDT,2.0,0.5,0.0,-22.6547,-6.0,18.97,27.262,58.83,58
DOGEUSDT,2.0,0.5,0.25,-21.1547,-4.5,29.31,26.1541,57.93,58
DOGEUSDT,2.0,0.5,0.5,-19.6547,-3.0,29.31,25.1541,57.93,58
DOGEUSDT,2.0,0.5,1.0,-16.6547,0.0,29.31,23.1541,57.93,58
DOGEUSDT,2.0,1.0,0.0,-20.6547,-4.0,20.69,27.1541,62.41,58
DOGEUSDT,2.0,1.0,0.25,-19.4047,-2.75,29.31,26.1541,61.17,58
DOGEUSDT,2.0,1.0,0.5,-18.1547,-1.5,29.31,25.1541,61.03,58
DOGEUSDT,2.0,1.0,1.0,-16.6547,0.0,29.31,23.1541,60.21,58
DOGEUSDT,2.0,1.5,0.0,-18.6547,-2.0,22.41,25.1541,65.24,58
DOGEUSDT,2.0,1.5,0.25,-17.6547,-1.0,29.31,24.4041,64.62,58
DOGEUSDT,2.0,1.5,0.5,-16.6547,-0.0,29.31,23.6541,64.55,58
DOGEUSDT,2.0,1.5,1.0,-15.6547,1.0,29.31,22.1541,63.52,58
DOGEUSDT,2.0,2.0,0.0,-16.6547,0.0,25.86,25.1541,68.14,58
DOGEUSDT,2.0,2.0,0.25,-16.6547,0.0,25.86,25.1541,68.14,58
DOGEUSDT,2.0,2.0,0.5,-16.6547,0.0,25.86,25.1541,68.14,58
DOGEUSDT,2.0,2.0,1.0,-16.6547,0.0,25.86,25.1541,68.14,58
DOGEUSDT,3.0,0.5,0.0,-14.6547,-9.0,17.24,24.162,59.03,58
DOGEUSDT,3.0,0.5,0.25,-12.9047,-7.25,29.31,22.9041,58.14,58
DOGEUSDT,3.0,0.5,0.5,-11.1547,-5.5,29.31,21.6541,58.14,58
DOGEUSDT,3.0,0.5,1.0,-7.6547,-2.0,29.31,19.1541,58.07,58
DOGEUSDT,3.0,1.0,0.0,-11.6547,-6.0,18.97,24.1541,62.97,58
DOGEUSDT,3.0,1.0,0.25,-10.1547,-4.5,29.31,22.9041,61.72,58
DOGEUSDT,3.0,1.0,0.5,-8.6547,-3.0,29.31,21.6541,61.59,58
DOGEUSDT,3.0,1.0,1.0,-7.6547,-2.0,29.31,19.1541,60.34,58
DOGEUSDT,3.0,1.5,0.0,-11.6547,-6.0,18.97,24.1541,65.79,58
DOGEUSDT,3.0,1.5,0.25,-10.1547,-4.5,29.31,22.9041,65.17,58
DOGEUSDT,3.0,1.5,0.5,-8.6547,-3.0,29.31,21.6541,65.1,58
DOGEUSDT,3.0,1.5,1.0,-7.6547,-2.0,29.31,19.1541,63.66,58
DOGEUSDT,3.0,2.0,0.0,-7.6547,-2.0,22.41,23.1541,71.31,58
DOGEUSDT,3.0,2.0,0.25,-7.1547,-1.5,25.86,22.6541,71.31,58
DOGEUSDT,3.0,2.0,0.5,-6.6547,-1.0,25.86,22.1541,71.31,58
DOGEUSDT,3.0,2.0,1.0,-5.6547,-0.0,25.86,21.1541,71.24,58
DOGEUSDT,4.0,0.5,0.0,-12.6547,-6.0,13.79,23.162,60.28,58
DOGEUSDT,4.0,0.5,0.25,-10.4047,-3.75,29.31,21.6541,59.38,58
DOGEUSDT,4.0,0.5,0.5,-8.1547,-1.5,29.31,20.1541,59.38,58
DOGEUSDT,4.0,0.5,1.0,-3.6547,3.0,29.31,17.1541,59.24,58
DOGEUSDT,4.0,1.0,0.0,-8.6547,-2.0,15.52,23.1541,65.59,58
DOGEUSDT,4.0,1.0,0.25,-6.6547,0.0,29.31,21.6541,64.34,58
DOGEUSDT,4.0,1.0,0.5,-4.6547,2.0,29.31,20.1541,64.21,58
DOGEUSDT,4.0,1.0,1.0,-3.6547,3.0,29.31,17.1541,61.52,58
DOGEUSDT,4.0,1.5,0.0,-8.6547,-2.0,15.52,23.1541,68.41,58
DOGEUSDT,4.0,1.5,0.25,-6.6547,0.0,29.31,21.6541,67.79,58
DOGEUSDT,4.0,1.5,0.5,-4.6547,2.0,29.31,20.1541,67.72,58
DOGEUSDT,4.0,1.5,1.0,-3.6547,3.0,29.31,17.1541,64.83,58
DOGEUSDT,4.0,2.0,0.0,-2.6547,4.0,18.97,21.1541,74.48,58
DOGEUSDT,4.0,2.0,0.25,-1.6547,5.0,25.86,20.4041,74.48,58
DOGEUSDT,4.0,2.0,0.5,-0.6547,6.0,25.86,19.6541,74.48,58
DOGEUSDT,4.0,2.0,1.0,1.3453,8.0,25.86,18.1541,74.34,58
DOGEUSDT,5.0,0.5,0.0,-4.6547,-9.0,13.79,19.162,60.76,58
DOGEUSDT,5.0,0.5,0.25,-2.4047,-6.75,29.31,17.6541,59.86,58
DOGEUSDT,5.0,0.5,0.5,-0.1547,-4.5,29.31,16.1541,59.86,58
DOGEUSDT,5.0,0.5,1.0,4.3453,-0.0,29.31,13.1541,59.72,58
DOGEUSDT,5.0,1.0,0.0,0.3453,-4.0,15.52,19.1541,67.17,58
DOGEUSDT,5.0,1.0,0.25,2.3453,-2.0,29.31,17.6541,65.93,58
DOGEUSDT,5.0,1.0,0.5,4.3453,-0.0,29.31,16.1541,65.79,58
DOGEUSDT,5.0,1.0,1.0,4.3453,-0.0,29.31,13.1541,62.0,58
DOGEUSDT,5.0,1.5,0.0,0.3453,-4.0,15.52,19.1541,70.0,58
DOGEUSDT,5.0,1.5,0.25,2.3453,-2.0,29.31,17.6541,69.38,58
DOGEUSDT,5.0,1.5,0.5,4.3453,-0.0,29.31,16.1541,69.31,58
DOGEUSDT,5.0,1.5,1.0,4.3453,-0.0,29.31,13.1541,65.31,58
DOGEUSDT,5.0,2.0,0.0,8.3453,4.0,18.97,16.1541,76.21,58
DOGEUSDT,5.0,2.0,0.25,9.3453,5.0,25.86,15.4041,76.21,58
DOGEUSDT,5.0,2.0,0.5,10.3453,6.0,25.86,14.6541,76.21,58
DOGEUSDT,5.0,2.0,1.0,12.3453,8.0,25.86,13.1541,76.07,58
DOGEUSDT,6.0,0.5,0.0,3.3453,-12.0,13.79,15.162,60.76,58
DOGEUSDT,6.0,0.5,0.25,5.5953,-9.75,29.31,13.6541,59.86,58
DOGEUSDT,6.0,0.5,0.5,7.8453,-7.5,29.31,12.1541,59.86,58
DOGEUSDT,6.0,0.5,1.0,12.3453,-3.0,29.31,9.5348,59.72,58
DOGEUSDT,6.0,1.0,0.0,9.3453,-6.0,15.52,15.1541,67.31,58
DOGEUSDT,6.0,1.0,0.25,11.3453,-4.0,29.31,13.6541,66.07,58
DOGEUSDT,6.0,1.0,0.5,13.3453,-2.0,29.31,12.1541,65.93,58
DOGEUSDT,6.0,1.0,1.0,12.3453,-3.0,29.31,9.5348,62.0,58
DOGEUSDT,6.0,1.5,0.0,9.3453,-6.0,15.52,15.1541,70.14,58
DOGEUSDT,6.0,1.5,0.25,11.3453,-4.0,29.31,13.6541,69.52,58
DOGEUSDT,6.0,1.5,0.5,13.3453,-2.0,29.31,12.1541,69.45,58
DOGEUSDT,6.0,1.5,1.0,12.3453,-3.0,29.31,9.5348,65.31,58
DOGEUSDT,6.0,2.0,0.0,19.3453,4.0,18.97,12.0345,86.76,58
DOGEUSDT,6.0,2.0,0.25,20.3453,5.0,25.86,11.7548,86.76,58
DOGEUSDT,6.0,2.0,0.5,21.3453,6.0,25.86,11.5348,86.76,58
DOGEUSDT,6.0,2.0,1.0,23.3453,8.0,25.86,11.5348,86.62,58
DOGEUSDT,7.0,0.5,0.0,11.3453,-15.0,13.79,11.162,60.83,58
DOGEUSDT,7.0,0.5,0.25,13.5953,-12.75,29.31,10.2848,59.93,58
DOGEUSDT,7.0,0.5,0.5,15.8453,-10.5,29.31,10.0348,59.93,58
DOGEUSDT,7.0,0.5,1.0,20.3453,-6.0,29.31,9.5348,59.79,58
DOGEUSDT,7.0,1.0,0.0,18.3453,-8.0,15.52,11.1541,67.52,58
DOGEUSDT,7.0,1.0,0.25,20.3453,-6.0,29.31,10.2848,66.28,58
DOGEUSDT,7.0,1.0,0.5,22.3453,-4.0,29.31,10.0348,66.14,58
DOGEUSDT,7.0,1.0,1.0,20.3453,-6.0,29.31,9.5348,62.07,58
DOGEUSDT,7.0,1.5,0.0,18.3453,-8.0,15.52,11.1541,70.34,58
DOGEUSDT,7.0,1.5,0.25,20.3453,-6.0,29.31,10.2848,69.72,58
DOGEUSDT,7.0,1.5,0.5,22.3453,-4.0,29.31,10.0348,69.66,58
DOGEUSDT,7.0,1.5,1.0,20.3453,-6.0,29.31,9.5348,65.38,58
DOGEUSDT,7.0,2.0,0.0,30.3453,4.0,18.97,11.5348,91.38,58
DOGEUSDT,7.0,2.0,0.25,31.3453,5.0,25.86,11.5348,91.38,58
DOGEUSDT,7.0,2.0,0.5,32.3453,6.0,25.86,11.5348,91.38,58
DOGEUSDT,7.0,2.0,1.0,34.3453,8.0,25.86,11.5348,91.24,58
DOGEUSDT,8.0,0.5,0.0,19.3453,-18.0,13.79,10.5428,61.1,58
DOGEUSDT,8.0,0.5,0.25,21.5953,-15.75,29.31,10.2848,60.21,58
DOGEUSDT,8.0,0.5,0.5,23.8453,-13.5,29.31,10.0348,60.21,58
DOGEUSDT,8.0,0.5,1.0,28.3453,-9.0,29.31,9.5348,60.07,58
DOGEUSDT,8.0,1.0,0.0,27.3453,-10.0,15.52,10.5348,68.97,58
DOGEUSDT,8.0,1.0,0.25,29.3453,-8.0,29.31,10.2848,67.72,58
DOGEUSDT,8.0,1.0,0.5,31.3453,-6.0,29.31,10.0348,67.59,58
DOGEUSDT,8.0,1.0,1.0,28.3453,-9.0,29.31,9.5348,62.34,58
DOGEUSDT,8.0,1.5,0.0,27.3453,-10.0,15.52,10.5348,71.79,58
DOGEUSDT,8.0,1.5,0.25,29.3453,-8.0,29.31,10.2848,71.17,58
DOGEUSDT,8.0,1.5,0.5,31.3453,-6.0,29.31,10.0348,71.1,58
DOGEUSDT,8.0,1.5,1.0,28.3453,-9.0,29.31,9.5348,65.66,58
DOGEUSDT,8.0,2.0,0.0,41.3453,4.0,18.97,11.5348,183.31,58
DOGEUSDT,8.0,2.0,0.25,42.3453,5.0,25.86,11.5348,183.31,58
DOGEUSDT,8.0,2.0,0.5,43.3453,6.0,25.86,11.5348,183.31,58
DOGEUSDT,8.0,2.0,1.0,45.3453,8.0,25.86,11.5348,183.17,58
