symbol,n_trades,n_chunks_with_trades,baseline_total_r,managed_total_r,baseline_delta_r,win_pct,max_dd_r,avg_hold_h
BTCUSDT,326,17,243.39802315167924,155.1980231516797,-88.19999999999953,51.533742331288344,23.190992103906115,8.063905930470348
LINKUSDT,312,17,148.70165343619777,164.20165343619786,15.500000000000085,49.03846153846153,12.359661800932045,15.314369658119658
SOLUSDT,315,17,199.25690822187744,248.5569082218774,49.299999999999955,53.96825396825397,8.412235727078393,13.505291005291006
XRPUSDT,229,17,244.52907394986946,187.52907394986948,-56.99999999999997,55.895196506550214,9.592328700511933,24.876637554585155
DOGEUSDT,174,13,79.72938325768939,81.32938325768939,1.5999999999999943,48.85057471264368,9.734848969841629,27.419540229885058
