exit_ts,symbol,pnl_r,reason,pnl_usd,equity
2025-09-08 16:00:00+00:00,SOLUSDT,-1.0411961538461538,SL,-70589.31,2641264.98
2025-09-08 16:00:00+00:00,XRPUSDT,-1.0465873015873017,SL,-69107.86,2572157.12
2025-09-10 04:00:00+00:00,SOLUSDT,-1.0275987288135595,SL,-66078.63,2506078.49
2025-09-10 20:00:00+00:00,BTCUSDT,0.9298389025893945,BE,58256.23,2564334.72
2025-09-10 20:00:00+00:00,XRPUSDT,2.958882191780822,BE,189689.11,2754023.83
2025-09-12 00:00:00+00:00,XRPUSDT,-1.0880980582524273,SL,-74916.2,2679107.63
2025-09-12 04:00:00+00:00,LINKUSDT,-1.2157529411764774,SL,-81428.32,2597679.31
2025-09-12 20:00:00+00:00,LINKUSDT,-1.0210352435530086,SL,-66308.05,2531371.25
2025-09-13 00:00:00+00:00,XRPUSDT,-1.2259878048780368,SL,-77585.76,2453785.5
2025-09-14 04:00:00+00:00,LINKUSDT,0.9902062992125984,BE,60743.85,2514529.34
2025-09-15 08:00:00+00:00,DOGEUSDT,2.9880825531914894,BE,187840.53,2702369.87
2025-09-17 00:00:00+00:00,BTCUSDT,-1.4804818930041534,SL,-100020.24,2602349.63
2025-09-17 12:00:00+00:00,BTCUSDT,7.759176490747078,TP,504802.25,3107151.88
2025-09-18 04:00:00+00:00,SOLUSDT,-1.040564640883978,SL,-80829.81,3026322.07
2025-09-18 08:00:00+00:00,BTCUSDT,2.8946222653915097,BE,219001.48,3245323.56
2025-09-18 16:00:00+00:00,XRPUSDT,6.95473333333296,TP,564259.0,3809582.55
2025-09-18 20:00:00+00:00,DOGEUSDT,7.930131707317074,TP,755262.29,4564844.84
2025-09-22 08:00:00+00:00,DOGEUSDT,-1.0214344827586206,SL,-116567.25,4448277.59
2025-09-22 08:00:00+00:00,XRPUSDT,-1.0318956043956045,SL,-114753.95,4333523.64
2025-09-22 12:00:00+00:00,BTCUSDT,0.9657603268040191,BE,104628.63,4438152.27
2025-09-23 00:00:00+00:00,SOLUSDT,-1.0069827911857292,SL,-111728.57,4326423.69
2025-09-24 00:00:00+00:00,BTCUSDT,5.741838781804158,BE,621040.68,4947464.38
2025-09-24 00:00:00+00:00,DOGEUSDT,-1.0107780597014926,SL,-125019.71,4822444.67
2025-09-24 04:00:00+00:00,LINKUSDT,-1.16545384615384,SL,-140508.42,4681936.25
2025-09-24 08:00:00+00:00,BTCUSDT,5.852002032699958,BE,684967.51,5366903.76
2025-09-24 12:00:00+00:00,XRPUSDT,0.9947760909649662,BE,133471.69,5500375.45
2025-09-25 12:00:00+00:00,DOGEUSDT,-1.0454188311688315,SL,-143754.9,5356620.55
2025-09-25 12:00:00+00:00,LINKUSDT,-1.089807142857147,SL,-145942.08,5210678.47
2025-09-26 00:00:00+00:00,BTCUSDT,0.9560608922829579,BE,124543.15,5335221.61
2025-09-27 20:00:00+00:00,BTCUSDT,0.9182291375872377,BE,122473.9,5457695.51
2025-09-29 20:00:00+00:00,BTCUSDT,-1.0782697247706423,SL,-147121.7,5310573.82
2025-10-01 00:00:00+00:00,BTCUSDT,2.8434836604290217,BE,377513.25,5688087.06
2025-10-01 20:00:00+00:00,DOGEUSDT,-1.080828571428572,SL,-153696.18,5534390.89
2025-10-01 20:00:00+00:00,LINKUSDT,-1.0763363636363628,SL,-148921.65,5385469.23
2025-10-01 20:00:00+00:00,SOLUSDT,-1.1610707317073183,SL,-156322.77,5229146.47
2025-10-03 00:00:00+00:00,LINKUSDT,2.965453266331658,BE,387669.74,5616816.2
2025-10-05 08:00:00+00:00,DOGEUSDT,-1.0600488372093018,SL,-148852.49,5467963.71
2025-10-05 08:00:00+00:00,SOLUSDT,-1.0494549999999998,SL,-143459.55,5324504.17
2025-10-06 20:00:00+00:00,DOGEUSDT,-1.0540810810810797,SL,-140311.48,5184192.69
2025-10-06 20:00:00+00:00,SOLUSDT,2.9339579439252335,BE,380255.08,5564447.77
2025-10-07 00:00:00+00:00,LINKUSDT,-1.0764184782608677,SL,-149741.86,5414705.91
2025-10-11 00:00:00+00:00,SOLUSDT,-1.030469306930693,SL,-139492.21,5275213.71
2025-10-17 12:00:00+00:00,XRPUSDT,7.906741666666668,TP,1042743.8,6317957.51
2025-10-25 08:00:00+00:00,XRPUSDT,-1.036623076923077,SL,-163733.51,6154223.99
2025-10-26 20:00:00+00:00,SOLUSDT,-1.1459170731707227,SL,-176305.76,5977918.24
2025-10-28 12:00:00+00:00,SOLUSDT,5.936134736842105,BE,887143.2,6865061.44
2025-10-29 16:00:00+00:00,XRPUSDT,7.92841081081081,TP,1360725.68,8225787.12
2025-10-31 00:00:00+00:00,SOLUSDT,7.872199999999996,TP,1618876.03,9844663.16
2025-10-31 00:00:00+00:00,XRPUSDT,7.907109090909088,TP,1946070.64,11790733.79
2025-11-03 16:00:00+00:00,SOLUSDT,-1.0250285714285714,SL,-302145.98,11488587.82
2025-11-03 20:00:00+00:00,XRPUSDT,-1.0188675675675676,SL,-292633.74,11195954.08
2025-11-04 12:00:00+00:00,XRPUSDT,5.942497435897435,BE,1663298.21,12859252.29
2025-11-04 16:00:00+00:00,BTCUSDT,-1.0030195561905613,SL,-322452.04,12536800.25
2025-11-06 20:00:00+00:00,SOLUSDT,-1.0899019230769214,SL,-341597.07,12195203.18
2025-11-07 00:00:00+00:00,BTCUSDT,0.9722999817767654,BE,296434.9,12491638.08
2025-11-07 16:00:00+00:00,BTCUSDT,5.951371511627907,BE,1858559.48,14350197.56
2025-11-07 16:00:00+00:00,SOLUSDT,5.97903,BE,2145006.54,16495204.1
2025-11-10 08:00:00+00:00,XRPUSDT,-1.0458459627329186,SL,-431286.07,16063918.03
2025-11-14 00:00:00+00:00,SOLUSDT,5.9405624999999995,BE,2385717.73,18449635.76
2025-11-14 12:00:00+00:00,BTCUSDT,-1.0231373868149325,SL,-471912.8,17977722.96
2025-11-15 00:00:00+00:00,BTCUSDT,0.9767890577016324,BE,439011.08,18416734.03
2025-11-15 04:00:00+00:00,SOLUSDT,2.986860567823344,BE,1375205.42,19791939.45
2025-11-17 00:00:00+00:00,BTCUSDT,5.911074266792811,BE,2924790.6,22716730.05
2025-11-18 00:00:00+00:00,BTCUSDT,-1.2594043396226415,SL,-715238.71,22001491.34
2025-11-18 00:00:00+00:00,SOLUSDT,-1.1388357142857137,SL,-626402.1,21375089.24
2025-11-19 20:00:00+00:00,BTCUSDT,-1.3413962025316455,SL,-716811.59,20658277.65
2025-11-20 00:00:00+00:00,XRPUSDT,7.9185599999999985,TP,4089595.28,24747872.92
2025-11-21 00:00:00+00:00,BTCUSDT,-1.0320354719764016,SL,-638517.07,24109355.86
2025-11-21 00:00:00+00:00,XRPUSDT,-1.0185722222222224,SL,-613928.0,23495427.85
2025-11-21 16:00:00+00:00,SOLUSDT,2.9884248447204924,BE,1755358.01,25250785.86
2025-11-22 16:00:00+00:00,XRPUSDT,2.974898253275109,BE,1877962.97,27128748.83
2025-11-23 04:00:00+00:00,BTCUSDT,0.9933601992658626,BE,673715.48,27802464.31
2025-11-25 00:00:00+00:00,XRPUSDT,-1.1861499999999976,SL,-824447.33,26978016.99
2025-11-27 00:00:00+00:00,SOLUSDT,2.94242,BE,1984516.42,28962533.41
2025-12-01 08:00:00+00:00,SOLUSDT,2.913484090909058,BE,2109547.01,31072080.41
2025-12-01 20:00:00+00:00,XRPUSDT,2.97491875,BE,2310922.87,33383003.28
2025-12-03 12:00:00+00:00,SOLUSDT,2.9821970711297072,BE,2488867.37,35871870.64
2025-12-04 04:00:00+00:00,SOLUSDT,2.9694464788732393,BE,2662990.0,38534860.64
2025-12-10 00:00:00+00:00,SOLUSDT,2.9848851063829787,BE,2875553.29,41410413.93
2025-12-15 20:00:00+00:00,XRPUSDT,-1.0450937500000004,SL,-1081944.12,40328469.81
2025-12-18 04:00:00+00:00,XRPUSDT,-1.031238547486034,SL,-1039706.82,39288763.0
2025-12-19 00:00:00+00:00,XRPUSDT,-1.0833169230769237,SL,-1064054.55,38224708.45
2025-12-29 08:00:00+00:00,SOLUSDT,2.9770482142857144,BE,2844920.0,41069628.45
2026-01-02 20:00:00+00:00,XRPUSDT,-1.0833782608695637,SL,-1112348.57,39957279.89
2026-01-03 20:00:00+00:00,SOLUSDT,-1.014789433962264,SL,-1013705.64,38943574.25
2026-01-07 04:00:00+00:00,SOLUSDT,0.982443153526971,BE,956496.2,39900070.45
2026-01-12 08:00:00+00:00,SOLUSDT,2.977619371727749,BE,2970180.57,42870251.02
2026-01-14 08:00:00+00:00,XRPUSDT,7.926422471910113,TP,8495193.03,51365444.04
2026-01-14 20:00:00+00:00,SOLUSDT,-1.081677777777779,SL,-1389021.48,49976422.56
2026-01-19 16:00:00+00:00,XRPUSDT,0.9952860911270965,BE,1243520.96,51219943.51
2026-01-20 08:00:00+00:00,SOLUSDT,-1.0099640198511166,SL,-1293257.5,49926686.01
2026-01-26 00:00:00+00:00,SOLUSDT,5.959355172413793,BE,7438271.36,57364957.38
2026-01-26 00:00:00+00:00,XRPUSDT,7.927319999999998,TP,11368759.35,68733716.72
2026-01-29 20:00:00+00:00,XRPUSDT,-1.0348387096774192,SL,-1778207.77,66955508.95
2026-01-30 00:00:00+00:00,SOLUSDT,-1.022471337579618,SL,-1711502.22,65244006.73
2026-01-30 08:00:00+00:00,XRPUSDT,0.9876412735849056,BE,1610941.85,66854948.58
2026-01-31 20:00:00+00:00,SOLUSDT,-1.0757534883720943,SL,-1797986.1,65056962.48
2026-02-01 20:00:00+00:00,XRPUSDT,-1.0062862770012706,SL,-1636648.21,63420314.26
2026-02-03 20:00:00+00:00,SOLUSDT,-1.0138540540540542,SL,-1607473.57,61812840.7
2026-02-04 00:00:00+00:00,BTCUSDT,0.9887922532049683,BE,1528001.45,63340842.15
2026-02-04 04:00:00+00:00,XRPUSDT,0.9908774566473989,BE,1569075.31,64909917.46
2026-02-05 04:00:00+00:00,XRPUSDT,-1.0256118644067795,SL,-1664309.54,63245607.92
2026-02-05 20:00:00+00:00,LINKUSDT,-1.0005686999451453,SL,-1582039.39,61663568.53
2026-02-06 00:00:00+00:00,DOGEUSDT,-1.0005302095726183,SL,-1542406.58,60121161.95
2026-02-11 20:00:00+00:00,DOGEUSDT,2.9763823008849557,BE,4473589.06,64594751.01
2026-02-11 20:00:00+00:00,SOLUSDT,0.9790368421052632,BE,1581016.03,66175767.04
2026-02-13 00:00:00+00:00,SOLUSDT,2.965267164179104,BE,4905720.73,71081487.76
2026-02-14 16:00:00+00:00,DOGEUSDT,-1.0887117647058842,SL,-1934681.3,69146806.47
2026-02-15 00:00:00+00:00,LINKUSDT,7.862554999999997,TP,13591764.22,82738570.69
2026-02-15 00:00:00+00:00,XRPUSDT,-1.179627999999988,SL,-2440018.37,80298552.32
2026-02-15 12:00:00+00:00,LINKUSDT,7.93269756097561,TP,15924603.25,96223155.58
2026-02-15 12:00:00+00:00,SOLUSDT,7.902842857142852,TP,19010911.94,115234067.52
2026-02-23 08:00:00+00:00,BTCUSDT,2.9705606683804624,BE,8557744.72,123791812.23
2026-02-23 08:00:00+00:00,DOGEUSDT,2.979397777777778,BE,9220626.26,133012438.49
2026-02-23 08:00:00+00:00,LINKUSDT,2.970539285714286,BE,9877966.85,142890405.34
2026-02-23 08:00:00+00:00,SOLUSDT,5.944585714285714,BE,21235606.56,164126011.9
2026-02-23 08:00:00+00:00,XRPUSDT,5.964416814159292,BE,24472898.63,188598910.52
2026-02-24 08:00:00+00:00,BTCUSDT,-1.071534696174044,SL,-5052256.91,183546653.62
2026-02-24 12:00:00+00:00,DOGEUSDT,-1.0441241935483874,SL,-4791137.54,178755516.08
2026-02-24 12:00:00+00:00,SOLUSDT,-1.0198724137931034,SL,-4557695.49,174197820.58
2026-02-25 20:00:00+00:00,DOGEUSDT,-1.0267236842105263,SL,-4471325.7,169726494.88
2026-02-25 20:00:00+00:00,LINKUSDT,-1.052522641509433,SL,-4466024.47,165260470.41
2026-02-25 20:00:00+00:00,SOLUSDT,-1.0505411764705876,SL,-4340323.23,160920147.19
2026-02-26 00:00:00+00:00,BTCUSDT,2.960650902870177,BE,11910709.48,172830856.66
2026-02-26 00:00:00+00:00,XRPUSDT,5.95602,BE,25734600.97,198565457.64
2026-02-27 08:00:00+00:00,LINKUSDT,2.9786488372093025,BE,14786419.24,213351876.87
2026-02-27 08:00:00+00:00,SOLUSDT,5.959583076923077,BE,31787205.87,245139082.74
