symbol,n_trades,n_chunks_with_trades,baseline_total_r,managed_total_r,baseline_delta_r,win_pct,max_dd_r,avg_hold_h
BTCUSDT,344,50,127.36829524214272,139.3682952421425,11.999999999999773,48.25581395348838,16.317144241878452,5.0518410852713185
LINKUSDT,305,42,209.54132922388544,253.14132922388535,43.59999999999991,52.459016393442624,11.559808920778096,5.328961748633881
SOLUSDT,381,50,263.57321465005685,357.3732146500571,93.80000000000024,58.79265091863517,8.835637271686892,7.031714785651794
XRPUSDT,282,47,185.9088174277001,186.1088174277001,0.20000000000001705,57.446808510638306,9.86002544558248,17.05289598108747
ETHUSDT,309,49,120.65437345909064,137.05437345909056,16.39999999999992,49.83818770226537,20.046084968798823,6.687702265372168
