exit_ts,symbol,pnl_r,reason,withdrawal_usd,risk_usd_1r,pnl_usd,equity
2021-07-05 16:05:00+00:00,DOGEUSDT,2.1002643678160906,BE,0.0,250.0,525.07,10525.07
2021-07-08 08:05:00+00:00,DOGEUSDT,-1.0086908850726553,SL,0.0,250.0,-252.17,10272.89
2021-07-13 00:05:00+00:00,DOGEUSDT,1.4730346820809412,BE,0.0,250.0,368.26,10641.15
2021-07-13 18:30:00+00:00,DOGEUSDT,-1.021543816254417,SL,0.0,250.0,-255.39,10385.77
2021-07-15 16:00:00+00:00,DOGEUSDT,-1.047949579831933,SL,0.0,250.0,-261.99,10123.78
2021-07-21 20:00:00+00:00,DOGEUSDT,7.905575000000001,TP,0.0,250.0,1976.39,12100.17
2021-07-26 08:05:00+00:00,DOGEUSDT,2.959946428571428,BE,0.0,250.0,739.99,12840.16
2021-08-01 08:05:00+00:00,DOGEUSDT,2.946693442622951,BE,0.0,250.0,736.67,13576.83
2021-08-07 08:00:00+00:00,DOGEUSDT,6.923800000000081,TP,0.0,250.0,1730.95,15307.78
2021-08-11 01:30:00+00:00,DOGEUSDT,-1.0094505603985056,SL,0.0,250.0,-252.36,15055.42
2021-08-12 08:05:00+00:00,DOGEUSDT,1.6244137724550956,BE,0.0,250.0,406.1,15461.52
2021-08-14 20:15:00+00:00,DOGEUSDT,0.6831056603773656,BE,0.0,250.0,170.78,15632.3
2021-08-15 18:10:00+00:00,DOGEUSDT,-1.006806278366112,SL,0.0,250.0,-251.7,15380.6
2021-08-17 15:40:00+00:00,DOGEUSDT,0.514502709906706,BE,0.0,250.0,128.63,15509.22
2021-09-20 12:25:00+00:00,DOGEUSDT,-1.0015262530315279,SL,0.0,250.0,-250.38,15258.84
2021-09-22 00:00:00+00:00,DOGEUSDT,-1.0157722921914358,SL,0.0,250.0,-253.94,15004.9
2021-10-01 16:00:00+00:00,DOGEUSDT,7.716930434782618,TP,0.0,250.0,1929.23,16934.13
2021-10-02 00:00:00+00:00,DOGEUSDT,-1.0590135135135135,SL,0.0,250.0,-264.75,16669.38
2021-10-02 20:00:00+00:00,DOGEUSDT,-1.0252352272727272,SL,0.0,250.0,-256.31,16413.07
2021-10-05 00:00:00+00:00,DOGEUSDT,-1.0116344537815127,SL,0.0,250.0,-252.91,16160.16
2021-10-18 19:05:00+00:00,DOGEUSDT,0.5225552033080626,BE,0.0,250.0,130.64,16290.8
2021-10-25 04:05:00+00:00,DOGEUSDT,0.988656301369863,BE,0.0,250.0,247.16,16537.96
2021-10-28 12:45:00+00:00,DOGEUSDT,2.9879813414634144,BE,0.0,250.0,747.0,17284.96
2021-11-08 17:20:00+00:00,DOGEUSDT,0.5125859896219425,BE,0.0,250.0,128.15,17413.11
2021-11-23 00:05:00+00:00,DOGEUSDT,0.8845797752808985,BE,0.0,250.0,221.14,17634.25
2021-11-26 16:40:00+00:00,DOGEUSDT,0.5267224666666669,BE,0.0,250.0,131.68,17765.93
2021-12-05 20:05:00+00:00,DOGEUSDT,0.9196810874704464,BE,0.0,250.0,229.92,17995.85
2021-12-06 12:30:00+00:00,DOGEUSDT,1.6963901898734193,BE,0.0,250.0,424.1,18419.95
2021-12-14 00:05:00+00:00,DOGEUSDT,0.7437459064327557,BE,0.0,250.0,185.94,18605.89
2021-12-14 16:05:00+00:00,DOGEUSDT,2.5907954699886724,BE,0.0,250.0,647.7,19253.58
2021-12-24 00:00:00+00:00,DOGEUSDT,-1.0416431818181822,SL,0.0,250.0,-260.41,18993.17
2021-12-24 16:00:00+00:00,DOGEUSDT,-1.0272643564356436,SL,0.0,250.0,-256.82,18736.36
2021-12-27 00:05:00+00:00,DOGEUSDT,1.2640794520547538,BE,0.0,250.0,316.02,19052.38
2021-12-27 16:10:00+00:00,DOGEUSDT,0.8109599999999836,BE,0.0,250.0,202.74,19255.12
2021-12-30 04:05:00+00:00,DOGEUSDT,0.5684016129032191,BE,0.0,250.0,142.1,19397.22
2022-01-06 00:00:00+00:00,BTCUSDT,-1.024648395284251,SL,0.0,250.0,-256.16,19141.06
2022-01-06 00:00:00+00:00,SOLUSDT,-1.039022131147541,SL,0.0,250.0,-259.76,18881.3
2022-01-06 00:00:00+00:00,XRPUSDT,-1.0306846153846156,SL,0.0,250.0,-257.67,18623.63
2022-01-07 00:05:00+00:00,LINKUSDT,2.820844878048797,BE,0.0,250.0,705.21,19328.84
2022-01-07 03:30:00+00:00,DOGEUSDT,-1.007520251177394,SL,0.0,250.0,-251.88,19076.96
2022-01-07 08:05:00+00:00,DOGEUSDT,0.9677140845070228,BE,0.0,250.0,241.93,19318.89
2022-01-07 08:05:00+00:00,XRPUSDT,1.6868394366197177,BE,0.0,250.0,421.71,19740.6
2022-01-07 20:05:00+00:00,DOGEUSDT,0.5423571428571398,BE,0.0,250.0,135.59,19876.19
2022-01-07 20:05:00+00:00,XRPUSDT,0.9886681818181818,BE,0.0,250.0,247.17,20123.35
2022-01-08 00:05:00+00:00,LINKUSDT,0.8752055341055315,BE,0.0,250.0,218.8,20342.16
2022-01-09 00:05:00+00:00,DOGEUSDT,1.5152970085469952,BE,0.0,250.0,378.82,20720.98
2022-01-09 00:05:00+00:00,SOLUSDT,2.882818145161268,BE,0.0,250.0,720.7,21441.68
2022-01-09 00:05:00+00:00,XRPUSDT,2.2254468354430377,BE,0.0,250.0,556.36,21998.05
2022-01-10 00:05:00+00:00,LINKUSDT,0.6075288299155568,BE,0.0,250.0,151.88,22149.93
2022-01-11 02:25:00+00:00,DOGEUSDT,0.5334374803149592,BE,0.0,250.0,133.36,22283.29
2022-01-13 15:20:00+00:00,DOGEUSDT,0.8110778911564616,BE,0.0,250.0,202.77,22486.06
2022-01-14 04:25:00+00:00,DOGEUSDT,-1.008399510603589,SL,0.0,250.0,-252.1,22233.96
2022-01-18 20:15:00+00:00,LINKUSDT,-1.044386184210526,SL,0.0,250.0,-261.1,21972.86
2022-01-19 08:00:00+00:00,LINKUSDT,-1.0224889261744967,SL,0.0,250.0,-255.62,21717.24
2022-01-19 12:10:00+00:00,XRPUSDT,2.9337909090909084,BE,0.0,250.0,733.45,22450.69
2022-01-20 07:00:00+00:00,LINKUSDT,0.512690296495952,BE,0.0,250.0,128.17,22578.86
2022-01-21 04:00:00+00:00,LINKUSDT,-1.0454827067669163,SL,0.0,250.0,-261.37,22317.49
2022-01-21 08:05:00+00:00,BTCUSDT,2.623731945788991,BE,0.0,250.0,655.93,22973.42
2022-01-21 08:05:00+00:00,SOLUSDT,0.6983783950617256,BE,0.0,250.0,174.59,23148.02
2022-01-21 08:05:00+00:00,XRPUSDT,0.9440459459459465,BE,0.0,250.0,236.01,23384.03
2022-01-22 04:50:00+00:00,DOGEUSDT,0.6320294354838756,BE,0.0,250.0,158.01,23542.04
2022-01-24 08:45:00+00:00,LINKUSDT,-1.0055167623421355,SL,0.0,250.0,-251.38,23290.66
2022-01-24 12:00:00+00:00,BTCUSDT,-1.0364883239171376,SL,0.0,250.0,-259.12,23031.53
2022-01-24 12:00:00+00:00,XRPUSDT,-1.0178069306930693,SL,0.0,250.0,-254.45,22777.08
2022-01-25 14:40:00+00:00,SOLUSDT,0.5158618435155417,BE,0.0,250.0,128.97,22906.05
2022-01-30 16:05:00+00:00,LINKUSDT,2.9592230769230765,BE,0.0,250.0,739.81,23645.85
2022-02-04 20:00:00+00:00,BTCUSDT,-1.0310431555497317,SL,0.0,250.0,-257.76,23388.09
2022-02-05 00:00:00+00:00,XRPUSDT,-1.1128882352941227,SL,0.0,250.0,-278.22,23109.87
2022-02-05 04:05:00+00:00,DOGEUSDT,-1.15830357142857,SL,0.0,250.0,-289.58,22820.29
2022-02-05 08:00:00+00:00,LINKUSDT,-6.376000000012529,SL,0.0,250.0,-1594.0,21226.29
2022-02-06 08:20:00+00:00,LINKUSDT,0.5276198717948752,BE,0.0,250.0,131.9,21358.2
2022-02-07 00:00:00+00:00,DOGEUSDT,-1.0137051671732522,SL,0.0,250.0,-253.43,21104.77
2022-02-07 08:00:00+00:00,LINKUSDT,-1.0719571428571446,SL,0.0,250.0,-267.99,20836.78
2022-02-10 12:00:00+00:00,BTCUSDT,-1.0173988984088127,SL,0.0,250.0,-254.35,20582.43
2022-02-12 12:05:00+00:00,LINKUSDT,0.7917421221864935,BE,0.0,250.0,197.94,20780.37
2022-02-14 08:05:00+00:00,LINKUSDT,2.3268703448275967,BE,0.0,250.0,581.72,21362.09
2022-02-15 16:25:00+00:00,BTCUSDT,0.547086447368421,BE,0.0,250.0,136.77,21498.86
2022-02-16 04:05:00+00:00,BTCUSDT,2.347921916700336,BE,0.0,250.0,586.98,22085.84
2022-02-18 16:00:00+00:00,BTCUSDT,-1.0819181509177438,SL,0.0,250.0,-270.48,21815.36
2022-02-20 12:00:00+00:00,BTCUSDT,-1.0536489391143904,SL,0.0,250.0,-263.41,21551.95
2022-02-21 16:05:00+00:00,BTCUSDT,5.952165605095542,BE,0.0,250.0,1488.04,23039.99
2022-02-22 04:00:00+00:00,BTCUSDT,-1.0494470588235292,SL,0.0,250.0,-262.36,22777.63
2022-02-22 04:00:00+00:00,DOGEUSDT,-1.033430434782609,SL,0.0,250.0,-258.36,22519.27
2022-02-22 04:00:00+00:00,LINKUSDT,-1.029761764705882,SL,0.0,250.0,-257.44,22261.83
2022-02-22 08:15:00+00:00,XRPUSDT,0.5413658333333361,BE,0.0,250.0,135.34,22397.17
2022-02-24 08:00:00+00:00,DOGEUSDT,-1.0124715827338129,SL,0.0,250.0,-253.12,22144.05
2022-02-24 08:00:00+00:00,LINKUSDT,-1.028993700787402,SL,0.0,250.0,-257.25,21886.8
2022-02-24 08:05:00+00:00,BTCUSDT,2.343108904985019,BE,0.0,250.0,585.78,22472.58
2022-02-24 08:10:00+00:00,XRPUSDT,0.9853709923664122,BE,0.0,250.0,246.34,22718.92
2022-03-01 00:00:00+00:00,BTCUSDT,-1.067901095890411,SL,0.0,250.0,-266.98,22451.95
2022-03-02 04:00:00+00:00,SOLUSDT,-1.008675366568915,SL,0.0,250.0,-252.17,22199.78
2022-03-02 08:05:00+00:00,LINKUSDT,1.3350166666666676,BE,0.0,250.0,333.75,22533.53
2022-03-02 16:05:00+00:00,LINKUSDT,2.530871544715467,BE,0.0,250.0,632.72,23166.25
2022-03-06 16:05:00+00:00,BTCUSDT,2.293669974368381,BE,0.0,250.0,573.42,23739.67
2022-03-07 08:05:00+00:00,LINKUSDT,1.6841378787878634,BE,0.0,250.0,421.03,24160.7
2022-03-07 08:10:00+00:00,DOGEUSDT,0.5508494845360843,BE,0.0,250.0,137.71,24298.42
2022-03-07 08:15:00+00:00,BTCUSDT,0.5948129467084593,BE,0.0,250.0,148.7,24447.12
2022-03-07 08:30:00+00:00,SOLUSDT,-1.027714606741573,SL,0.0,250.0,-256.93,24190.19
2022-03-08 00:05:00+00:00,DOGEUSDT,2.9347867924528304,BE,0.0,250.0,733.7,24923.89
2022-03-09 12:00:00+00:00,BTCUSDT,-1.101962408462163,SL,0.0,250.0,-275.49,24648.4
2022-03-12 04:00:00+00:00,XRPUSDT,-1.0214982142857143,SL,0.0,250.0,-255.37,24393.02
2022-03-13 11:45:00+00:00,XRPUSDT,0.8655214953270949,BE,0.0,250.0,216.38,24609.4
2022-03-14 04:15:00+00:00,DOGEUSDT,2.555513461538472,BE,0.0,250.0,638.88,25248.28
2022-03-16 20:00:00+00:00,LINKUSDT,-1.0350553719008264,SL,0.0,250.0,-258.76,24989.52
2022-03-17 04:00:00+00:00,SOLUSDT,-1.1096625000000024,SL,0.0,250.0,-277.42,24712.1
2022-03-17 04:10:00+00:00,BTCUSDT,0.5944199891215751,BE,0.0,250.0,148.6,24860.71
2022-03-17 16:00:00+00:00,SOLUSDT,-1.0169683870967743,SL,0.0,250.0,-254.24,24606.46
2022-03-18 16:00:00+00:00,LINKUSDT,-1.1256914285714281,SL,0.0,250.0,-281.42,24325.04
2022-03-19 00:05:00+00:00,BTCUSDT,2.8236910489510487,BE,0.0,250.0,705.92,25030.96
2022-03-19 00:05:00+00:00,SOLUSDT,0.9774132231404961,BE,0.0,250.0,244.35,25275.32
2022-03-19 04:05:00+00:00,DOGEUSDT,0.916906976744186,BE,0.0,250.0,229.23,25504.54
2022-03-19 18:50:00+00:00,XRPUSDT,-1.016495918367347,SL,0.0,250.0,-254.12,25250.42
2022-03-19 20:00:00+00:00,SOLUSDT,7.882462499999997,TP,0.0,250.0,1970.62,27221.04
2022-03-22 00:00:00+00:00,XRPUSDT,7.717733333333337,TP,0.0,250.0,1929.43,29150.47
