days_total,days_with_any_asset_negative,days_with_2plus_assets_negative,days_with_3plus_assets_negative,days_with_4plus_assets_negative,days_with_5_assets_negative,pct_days_2plus_negative,worst_day_total_r,worst_day_neg_only_r,months_total,months_with_2plus_assets_negative,months_with_3plus_assets_negative,worst_month_total_r
850,484,160,46,17,4,18.823529411764707,-7.488888235306652,-7.488888235306652,50,22,10,-7.175700410535547
