symbol,chunk,exit_ts,baseline_r,managed_r,reason,hold_5m_bars
LINKUSDT,2022-01,2022-01-07T01:00:00+00:00,7.962308292682927,4.962308292682927,BE,13
LINKUSDT,2022-01,2022-01-08T00:15:00+00:00,-1.0102513513513514,0.5897486486486486,BE,4
LINKUSDT,2022-01,2022-01-10T16:15:00+00:00,7.989917249698432,0.5899172496984302,BE,196
LINKUSDT,2022-01,2022-01-18T03:25:00+00:00,-1.0328783410138251,0.5671216589861717,BE,42
LINKUSDT,2022-01,2022-01-21T04:00:00+00:00,-1.0454827067669163,-1.0454827067669163,SL,1
LINKUSDT,2022-01,2022-01-26T05:10:00+00:00,-1.0073291798107256,0.5926708201892739,BE,15
LINKUSDT,2022-01,2022-01-27T04:00:00+00:00,-1.008183870967742,-1.008183870967742,SL,1
LINKUSDT,2022-01,2022-01-28T01:30:00+00:00,7.976846874999991,0.5768468749999982,BE,19
LINKUSDT,2022-01,2022-01-30T18:15:00+00:00,-1.0407769230769235,0.5592230769230766,BE,28
LINKUSDT,2022-02,2022-02-05T08:00:00+00:00,-6.376000000012529,-6.376000000012529,SL,1
LINKUSDT,2022-02,2022-02-06T13:00:00+00:00,-1.017251923076923,0.582748076923077,BE,61
LINKUSDT,2022-02,2022-02-07T08:00:00+00:00,-1.0719571428571446,-1.0719571428571446,SL,1
LINKUSDT,2022-02,2022-02-12T06:30:00+00:00,-1.0167472413793104,-1.0167472413793104,SL,31
LINKUSDT,2022-02,2022-02-13T20:00:00+00:00,-1.0205833333333334,-1.0205833333333334,SL,1
LINKUSDT,2022-02,2022-02-15T01:35:00+00:00,7.965441353383445,7.965441353383445,TP,20
LINKUSDT,2022-02,2022-02-18T11:10:00+00:00,-1.0297726114649681,0.5702273885350364,BE,87
LINKUSDT,2022-02,2022-02-18T20:15:00+00:00,-1.0422444444444443,0.5577555555555526,BE,4
LINKUSDT,2022-02,2022-02-20T02:55:00+00:00,-1.0381203389830507,0.5618796610169492,BE,132
LINKUSDT,2022-02,2022-02-20T08:00:00+00:00,-1.2140142857142957,-1.2140142857142957,SL,1
LINKUSDT,2022-02,2022-02-21T18:00:00+00:00,-1.0253224852071006,0.5746775147928973,BE,25
LINKUSDT,2022-02,2022-02-22T00:00:00+00:00,-1.012579705882353,-1.012579705882353,SL,1
LINKUSDT,2022-02,2022-02-23T11:50:00+00:00,-1.034883193277311,4.965116806722689,BE,47
LINKUSDT,2022-02,2022-02-24T04:00:00+00:00,-1.076961538461539,-1.076961538461539,SL,1
LINKUSDT,2022-03,2022-03-02T08:15:00+00:00,-1.0831535714285727,4.916846428571428,BE,4
LINKUSDT,2022-03,2022-03-02T16:30:00+00:00,7.9617658536585365,0.5617658536585421,BE,7
LINKUSDT,2022-03,2022-03-06T16:05:00+00:00,-1.021563492063492,0.5784365079365098,BE,2
LINKUSDT,2022-03,2022-03-07T04:00:00+00:00,-1.049314814814815,-1.049314814814815,SL,1
LINKUSDT,2022-03,2022-03-08T00:10:00+00:00,7.963757692307692,0.5637576923076989,BE,3
LINKUSDT,2022-03,2022-03-16T20:00:00+00:00,-1.0487551724137922,-1.0487551724137922,SL,1
LINKUSDT,2022-03,2022-03-18T16:00:00+00:00,-1.1256914285714281,-1.1256914285714281,SL,1
LINKUSDT,2022-03,2022-03-22T08:05:00+00:00,-1.0776599999999994,0.5223399999999888,BE,2
LINKUSDT,2022-03,2022-03-23T23:40:00+00:00,-1.0526566666666668,0.5473433333333372,BE,45
LINKUSDT,2022-03,2022-03-24T12:00:00+00:00,-1.0548689655172416,-1.0548689655172416,SL,1
LINKUSDT,2022-03,2022-03-25T16:00:00+00:00,7.8859093023255795,7.8859093023255795,TP,1
LINKUSDT,2022-03,2022-03-28T04:40:00+00:00,-1.1099173913043494,0.4900826086956507,BE,9
LINKUSDT,2022-03,2022-03-29T12:05:00+00:00,-1.013643935309973,-1.013643935309973,SL,50
LINKUSDT,2022-03,2022-03-30T08:35:00+00:00,-1.1156666666666715,0.48433333333329703,BE,8
LINKUSDT,2022-04,2022-04-03T13:15:00+00:00,-1.03340125,0.56659875,BE,16
LINKUSDT,2022-04,2022-04-06T13:40:00+00:00,-1.0130031746031747,-1.0130031746031747,SL,69
LINKUSDT,2022-04,2022-04-08T16:00:00+00:00,7.8504548387096715,7.8504548387096715,TP,1
LINKUSDT,2022-04,2022-04-09T00:00:00+00:00,-1.020910407239819,-1.020910407239819,SL,1
LINKUSDT,2022-04,2022-04-11T08:35:00+00:00,-1.03488671875,-1.03488671875,SL,8
LINKUSDT,2022-04,2022-04-14T15:35:00+00:00,-1.0111229551451189,-1.0111229551451189,SL,188
LINKUSDT,2022-04,2022-04-18T16:10:00+00:00,7.935101639344262,0.5351016393442622,BE,51
LINKUSDT,2022-04,2022-04-25T08:00:00+00:00,-1.0134517123287672,-1.0134517123287672,SL,1
LINKUSDT,2022-04,2022-04-26T20:00:00+00:00,-1.1580625000000058,-1.1580625000000058,SL,1
LINKUSDT,2022-04,2022-04-27T17:00:00+00:00,-1.0147046875,0.5852953125000028,BE,13
LINKUSDT,2022-04,2022-04-29T16:35:00+00:00,-1.0364980000000001,0.5635020000000069,BE,8
LINKUSDT,2022-05,2022-05-04T01:30:00+00:00,7.9527217391304355,4.9527217391304355,BE,19
LINKUSDT,2022-05,2022-05-06T16:10:00+00:00,-1.0271743589743587,0.5728256410256352,BE,3
LINKUSDT,2022-05,2022-05-08T14:00:00+00:00,-1.0130833333333333,-1.0130833333333333,SL,121
LINKUSDT,2022-05,2022-05-13T23:35:00+00:00,-1.0110530303030303,-1.0110530303030303,SL,44
LINKUSDT,2022-05,2022-05-19T05:30:00+00:00,-1.0703758620689656,0.5296241379310466,BE,19
LINKUSDT,2022-05,2022-05-26T17:10:00+00:00,-1.0321849999999997,4.967815,BE,15
LINKUSDT,2022-05,2022-05-27T12:35:00+00:00,-1.00928,0.5907199999999992,BE,56
LINKUSDT,2022-05,2022-05-30T12:50:00+00:00,-1.077785714285713,4.922214285714287,BE,11
LINKUSDT,2022-05,2022-05-31T04:00:00+00:00,-1.03493125,-1.03493125,SL,1
LINKUSDT,2022-06,2022-06-01T04:35:00+00:00,-1.01626,0.5837399999999987,BE,8
LINKUSDT,2022-06,2022-06-05T20:00:00+00:00,-1.2519999999999905,-1.2519999999999905,SL,1
LINKUSDT,2022-06,2022-06-08T00:00:00+00:00,-1.0231192660550459,-1.0231192660550459,SL,1
LINKUSDT,2022-06,2022-06-11T23:35:00+00:00,-1.0175868852459016,-1.0175868852459016,SL,44
LINKUSDT,2022-06,2022-06-15T00:05:00+00:00,-1.0023579617834395,0.5976420382165605,BE,98
LINKUSDT,2023-01,2023-01-01T08:50:00+00:00,-1.042692307692308,-1.042692307692308,SL,11
LINKUSDT,2023-01,2023-01-09T04:00:00+00:00,-1.0941368421052626,-1.0941368421052626,SL,1
LINKUSDT,2023-01,2023-01-11T14:30:00+00:00,-1.016583783783784,0.5834162162162194,BE,31
LINKUSDT,2023-01,2023-01-13T00:20:00+00:00,-1.041510869565218,-1.041510869565218,SL,5
