symbol,tp_r,mfe1_r,lock1_r,mfe2_r,lock2_r,total_r,delta_vs_tp_only,delta_vs_stage1,win_pct,max_dd_r,avg_hold_h
DOGEUSDT,3.0,0.5,1.0,1.5,2.5,-6.6547,-1.0,1.0,29.31,17.6541,57.93
DOGEUSDT,3.0,0.5,1.0,1.5,3.0,-5.6547,-0.0,2.0,29.31,17.1541,57.93
DOGEUSDT,3.0,0.5,1.0,1.75,1.5,-8.6547,-3.0,-1.0,29.31,18.6541,57.93
DOGEUSDT,3.0,0.5,1.0,1.75,2.0,-7.6547,-2.0,0.0,29.31,18.1541,57.93
DOGEUSDT,3.0,0.5,1.0,1.75,2.5,-6.6547,-1.0,1.0,29.31,17.6541,57.93
DOGEUSDT,3.0,0.5,1.0,1.75,3.0,-5.6547,-0.0,2.0,29.31,17.1541,57.93
DOGEUSDT,3.0,0.5,1.0,2.0,1.5,-8.6547,-3.0,-1.0,29.31,18.6541,57.93
DOGEUSDT,3.0,0.5,1.0,2.0,2.0,-7.6547,-2.0,0.0,29.31,18.1541,57.93
DOGEUSDT,3.0,0.5,1.0,2.0,2.5,-6.6547,-1.0,1.0,29.31,17.6541,57.93
DOGEUSDT,3.0,0.5,1.0,2.0,3.0,-5.6547,-0.0,2.0,29.31,17.1541,57.93
DOGEUSDT,3.0,0.5,1.0,2.5,1.5,-9.1547,-3.5,-1.5,29.31,19.1541,57.93
DOGEUSDT,3.0,0.5,1.0,2.5,2.0,-8.6547,-3.0,-1.0,29.31,19.1541,57.93
DOGEUSDT,3.0,0.5,1.0,2.5,2.5,-8.1547,-2.5,-0.5,29.31,19.1541,57.93
DOGEUSDT,3.0,0.5,1.0,2.5,3.0,-7.6547,-2.0,0.0,29.31,19.1541,57.93
DOGEUSDT,5.0,0.5,1.0,1.25,1.5,2.3453,-2.0,-2.0,29.31,12.3579,58.21
DOGEUSDT,5.0,0.5,1.0,1.25,2.0,4.3453,-0.0,0.0,29.31,11.1541,57.93
DOGEUSDT,5.0,0.5,1.0,1.25,2.5,6.3453,2.0,2.0,29.31,10.2992,57.93
DOGEUSDT,5.0,0.5,1.0,1.25,3.0,8.3453,4.0,4.0,29.31,9.7992,57.93
DOGEUSDT,5.0,0.5,1.0,1.5,1.5,2.3453,-2.0,-2.0,29.31,12.3579,58.21
DOGEUSDT,5.0,0.5,1.0,1.5,2.0,4.3453,-0.0,0.0,29.31,11.1541,57.93
DOGEUSDT,5.0,0.5,1.0,1.5,2.5,6.3453,2.0,2.0,29.31,10.2992,57.93
DOGEUSDT,5.0,0.5,1.0,1.5,3.0,8.3453,4.0,4.0,29.31,9.7992,57.93
DOGEUSDT,5.0,0.5,1.0,1.75,1.5,2.3453,-2.0,-2.0,29.31,12.3579,58.21
DOGEUSDT,5.0,0.5,1.0,1.75,2.0,4.3453,-0.0,0.0,29.31,11.1541,57.93
DOGEUSDT,5.0,0.5,1.0,1.75,2.5,6.3453,2.0,2.0,29.31,10.2992,57.93
DOGEUSDT,5.0,0.5,1.0,1.75,3.0,8.3453,4.0,4.0,29.31,9.7992,57.93
DOGEUSDT,5.0,0.5,1.0,2.0,1.5,2.3453,-2.0,-2.0,29.31,12.3579,58.21
DOGEUSDT,5.0,0.5,1.0,2.0,2.0,4.3453,-0.0,0.0,29.31,11.1541,57.93
DOGEUSDT,5.0,0.5,1.0,2.0,2.5,6.3453,2.0,2.0,29.31,10.2992,57.93
DOGEUSDT,5.0,0.5,1.0,2.0,3.0,8.3453,4.0,4.0,29.31,9.7992,57.93
DOGEUSDT,5.0,0.5,1.0,2.5,1.5,1.8453,-2.5,-2.5,29.31,12.8579,58.21
DOGEUSDT,5.0,0.5,1.0,2.5,2.0,3.3453,-1.0,-1.0,29.31,12.1541,57.93
DOGEUSDT,5.0,0.5,1.0,2.5,2.5,4.8453,0.5,0.5,29.31,11.7992,57.93
DOGEUSDT,5.0,0.5,1.0,2.5,3.0,6.3453,2.0,2.0,29.31,11.7992,57.93
DOGEUSDT,8.0,0.5,1.0,1.25,1.5,23.3453,-14.0,-5.0,29.31,9.5348,58.21
DOGEUSDT,8.0,0.5,1.0,1.25,2.0,25.3453,-12.0,-3.0,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,1.25,2.5,27.3453,-10.0,-1.0,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,1.25,3.0,29.3453,-8.0,1.0,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,1.5,1.5,23.3453,-14.0,-5.0,29.31,9.5348,58.21
DOGEUSDT,8.0,0.5,1.0,1.5,2.0,25.3453,-12.0,-3.0,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,1.5,2.5,27.3453,-10.0,-1.0,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,1.5,3.0,29.3453,-8.0,1.0,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,1.75,1.5,23.3453,-14.0,-5.0,29.31,9.5348,58.21
DOGEUSDT,8.0,0.5,1.0,1.75,2.0,25.3453,-12.0,-3.0,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,1.75,2.5,27.3453,-10.0,-1.0,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,1.75,3.0,29.3453,-8.0,1.0,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,2.0,1.5,23.3453,-14.0,-5.0,29.31,9.5348,58.21
DOGEUSDT,8.0,0.5,1.0,2.0,2.0,25.3453,-12.0,-3.0,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,2.0,2.5,27.3453,-10.0,-1.0,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,2.0,3.0,29.3453,-8.0,1.0,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,2.5,1.5,22.8453,-14.5,-5.5,29.31,9.5348,58.21
DOGEUSDT,8.0,0.5,1.0,2.5,2.0,24.3453,-13.0,-4.0,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,2.5,2.5,25.8453,-11.5,-2.5,29.31,9.5348,57.93
DOGEUSDT,8.0,0.5,1.0,2.5,3.0,27.3453,-10.0,-1.0,29.31,9.5348,57.93
