symbol,n_trades,n_chunks_with_trades,baseline_total_r,managed_total_r,baseline_delta_r,win_pct,max_dd_r,avg_hold_h
BTCUSDT,336,49,285.4400245640358,185.74002456403622,-99.69999999999959,51.488095238095234,23.194073380067273,6.504712301587301
ETHUSDT,333,50,318.0907464676327,198.49074646763256,-119.60000000000014,46.846846846846844,28.208248182217332,5.186936936936936
XRPUSDT,244,43,246.39859054371655,200.59859054371665,-45.7999999999999,55.32786885245902,8.516743654761306,22.43408469945355
SOLUSDT,357,49,163.24352538036243,245.6435253803624,82.39999999999998,52.66106442577031,12.927742349777134,8.704014939309056
LINKUSDT,317,45,168.94557048281973,183.7455704828198,14.800000000000068,49.52681388012618,12.46565957361669,14.504468980021029
